county,precinct,office,district,candidate,party,votes,early_voting,absentee,election_day
Seneca,Town of Waterloo 5 LD 1,Comptroller,,Thomas P. DiNapoli,WOR,13,3,3,7
Seneca,Town of Covert 1 LD 1,Comptroller,,Under Votes,,11,0,1,10
Seneca,Town of Covert 2 LD 1,Comptroller,,Under Votes,,4,0,0,4
Seneca,Town of Fayette 1 LD 1,Comptroller,,Under Votes,,16,1,1,14
Seneca,Town of Fayette 2 LD 1,Comptroller,,Under Votes,,15,1,1,13
Seneca,Town of Fayette 3 LD 1,Comptroller,,Under Votes,,16,4,1,11
Seneca,Town of Junius 1 LD 1,Comptroller,,Under Votes,,9,0,0,9
Seneca,Town of Lodi 1 LD 1,Comptroller,,Under Votes,,19,2,1,16
Seneca,Town of Ovid 1 LD 1,Comptroller,,Under Votes,,6,0,1,5
Seneca,Town of Ovid 2 LD 1,Comptroller,,Under Votes,,1,0,0,1
Seneca,Town of Romulus 1 LD 1,Comptroller,,Under Votes,,4,0,0,4
Seneca,Town of Romulus 2 LD 1,Comptroller,,Under Votes,,4,0,1,3
Seneca,Town of Romulus 3 LD 1,Comptroller,,Under Votes,,4,0,1,3
Seneca,Town of Seneca Falls 1 LD 1,Comptroller,,Under Votes,,7,0,1,6
Seneca,Town of Seneca Falls 2 LD 1,Comptroller,,Under Votes,,9,0,1,8
Seneca,Town of Seneca Falls 3 LD 1,Comptroller,,Under Votes,,7,0,0,7
Seneca,Town of Seneca Falls 4 LD 1,Comptroller,,Under Votes,,12,1,2,9
Seneca,Town of Seneca Falls 5 LD 1,Comptroller,,Under Votes,,13,1,1,11
Seneca,Town of Seneca Falls 6 LD 1,Comptroller,,Under Votes,,8,2,0,6
Seneca,Town of Seneca Falls 7 LD 1,Comptroller,,Under Votes,,4,0,1,3
Seneca,Town of Seneca Falls 8 LD 1,Comptroller,,Under Votes,,9,1,0,8
Seneca,Town of Tyre 1 LD 1,Comptroller,,Under Votes,,12,1,2,9
Seneca,Town of Varick 1 LD 1,Comptroller,,Under Votes,,10,1,0,9
Seneca,Town of Waterloo 1 LD 1,Comptroller,,Under Votes,,10,0,0,10
Seneca,Town of Waterloo 2 LD 1,Comptroller,,Under Votes,,9,1,1,7
Seneca,Town of Waterloo 3 LD 1,Comptroller,,Under Votes,,10,0,1,9
Seneca,Town of Waterloo 4 LD 1,Comptroller,,Under Votes,,20,1,2,17
Seneca,Town of Waterloo 5 LD 1,Comptroller,,Under Votes,,6,1,1,4
Seneca,Town of Covert 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Covert 2 LD 1,Comptroller,,Over Votes,,1,0,0,1
Seneca,Town of Fayette 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 2 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 3 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Junius 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Lodi 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Ovid 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Ovid 2 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 2 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 3 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 2 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 3 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 4 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 5 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 6 LD 1,Comptroller,,Over Votes,,1,0,0,1
Seneca,Town of Seneca Falls 7 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 8 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Tyre 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Varick 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 1 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 2 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 3 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 5 LD 1,Comptroller,,Over Votes,,0,0,0,0
Seneca,Town of Covert 1 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Covert 2 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Fayette 1 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Fayette 2 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Fayette 3 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Junius 1 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Lodi 1 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Ovid 1 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Ovid 2 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 2 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 3 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 1 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 2 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 3 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 4 LD 1,Comptroller,,Write-ins,,1,0,1,0
Seneca,Town of Seneca Falls 5 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 6 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 7 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 8 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Tyre 1 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Varick 1 LD 1,Comptroller,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 1 LD 1,Comptroller,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 2 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Waterloo 3 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,Comptroller,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 5 LD 1,Comptroller,,Write-ins,,0,0,0,0
Seneca,Town of Covert 1 LD 1,Attorney General,,Letitia A. James,DEM,264,13,29,222
Seneca,Town of Covert 2 LD 1,Attorney General,,Letitia A. James,DEM,210,5,18,187
Seneca,Town of Fayette 1 LD 1,Attorney General,,Letitia A. James,DEM,155,22,15,118
Seneca,Town of Fayette 2 LD 1,Attorney General,,Letitia A. James,DEM,178,26,17,135
Seneca,Town of Fayette 3 LD 1,Attorney General,,Letitia A. James,DEM,175,26,18,131
Seneca,Town of Junius 1 LD 1,Attorney General,,Letitia A. James,DEM,73,16,2,55
Seneca,Town of Lodi 1 LD 1,Attorney General,,Letitia A. James,DEM,231,19,15,197
Seneca,Town of Ovid 1 LD 1,Attorney General,,Letitia A. James,DEM,135,10,12,113
Seneca,Town of Ovid 2 LD 1,Attorney General,,Letitia A. James,DEM,132,11,20,101
Seneca,Town of Romulus 1 LD 1,Attorney General,,Letitia A. James,DEM,68,16,7,45
Seneca,Town of Romulus 2 LD 1,Attorney General,,Letitia A. James,DEM,125,19,9,97
Seneca,Town of Romulus 3 LD 1,Attorney General,,Letitia A. James,DEM,75,9,7,59
Seneca,Town of Seneca Falls 1 LD 1,Attorney General,,Letitia A. James,DEM,185,54,19,112
Seneca,Town of Seneca Falls 2 LD 1,Attorney General,,Letitia A. James,DEM,219,51,18,150
Seneca,Town of Seneca Falls 3 LD 1,Attorney General,,Letitia A. James,DEM,124,20,8,96
Seneca,Town of Seneca Falls 4 LD 1,Attorney General,,Letitia A. James,DEM,181,41,15,125
Seneca,Town of Seneca Falls 5 LD 1,Attorney General,,Letitia A. James,DEM,130,24,9,97
Seneca,Town of Seneca Falls 6 LD 1,Attorney General,,Letitia A. James,DEM,169,44,11,114
Seneca,Town of Seneca Falls 7 LD 1,Attorney General,,Letitia A. James,DEM,123,37,5,81
Seneca,Town of Seneca Falls 8 LD 1,Attorney General,,Letitia A. James,DEM,194,57,18,119
Seneca,Town of Tyre 1 LD 1,Attorney General,,Letitia A. James,DEM,87,10,7,70
Seneca,Town of Varick 1 LD 1,Attorney General,,Letitia A. James,DEM,219,34,26,159
Seneca,Town of Waterloo 1 LD 1,Attorney General,,Letitia A. James,DEM,161,44,11,106
Seneca,Town of Waterloo 2 LD 1,Attorney General,,Letitia A. James,DEM,139,37,14,88
Seneca,Town of Waterloo 3 LD 1,Attorney General,,Letitia A. James,DEM,118,26,16,76
Seneca,Town of Waterloo 4 LD 1,Attorney General,,Letitia A. James,DEM,164,16,13,135
Seneca,Town of Waterloo 5 LD 1,Attorney General,,Letitia A. James,DEM,116,23,18,75
Seneca,Town of Covert 1 LD 1,Attorney General,,Michael Henry,REP,235,8,10,217
Seneca,Town of Covert 2 LD 1,Attorney General,,Michael Henry,REP,186,7,3,176
Seneca,Town of Fayette 1 LD 1,Attorney General,,Michael Henry,REP,222,12,11,199
Seneca,Town of Fayette 2 LD 1,Attorney General,,Michael Henry,REP,276,19,7,250
Seneca,Town of Fayette 3 LD 1,Attorney General,,Michael Henry,REP,324,30,20,274
Seneca,Town of Junius 1 LD 1,Attorney General,,Michael Henry,REP,279,17,11,251
Seneca,Town of Lodi 1 LD 1,Attorney General,,Michael Henry,REP,338,11,13,314
Seneca,Town of Ovid 1 LD 1,Attorney General,,Michael Henry,REP,214,1,8,205
Seneca,Town of Ovid 2 LD 1,Attorney General,,Michael Henry,REP,229,8,3,218
Seneca,Town of Romulus 1 LD 1,Attorney General,,Michael Henry,REP,125,4,1,120
Seneca,Town of Romulus 2 LD 1,Attorney General,,Michael Henry,REP,127,11,4,112
Seneca,Town of Romulus 3 LD 1,Attorney General,,Michael Henry,REP,110,14,2,94
Seneca,Town of Seneca Falls 1 LD 1,Attorney General,,Michael Henry,REP,143,14,7,122
Seneca,Town of Seneca Falls 2 LD 1,Attorney General,,Michael Henry,REP,182,11,9,162
Seneca,Town of Seneca Falls 3 LD 1,Attorney General,,Michael Henry,REP,92,9,4,79
Seneca,Town of Seneca Falls 4 LD 1,Attorney General,,Michael Henry,REP,260,26,10,224
Seneca,Town of Seneca Falls 5 LD 1,Attorney General,,Michael Henry,REP,184,15,4,165
Seneca,Town of Seneca Falls 6 LD 1,Attorney General,,Michael Henry,REP,159,14,8,137
Seneca,Town of Seneca Falls 7 LD 1,Attorney General,,Michael Henry,REP,103,15,8,80
Seneca,Town of Seneca Falls 8 LD 1,Attorney General,,Michael Henry,REP,311,39,17,255
Seneca,Town of Tyre 1 LD 1,Attorney General,,Michael Henry,REP,218,11,14,193
Seneca,Town of Varick 1 LD 1,Attorney General,,Michael Henry,REP,324,30,13,281
Seneca,Town of Waterloo 1 LD 1,Attorney General,,Michael Henry,REP,255,21,14,220
Seneca,Town of Waterloo 2 LD 1,Attorney General,,Michael Henry,REP,269,45,14,210
Seneca,Town of Waterloo 3 LD 1,Attorney General,,Michael Henry,REP,192,25,8,159
Seneca,Town of Waterloo 4 LD 1,Attorney General,,Michael Henry,REP,432,30,16,386
Seneca,Town of Waterloo 5 LD 1,Attorney General,,Michael Henry,REP,201,31,12,158
Seneca,Town of Covert 1 LD 1,Attorney General,,Michael Henry,CON,27,0,1,26
Seneca,Town of Covert 2 LD 1,Attorney General,,Michael Henry,CON,22,0,0,22
Seneca,Town of Fayette 1 LD 1,Attorney General,,Michael Henry,CON,27,1,2,24
Seneca,Town of Fayette 2 LD 1,Attorney General,,Michael Henry,CON,42,4,0,38
Seneca,Town of Fayette 3 LD 1,Attorney General,,Michael Henry,CON,36,10,2,24
Seneca,Town of Junius 1 LD 1,Attorney General,,Michael Henry,CON,28,2,1,25
Seneca,Town of Lodi 1 LD 1,Attorney General,,Michael Henry,CON,41,0,2,39
Seneca,Town of Ovid 1 LD 1,Attorney General,,Michael Henry,CON,25,2,0,23
Seneca,Town of Ovid 2 LD 1,Attorney General,,Michael Henry,CON,31,2,2,27
Seneca,Town of Romulus 1 LD 1,Attorney General,,Michael Henry,CON,21,1,3,17
Seneca,Town of Romulus 2 LD 1,Attorney General,,Michael Henry,CON,18,0,3,15
Seneca,Town of Romulus 3 LD 1,Attorney General,,Michael Henry,CON,12,1,0,11
Seneca,Town of Seneca Falls 1 LD 1,Attorney General,,Michael Henry,CON,24,3,0,21
Seneca,Town of Seneca Falls 2 LD 1,Attorney General,,Michael Henry,CON,27,2,1,24
Seneca,Town of Seneca Falls 3 LD 1,Attorney General,,Michael Henry,CON,10,0,0,10
Seneca,Town of Seneca Falls 4 LD 1,Attorney General,,Michael Henry,CON,16,2,0,14
Seneca,Town of Seneca Falls 5 LD 1,Attorney General,,Michael Henry,CON,16,3,0,13
Seneca,Town of Seneca Falls 6 LD 1,Attorney General,,Michael Henry,CON,15,2,1,12
Seneca,Town of Seneca Falls 7 LD 1,Attorney General,,Michael Henry,CON,12,2,0,10
Seneca,Town of Seneca Falls 8 LD 1,Attorney General,,Michael Henry,CON,40,5,2,33
Seneca,Town of Tyre 1 LD 1,Attorney General,,Michael Henry,CON,32,3,2,27
Seneca,Town of Varick 1 LD 1,Attorney General,,Michael Henry,CON,44,4,3,37
Seneca,Town of Waterloo 1 LD 1,Attorney General,,Michael Henry,CON,37,5,0,32
Seneca,Town of Waterloo 2 LD 1,Attorney General,,Michael Henry,CON,39,11,0,28
Seneca,Town of Waterloo 3 LD 1,Attorney General,,Michael Henry,CON,21,6,1,14
Seneca,Town of Waterloo 4 LD 1,Attorney General,,Michael Henry,CON,44,6,2,36
Seneca,Town of Waterloo 5 LD 1,Attorney General,,Michael Henry,CON,21,3,0,18
Seneca,Town of Covert 1 LD 1,Attorney General,,Letitia A. James,WOR,40,3,1,36
Seneca,Town of Covert 2 LD 1,Attorney General,,Letitia A. James,WOR,38,0,2,36
Seneca,Town of Fayette 1 LD 1,Attorney General,,Letitia A. James,WOR,13,1,0,12
Seneca,Town of Fayette 2 LD 1,Attorney General,,Letitia A. James,WOR,14,1,0,13
Seneca,Town of Fayette 3 LD 1,Attorney General,,Letitia A. James,WOR,13,3,2,8
Seneca,Town of Junius 1 LD 1,Attorney General,,Letitia A. James,WOR,19,1,0,18
Seneca,Town of Lodi 1 LD 1,Attorney General,,Letitia A. James,WOR,19,2,1,16
Seneca,Town of Ovid 1 LD 1,Attorney General,,Letitia A. James,WOR,18,1,1,16
Seneca,Town of Ovid 2 LD 1,Attorney General,,Letitia A. James,WOR,10,0,0,10
Seneca,Town of Romulus 1 LD 1,Attorney General,,Letitia A. James,WOR,3,2,1,0
Seneca,Town of Romulus 2 LD 1,Attorney General,,Letitia A. James,WOR,13,2,1,10
Seneca,Town of Romulus 3 LD 1,Attorney General,,Letitia A. James,WOR,5,0,1,4
Seneca,Town of Seneca Falls 1 LD 1,Attorney General,,Letitia A. James,WOR,21,10,2,9
Seneca,Town of Seneca Falls 2 LD 1,Attorney General,,Letitia A. James,WOR,16,0,0,16
Seneca,Town of Seneca Falls 3 LD 1,Attorney General,,Letitia A. James,WOR,7,0,2,5
Seneca,Town of Seneca Falls 4 LD 1,Attorney General,,Letitia A. James,WOR,14,2,2,10
Seneca,Town of Seneca Falls 5 LD 1,Attorney General,,Letitia A. James,WOR,6,3,0,3
Seneca,Town of Seneca Falls 6 LD 1,Attorney General,,Letitia A. James,WOR,11,1,1,9
Seneca,Town of Seneca Falls 7 LD 1,Attorney General,,Letitia A. James,WOR,8,3,0,5
Seneca,Town of Seneca Falls 8 LD 1,Attorney General,,Letitia A. James,WOR,18,3,0,15
Seneca,Town of Tyre 1 LD 1,Attorney General,,Letitia A. James,WOR,11,3,2,6
Seneca,Town of Varick 1 LD 1,Attorney General,,Letitia A. James,WOR,20,2,1,17
Seneca,Town of Waterloo 1 LD 1,Attorney General,,Letitia A. James,WOR,19,4,0,15
Seneca,Town of Waterloo 2 LD 1,Attorney General,,Letitia A. James,WOR,15,3,0,12
Seneca,Town of Waterloo 3 LD 1,Attorney General,,Letitia A. James,WOR,11,1,2,8
Seneca,Town of Waterloo 4 LD 1,Attorney General,,Letitia A. James,WOR,20,4,1,15
Seneca,Town of Waterloo 5 LD 1,Attorney General,,Letitia A. James,WOR,8,1,2,5
Seneca,Town of Covert 1 LD 1,Attorney General,,Under Votes,,12,0,2,10
Seneca,Town of Covert 2 LD 1,Attorney General,,Under Votes,,5,0,0,5
Seneca,Town of Fayette 1 LD 1,Attorney General,,Under Votes,,13,2,0,11
Seneca,Town of Fayette 2 LD 1,Attorney General,,Under Votes,,13,0,1,12
Seneca,Town of Fayette 3 LD 1,Attorney General,,Under Votes,,11,4,1,6
Seneca,Town of Junius 1 LD 1,Attorney General,,Under Votes,,11,1,1,9
Seneca,Town of Lodi 1 LD 1,Attorney General,,Under Votes,,12,0,0,12
Seneca,Town of Ovid 1 LD 1,Attorney General,,Under Votes,,9,0,0,9
Seneca,Town of Ovid 2 LD 1,Attorney General,,Under Votes,,7,0,1,6
Seneca,Town of Romulus 1 LD 1,Attorney General,,Under Votes,,2,0,0,2
Seneca,Town of Romulus 2 LD 1,Attorney General,,Under Votes,,3,0,0,3
Seneca,Town of Romulus 3 LD 1,Attorney General,,Under Votes,,4,0,0,4
Seneca,Town of Seneca Falls 1 LD 1,Attorney General,,Under Votes,,8,1,1,6
Seneca,Town of Seneca Falls 2 LD 1,Attorney General,,Under Votes,,12,0,0,12
Seneca,Town of Seneca Falls 3 LD 1,Attorney General,,Under Votes,,9,1,0,8
Seneca,Town of Seneca Falls 4 LD 1,Attorney General,,Under Votes,,13,1,3,9
Seneca,Town of Seneca Falls 5 LD 1,Attorney General,,Under Votes,,11,1,0,10
Seneca,Town of Seneca Falls 6 LD 1,Attorney General,,Under Votes,,9,1,0,8
Seneca,Town of Seneca Falls 7 LD 1,Attorney General,,Under Votes,,2,0,0,2
Seneca,Town of Seneca Falls 8 LD 1,Attorney General,,Under Votes,,11,1,0,10
Seneca,Town of Tyre 1 LD 1,Attorney General,,Under Votes,,11,2,3,6
Seneca,Town of Varick 1 LD 1,Attorney General,,Under Votes,,11,0,0,11
Seneca,Town of Waterloo 1 LD 1,Attorney General,,Under Votes,,10,0,0,10
Seneca,Town of Waterloo 2 LD 1,Attorney General,,Under Votes,,8,4,0,4
Seneca,Town of Waterloo 3 LD 1,Attorney General,,Under Votes,,8,0,1,7
Seneca,Town of Waterloo 4 LD 1,Attorney General,,Under Votes,,16,1,1,14
Seneca,Town of Waterloo 5 LD 1,Attorney General,,Under Votes,,5,0,1,4
Seneca,Town of Covert 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Covert 2 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 2 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 3 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Junius 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Lodi 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Ovid 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Ovid 2 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 2 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 3 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 2 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 3 LD 1,Attorney General,,Over Votes,,1,0,0,1
Seneca,Town of Seneca Falls 4 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 5 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 6 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 7 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 8 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Tyre 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Varick 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 1 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 2 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 3 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 5 LD 1,Attorney General,,Over Votes,,0,0,0,0
Seneca,Town of Covert 1 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Covert 2 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Fayette 1 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Fayette 2 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Fayette 3 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Junius 1 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Lodi 1 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Ovid 1 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Ovid 2 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 2 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 3 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 1 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 2 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 3 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 4 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 5 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 6 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 7 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 8 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Tyre 1 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Varick 1 LD 1,Attorney General,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 1 LD 1,Attorney General,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 2 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Waterloo 3 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,Attorney General,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 5 LD 1,Attorney General,,Write-ins,,0,0,0,0
Seneca,Town of Covert 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,284,14,30,240
Seneca,Town of Covert 2 LD 1,U.S. Senate,,Charles E. Schumer,DEM,218,5,19,194
Seneca,Town of Fayette 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,177,26,17,134
Seneca,Town of Fayette 2 LD 1,U.S. Senate,,Charles E. Schumer,DEM,191,25,18,148
Seneca,Town of Fayette 3 LD 1,U.S. Senate,,Charles E. Schumer,DEM,202,31,21,150
Seneca,Town of Junius 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,90,17,3,70
Seneca,Town of Lodi 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,253,20,19,214
Seneca,Town of Ovid 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,161,10,16,135
Seneca,Town of Ovid 2 LD 1,U.S. Senate,,Charles E. Schumer,DEM,144,11,21,112
Seneca,Town of Romulus 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,76,15,7,54
Seneca,Town of Romulus 2 LD 1,U.S. Senate,,Charles E. Schumer,DEM,139,22,9,108
Seneca,Town of Romulus 3 LD 1,U.S. Senate,,Charles E. Schumer,DEM,86,9,7,70
Seneca,Town of Seneca Falls 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,200,58,22,120
Seneca,Town of Seneca Falls 2 LD 1,U.S. Senate,,Charles E. Schumer,DEM,242,52,19,171
Seneca,Town of Seneca Falls 3 LD 1,U.S. Senate,,Charles E. Schumer,DEM,130,21,7,102
Seneca,Town of Seneca Falls 4 LD 1,U.S. Senate,,Charles E. Schumer,DEM,199,45,15,139
Seneca,Town of Seneca Falls 5 LD 1,U.S. Senate,,Charles E. Schumer,DEM,137,25,10,102
Seneca,Town of Seneca Falls 6 LD 1,U.S. Senate,,Charles E. Schumer,DEM,180,46,12,122
Seneca,Town of Seneca Falls 7 LD 1,U.S. Senate,,Charles E. Schumer,DEM,132,41,4,87
Seneca,Town of Seneca Falls 8 LD 1,U.S. Senate,,Charles E. Schumer,DEM,208,62,18,128
Seneca,Town of Tyre 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,99,11,8,80
Seneca,Town of Varick 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,229,35,25,169
Seneca,Town of Waterloo 1 LD 1,U.S. Senate,,Charles E. Schumer,DEM,183,47,11,125
Seneca,Town of Waterloo 2 LD 1,U.S. Senate,,Charles E. Schumer,DEM,151,41,18,92
Seneca,Town of Waterloo 3 LD 1,U.S. Senate,,Charles E. Schumer,DEM,132,27,19,86
Seneca,Town of Waterloo 4 LD 1,U.S. Senate,,Charles E. Schumer,DEM,192,18,13,161
Seneca,Town of Waterloo 5 LD 1,U.S. Senate,,Charles E. Schumer,DEM,127,25,19,83
Seneca,Town of Covert 1 LD 1,U.S. Senate,,Joe Pinion,REP,220,6,10,204
Seneca,Town of Covert 2 LD 1,U.S. Senate,,Joe Pinion,REP,181,7,2,172
Seneca,Town of Fayette 1 LD 1,U.S. Senate,,Joe Pinion,REP,192,9,9,174
Seneca,Town of Fayette 2 LD 1,U.S. Senate,,Joe Pinion,REP,262,18,5,239
Seneca,Town of Fayette 3 LD 1,U.S. Senate,,Joe Pinion,REP,295,28,12,255
Seneca,Town of Junius 1 LD 1,U.S. Senate,,Joe Pinion,REP,265,17,12,236
Seneca,Town of Lodi 1 LD 1,U.S. Senate,,Joe Pinion,REP,317,10,10,297
Seneca,Town of Ovid 1 LD 1,U.S. Senate,,Joe Pinion,REP,193,1,6,186
Seneca,Town of Ovid 2 LD 1,U.S. Senate,,Joe Pinion,REP,218,8,3,207
Seneca,Town of Romulus 1 LD 1,U.S. Senate,,Joe Pinion,REP,119,5,1,113
