county,precinct,office,district,party,candidate,election_day_votes,absentee
Herikimer,GERMAN FLATTS 7,State Assembly,118,REP,Robert J. Smullen,110,1
Herikimer,GERMAN FLATTS 8,State Assembly,118,REP,Robert J. Smullen,602,15
Herikimer,HERKIMER 1,State Assembly,118,REP,Robert J. Smullen,486,14
Herikimer,HERKIMER 2,State Assembly,118,REP,Robert J. Smullen,182,5
Herikimer,HERKIMER 3,State Assembly,118,REP,Robert J. Smullen,186,6
Herikimer,HERKIMER 5,State Assembly,118,REP,Robert J. Smullen,441,15
Herikimer,HERKIMER 4,State Assembly,118,REP,Robert J. Smullen,240,6
Herikimer,MANHEIM 1,State Assembly,118,REP,Robert J. Smullen,488,15
Herikimer,MANHEIM 2,State Assembly,118,REP,Robert J. Smullen,200,2
Herikimer,NEWPORT 1,State Assembly,118,REP,Robert J. Smullen,525,13
Herikimer,NEWPORT 2,State Assembly,118,REP,Robert J. Smullen,64,0
Herikimer,NORWAY 1,State Assembly,118,REP,Robert J. Smullen,233,6
Herikimer,OHIO 1,State Assembly,118,REP,Robert J. Smullen,314,8
Herikimer,RUSSIA 1,State Assembly,118,REP,Robert J. Smullen,417,16
Herikimer,RUSSIA 2,State Assembly,118,REP,Robert J. Smullen,172,11
Herikimer,SALISBURY 1,State Assembly,118,REP,Robert J. Smullen,365,13
Herikimer,SALISBURY 2,State Assembly,118,REP,Robert J. Smullen,115,2
Herikimer,SCHUYLER 1,State Assembly,118,REP,Robert J. Smullen,451,13
Herikimer,SCHUYLER 2,State Assembly,118,REP,Robert J. Smullen,336,5
Herikimer,STARK 1,State Assembly,118,REP,Robert J. Smullen,174,4
Herikimer,T LITTLE FALLS 1,State Assembly,118,REP,Robert J. Smullen,366,9
Herikimer,WARREN 1,State Assembly,118,REP,Robert J. Smullen,258,3
Herikimer,WEBB 1,State Assembly,118,REP,Robert J. Smullen,434,25
Herikimer,WEBB 2,State Assembly,118,REP,Robert J. Smullen,95,3
Herikimer,Early Voting,State Assembly,118,REP,Robert J. Smullen,617,0
Herikimer,Mail-in Ballots,State Assembly,118,REP,Robert J. Smullen,627,0
Herikimer,C LITTLE FALLS W1,State Assembly,118,CON,Robert J. Smullen,28,1
Herikimer,C LITTLE FALLS W2,State Assembly,118,CON,Robert J. Smullen,40,2
Herikimer,C LITTLE FALLS W3,State Assembly,118,CON,Robert J. Smullen,25,0
Herikimer,C LITTLE FALLS W4,State Assembly,118,CON,Robert J. Smullen,21,1
Herikimer,COLUMBIA 1 ,State Assembly,118,CON,Robert J. Smullen,57,0
Herikimer,COLUMBIA 2,State Assembly,118,CON,Robert J. Smullen,13,0
Herikimer,DANUBE 1,State Assembly,118,CON,Robert J. Smullen,35,0
Herikimer,FAIRFIELD 1,State Assembly,118,CON,Robert J. Smullen,37,1
Herikimer,FRANKFORT 1,State Assembly,118,CON,Robert J. Smullen,18,0
Herikimer,FRANKFORT2,State Assembly,118,CON,Robert J. Smullen,26,2
Herikimer,FRANKFORT 3,State Assembly,118,CON,Robert J. Smullen,86,0
Herikimer,FRANKFORT 4,State Assembly,118,CON,Robert J. Smullen,109,4
Herikimer,GERMAN FLATTS 1,State Assembly,118,CON,Robert J. Smullen,9,1
Herikimer,GERMAN FLATTS 2,State Assembly,118,CON,Robert J. Smullen,18,0
Herikimer,GERMAN FLATTS 3,State Assembly,118,CON,Robert J. Smullen,51,1
Herikimer,GERMAN FLATTS 4,State Assembly,118,CON,Robert J. Smullen,31,2
Herikimer,GERMAN FLATTS 5,State Assembly,118,CON,Robert J. Smullen,50,1
Herikimer,GERMAN FLATTS 6,State Assembly,118,CON,Robert J. Smullen,55,1
Herikimer,GERMAN FLATTS 7,State Assembly,118,CON,Robert J. Smullen,13,1
Herikimer,GERMAN FLATTS 8,State Assembly,118,CON,Robert J. Smullen,76,6
Herikimer,HERKIMER 1,State Assembly,118,CON,Robert J. Smullen,50,4
Herikimer,HERKIMER 2,State Assembly,118,CON,Robert J. Smullen,30,0
Herikimer,HERKIMER 3,State Assembly,118,CON,Robert J. Smullen,28,1
Herikimer,HERKIMER 5,State Assembly,118,CON,Robert J. Smullen,53,1
Herikimer,HERKIMER 4,State Assembly,118,CON,Robert J. Smullen,37,2
Herikimer,MANHEIM 1,State Assembly,118,CON,Robert J. Smullen,79,0
Herikimer,MANHEIM 2,State Assembly,118,CON,Robert J. Smullen,24,0
Herikimer,NEWPORT 1,State Assembly,118,CON,Robert J. Smullen,55,3
Herikimer,NEWPORT 2,State Assembly,118,CON,Robert J. Smullen,8,0
Herikimer,NORWAY 1,State Assembly,118,CON,Robert J. Smullen,21,0
Herikimer,OHIO 1,State Assembly,118,CON,Robert J. Smullen,18,2
Herikimer,RUSSIA 1,State Assembly,118,CON,Robert J. Smullen,82,0
Herikimer,RUSSIA 2,State Assembly,118,CON,Robert J. Smullen,28,2
Herikimer,SALISBURY 1,State Assembly,118,CON,Robert J. Smullen,33,2
Herikimer,SALISBURY 2,State Assembly,118,CON,Robert J. Smullen,19,0
Herikimer,SCHUYLER 1,State Assembly,118,CON,Robert J. Smullen,46,0
Herikimer,SCHUYLER 2,State Assembly,118,CON,Robert J. Smullen,33,2
Herikimer,STARK 1,State Assembly,118,CON,Robert J. Smullen,18,0
Herikimer,T LITTLE FALLS 1,State Assembly,118,CON,Robert J. Smullen,43,3
Herikimer,WARREN 1,State Assembly,118,CON,Robert J. Smullen,42,1
Herikimer,WEBB 1,State Assembly,118,CON,Robert J. Smullen,61,1
Herikimer,WEBB 2,State Assembly,118,CON,Robert J. Smullen,12,0
Herikimer,Early Voting,State Assembly,118,CON,Robert J. Smullen,114,0
Herikimer,Mail-in Ballots,State Assembly,118,CON,Robert J. Smullen,169,0
Herikimer,C LITTLE FALLS W1,State Assembly,118,,Write-In,0,
Herikimer,C LITTLE FALLS W2,State Assembly,118,,Write-In,0,
Herikimer,C LITTLE FALLS W3,State Assembly,118,,Write-In,0,
Herikimer,C LITTLE FALLS W4,State Assembly,118,,Write-In,0,
Herikimer,COLUMBIA 1 ,State Assembly,118,,Write-In,0,
Herikimer,COLUMBIA 2,State Assembly,118,,Write-In,0,
Herikimer,DANUBE 1,State Assembly,118,,Write-In,0,
Herikimer,FAIRFIELD 1,State Assembly,118,,Write-In,0,
Herikimer,FRANKFORT 1,State Assembly,118,,Write-In,0,
Herikimer,FRANKFORT2,State Assembly,118,,Write-In,0,
Herikimer,FRANKFORT 3,State Assembly,118,,Write-In,0,
Herikimer,FRANKFORT 4,State Assembly,118,,Write-In,0,
Herikimer,GERMAN FLATTS 1,State Assembly,118,,Write-In,0,
Herikimer,GERMAN FLATTS 2,State Assembly,118,,Write-In,0,
Herikimer,GERMAN FLATTS 3,State Assembly,118,,Write-In,0,
Herikimer,GERMAN FLATTS 4,State Assembly,118,,Write-In,0,
Herikimer,GERMAN FLATTS 5,State Assembly,118,,Write-In,0,
Herikimer,GERMAN FLATTS 6,State Assembly,118,,Write-In,0,
Herikimer,GERMAN FLATTS 7,State Assembly,118,,Write-In,0,
Herikimer,GERMAN FLATTS 8,State Assembly,118,,Write-In,0,
Herikimer,HERKIMER 1,State Assembly,118,,Write-In,0,
Herikimer,HERKIMER 2,State Assembly,118,,Write-In,0,
Herikimer,HERKIMER 3,State Assembly,118,,Write-In,0,
Herikimer,HERKIMER 5,State Assembly,118,,Write-In,0,
Herikimer,HERKIMER 4,State Assembly,118,,Write-In,0,
Herikimer,MANHEIM 1,State Assembly,118,,Write-In,0,
Herikimer,MANHEIM 2,State Assembly,118,,Write-In,0,
Herikimer,NEWPORT 1,State Assembly,118,,Write-In,0,
Herikimer,NEWPORT 2,State Assembly,118,,Write-In,0,
Herikimer,NORWAY 1,State Assembly,118,,Write-In,0,
Herikimer,OHIO 1,State Assembly,118,,Write-In,0,
Herikimer,RUSSIA 1,State Assembly,118,,Write-In,0,
Herikimer,RUSSIA 2,State Assembly,118,,Write-In,0,
Herikimer,SALISBURY 1,State Assembly,118,,Write-In,0,
Herikimer,SALISBURY 2,State Assembly,118,,Write-In,0,
Herikimer,SCHUYLER 1,State Assembly,118,,Write-In,0,
Herikimer,SCHUYLER 2,State Assembly,118,,Write-In,0,
Herikimer,STARK 1,State Assembly,118,,Write-In,0,
Herikimer,T LITTLE FALLS 1,State Assembly,118,,Write-In,0,
Herikimer,WARREN 1,State Assembly,118,,Write-In,2,
Herikimer,WEBB 1,State Assembly,118,,Write-In,1,
Herikimer,WEBB 2,State Assembly,118,,Write-In,0,
Herikimer,Early Voting,State Assembly,118,,Write-In,8,
Herikimer,Mail-in Ballots,State Assembly,118,,Write-In,0,
Herikimer,C LITTLE FALLS W1,State Assembly,118,,Void,0,
Herikimer,C LITTLE FALLS W2,State Assembly,118,,Void,0,
Herikimer,C LITTLE FALLS W3,State Assembly,118,,Void,0,
Herikimer,C LITTLE FALLS W4,State Assembly,118,,Void,0,
Herikimer,COLUMBIA 1 ,State Assembly,118,,Void,0,
Herikimer,COLUMBIA 2,State Assembly,118,,Void,0,
Herikimer,DANUBE 1,State Assembly,118,,Void,0,
Herikimer,FAIRFIELD 1,State Assembly,118,,Void,0,
Herikimer,FRANKFORT 1,State Assembly,118,,Void,0,
Herikimer,FRANKFORT2,State Assembly,118,,Void,0,
Herikimer,FRANKFORT 3,State Assembly,118,,Void,0,
Herikimer,FRANKFORT 4,State Assembly,118,,Void,0,
Herikimer,GERMAN FLATTS 1,State Assembly,118,,Void,0,
Herikimer,GERMAN FLATTS 2,State Assembly,118,,Void,0,
Herikimer,GERMAN FLATTS 3,State Assembly,118,,Void,0,
Herikimer,GERMAN FLATTS 4,State Assembly,118,,Void,0,
Herikimer,GERMAN FLATTS 5,State Assembly,118,,Void,0,
Herikimer,GERMAN FLATTS 6,State Assembly,118,,Void,0,
Herikimer,GERMAN FLATTS 7,State Assembly,118,,Void,0,
Herikimer,GERMAN FLATTS 8,State Assembly,118,,Void,0,
Herikimer,HERKIMER 1,State Assembly,118,,Void,0,
Herikimer,HERKIMER 2,State Assembly,118,,Void,0,
Herikimer,HERKIMER 3,State Assembly,118,,Void,0,
Herikimer,HERKIMER 5,State Assembly,118,,Void,0,
Herikimer,HERKIMER 4,State Assembly,118,,Void,0,
Herikimer,MANHEIM 1,State Assembly,118,,Void,0,
Herikimer,MANHEIM 2,State Assembly,118,,Void,0,
Herikimer,NEWPORT 1,State Assembly,118,,Void,0,
Herikimer,NEWPORT 2,State Assembly,118,,Void,0,
Herikimer,NORWAY 1,State Assembly,118,,Void,0,
Herikimer,OHIO 1,State Assembly,118,,Void,0,
Herikimer,RUSSIA 1,State Assembly,118,,Void,0,
Herikimer,RUSSIA 2,State Assembly,118,,Void,0,
Herikimer,SALISBURY 1,State Assembly,118,,Void,0,
Herikimer,SALISBURY 2,State Assembly,118,,Void,0,
Herikimer,SCHUYLER 1,State Assembly,118,,Void,0,
Herikimer,SCHUYLER 2,State Assembly,118,,Void,0,
Herikimer,STARK 1,State Assembly,118,,Void,0,
Herikimer,T LITTLE FALLS 1,State Assembly,118,,Void,0,
Herikimer,WARREN 1,State Assembly,118,,Void,0,
Herikimer,WEBB 1,State Assembly,118,,Void,0,
Herikimer,WEBB 2,State Assembly,118,,Void,0,
Herikimer,Early Voting,State Assembly,118,,Void,0,
Herikimer,Mail-in Ballots,State Assembly,118,,Void,0,
Herikimer,C LITTLE FALLS W1,State Assembly,118,,Blank,95,
Herikimer,C LITTLE FALLS W2,State Assembly,118,,Blank,125,
Herikimer,C LITTLE FALLS W3,State Assembly,118,,Blank,78,
Herikimer,C LITTLE FALLS W4,State Assembly,118,,Blank,73,
Herikimer,COLUMBIA 1 ,State Assembly,118,,Blank,47,
Herikimer,COLUMBIA 2,State Assembly,118,,Blank,26,
Herikimer,DANUBE 1,State Assembly,118,,Blank,49,
Herikimer,FAIRFIELD 1,State Assembly,118,,Blank,101,
Herikimer,FRANKFORT 1,State Assembly,118,,Blank,61,
Herikimer,FRANKFORT2,State Assembly,118,,Blank,76,
Herikimer,FRANKFORT 3,State Assembly,118,,Blank,195,
Herikimer,FRANKFORT 4,State Assembly,118,,Blank,199,
Herikimer,GERMAN FLATTS 1,State Assembly,118,,Blank,27,
Herikimer,GERMAN FLATTS 2,State Assembly,118,,Blank,59,
Herikimer,GERMAN FLATTS 3,State Assembly,118,,Blank,159,
Herikimer,GERMAN FLATTS 4,State Assembly,118,,Blank,45,
Herikimer,GERMAN FLATTS 5,State Assembly,118,,Blank,127,
Herikimer,GERMAN FLATTS 6,State Assembly,118,,Blank,111,
Herikimer,GERMAN FLATTS 7,State Assembly,118,,Blank,31,
Herikimer,GERMAN FLATTS 8,State Assembly,118,,Blank,207,
Herikimer,HERKIMER 1,State Assembly,118,,Blank,142,
Herikimer,HERKIMER 2,State Assembly,118,,Blank,92,
Herikimer,HERKIMER 3,State Assembly,118,,Blank,124,
Herikimer,HERKIMER 5,State Assembly,118,,Blank,205,
Herikimer,HERKIMER 4,State Assembly,118,,Blank,100,
Herikimer,MANHEIM 1,State Assembly,118,,Blank,148,
Herikimer,MANHEIM 2,State Assembly,118,,Blank,57,
Herikimer,NEWPORT 1,State Assembly,118,,Blank,113,
Herikimer,NEWPORT 2,State Assembly,118,,Blank,15,
Herikimer,NORWAY 1,State Assembly,118,,Blank,55,
Herikimer,OHIO 1,State Assembly,118,,Blank,77,
Herikimer,RUSSIA 1,State Assembly,118,,Blank,134,
Herikimer,RUSSIA 2,State Assembly,118,,Blank,43,
Herikimer,SALISBURY 1,State Assembly,118,,Blank,55,
Herikimer,SALISBURY 2,State Assembly,118,,Blank,25,
Herikimer,SCHUYLER 1,State Assembly,118,,Blank,180,
Herikimer,SCHUYLER 2,State Assembly,118,,Blank,95,
Herikimer,STARK 1,State Assembly,118,,Blank,66,
Herikimer,T LITTLE FALLS 1,State Assembly,118,,Blank,148,
Herikimer,WARREN 1,State Assembly,118,,Blank,54,
Herikimer,WEBB 1,State Assembly,118,,Blank,220,
Herikimer,WEBB 2,State Assembly,118,,Blank,33,
Herikimer,Early Voting,State Assembly,118,,Blank,441,
Herikimer,Mail-in Ballots,State Assembly,118,,Blank,453,
Herikimer,Litchfield 1,State Assembly,122,DEM,Dan Butterman,72,0
Herikimer,WINFIELD 1,State Assembly,122,DEM,Dan Butterman,95,2
Herikimer,Early Voting,State Assembly,122,DEM,Dan Butterman,15,0
Herikimer,Mail-in Ballots,State Assembly,122,DEM,Dan Butterman,27,0
Herikimer,Litchfield 1,State Assembly,122,REP,Brian D. Miller,419,5
Herikimer,WINFIELD 1,State Assembly,122,REP,Brian D. Miller,526,17
Herikimer,Early Voting,State Assembly,122,REP,Brian D. Miller,11,0
Herikimer,Mail-in Ballots,State Assembly,122,REP,Brian D. Miller,43,0
Herikimer,Litchfield 1,State Assembly,122,CON,Brian D. Miller,61,0
Herikimer,WINFIELD 1,State Assembly,122,CON,Brian D. Miller,64,0
Herikimer,Early Voting,State Assembly,122,CON,Brian D. Miller,1,0
Herikimer,Mail-in Ballots,State Assembly,122,CON,Brian D. Miller,5,0
Herikimer,Litchfield 1,State Assembly,122,WOR,Colton Menning,6,0
Herikimer,WINFIELD 1,State Assembly,122,WOR,Colton Menning,5,0
Herikimer,Early Voting,State Assembly,122,WOR,Colton Menning,2,0
Herikimer,Mail-in Ballots,State Assembly,122,WOR,Colton Menning,0,0
Herikimer,Litchfield 1,State Assembly,122,,Write-In,0,
Herikimer,WINFIELD 1,State Assembly,122,,Write-In,0,
Herikimer,Early Voting,State Assembly,122,,Write-In,0,
Herikimer,Mail-in Ballots,State Assembly,122,,Write-In,0,
Herikimer,Litchfield 1,State Assembly,122,,Blank,0,
Herikimer,WINFIELD 1,State Assembly,122,,Blank,13,
Herikimer,Early Voting,State Assembly,122,,Blank,1,
Herikimer,Mail-in Ballots,State Assembly,122,,Blank,0,
Herikimer,Litchfield 1,State Assembly,122,,Void,0,
Herikimer,WINFIELD 1,State Assembly,122,,Void,0,
Herikimer,Early Voting,State Assembly,122,,Void,0,
Herikimer,Mail-in Ballots,State Assembly,122,,Void,0,
