county,precinct,office,district,party,candidate,election_day_votes,absentee
Herikimer,GERMAN FLATTS 4,Comptroller,,WOR,Thomas P. DiNapoli,13,1
Herikimer,GERMAN FLATTS 5,Comptroller,,WOR,Thomas P. DiNapoli,20,1
Herikimer,GERMAN FLATTS 6,Comptroller,,WOR,Thomas P. DiNapoli,14,0
Herikimer,GERMAN FLATTS 7,Comptroller,,WOR,Thomas P. DiNapoli,4,0
Herikimer,GERMAN FLATTS 8,Comptroller,,WOR,Thomas P. DiNapoli,33,0
Herikimer,HERKIMER 1,Comptroller,,WOR,Thomas P. DiNapoli,21,0
Herikimer,HERKIMER 2,Comptroller,,WOR,Thomas P. DiNapoli,9,0
Herikimer,HERKIMER 3,Comptroller,,WOR,Thomas P. DiNapoli,12,0
Herikimer,HERKIMER 5,Comptroller,,WOR,Thomas P. DiNapoli,27,1
Herikimer,HERKIMER 4,Comptroller,,WOR,Thomas P. DiNapoli,14,0
Herikimer,LITCHFIELD 1,Comptroller,,WOR,Thomas P. DiNapoli,19,0
Herikimer,MANHEIM 1,Comptroller,,WOR,Thomas P. DiNapoli,12,1
Herikimer,MANHEIM 2,Comptroller,,WOR,Thomas P. DiNapoli,9,0
Herikimer,NEWPORT 1,Comptroller,,WOR,Thomas P. DiNapoli,21,2
Herikimer,NEWPORT 2,Comptroller,,WOR,Thomas P. DiNapoli,1,0
Herikimer,NORWAY 1,Comptroller,,WOR,Thomas P. DiNapoli,8,0
Herikimer,OHIO 1,Comptroller,,WOR,Thomas P. DiNapoli,3,0
Herikimer,RUSSIA 1,Comptroller,,WOR,Thomas P. DiNapoli,23,0
Herikimer,RUSSIA 2,Comptroller,,WOR,Thomas P. DiNapoli,4,1
Herikimer,SALISBURY 1,Comptroller,,WOR,Thomas P. DiNapoli,13,3
Herikimer,SALISBURY 2,Comptroller,,WOR,Thomas P. DiNapoli,4,0
Herikimer,SCHUYLER 1,Comptroller,,WOR,Thomas P. DiNapoli,12,0
Herikimer,SCHUYLER 2,Comptroller,,WOR,Thomas P. DiNapoli,24,1
Herikimer,STARK 1,Comptroller,,WOR,Thomas P. DiNapoli,8,1
Herikimer,T LITTLE FALLS 1,Comptroller,,WOR,Thomas P. DiNapoli,17,0
Herikimer,WARREN 1,Comptroller,,WOR,Thomas P. DiNapoli,13,0
Herikimer,WEBB 1,Comptroller,,WOR,Thomas P. DiNapoli,30,0
Herikimer,WEBB 2,Comptroller,,WOR,Thomas P. DiNapoli,2,0
Herikimer,WINFIELD 1,Comptroller,,WOR,Thomas P. DiNapoli,18,1
Herikimer,Early Voting,Comptroller,,WOR,Thomas P. DiNapoli,45,0
Herikimer,Mail-in Ballots,Comptroller,,WOR,Thomas P. DiNapoli,67,0
Herikimer,C LITTLE FALLS W1,Comptroller,,REP,Paul Rodriguez,163,4
Herikimer,C LITTLE FALLS W2,Comptroller,,REP,Paul Rodriguez,154,4
Herikimer,C LITTLE FALLS W3,Comptroller,,REP,Paul Rodriguez,111,4
Herikimer,C LITTLE FALLS W4,Comptroller,,REP,Paul Rodriguez,78,3
Herikimer,COLUMBIA 1 ,Comptroller,,REP,Paul Rodriguez,355,7
Herikimer,COLUMBIA 2,Comptroller,,REP,Paul Rodriguez,107,0
Herikimer,DANUBE 1,Comptroller,,REP,Paul Rodriguez,232,3
Herikimer,FAIRFIELD 1,Comptroller,,REP,Paul Rodriguez,382,8
Herikimer,FRANKFORT 1,Comptroller,,REP,Paul Rodriguez,164,5
Herikimer,FRANKFORT2,Comptroller,,REP,Paul Rodriguez,176,7
Herikimer,FRANKFORT 3,Comptroller,,REP,Paul Rodriguez,561,7
Herikimer,FRANKFORT 4,Comptroller,,REP,Paul Rodriguez,636,9
Herikimer,GERMAN FLATTS 1,Comptroller,,REP,Paul Rodriguez,104,9
Herikimer,GERMAN FLATTS 2,Comptroller,,REP,Paul Rodriguez,161,6
Herikimer,GERMAN FLATTS 3,Comptroller,,REP,Paul Rodriguez,496,2
Herikimer,GERMAN FLATTS 4,Comptroller,,REP,Paul Rodriguez,140,10
Herikimer,GERMAN FLATTS 5,Comptroller,,REP,Paul Rodriguez,311,7
Herikimer,GERMAN FLATTS 6,Comptroller,,REP,Paul Rodriguez,233,3
Herikimer,GERMAN FLATTS 7,Comptroller,,REP,Paul Rodriguez,94,1
Herikimer,GERMAN FLATTS 8,Comptroller,,REP,Paul Rodriguez,516,11
Herikimer,HERKIMER 1,Comptroller,,REP,Paul Rodriguez,416,14
Herikimer,HERKIMER 2,Comptroller,,REP,Paul Rodriguez,154,4
Herikimer,HERKIMER 3,Comptroller,,REP,Paul Rodriguez,170,4
Herikimer,HERKIMER 5,Comptroller,,REP,Paul Rodriguez,376,12
Herikimer,HERKIMER 4,Comptroller,,REP,Paul Rodriguez,212,6
Herikimer,LITCHFIELD 1,Comptroller,,REP,Paul Rodriguez,375,6
Herikimer,MANHEIM 1,Comptroller,,REP,Paul Rodriguez,447,12
Herikimer,MANHEIM 2,Comptroller,,REP,Paul Rodriguez,170,0
Herikimer,NEWPORT 1,Comptroller,,REP,Paul Rodriguez,451,8
Herikimer,NEWPORT 2,Comptroller,,REP,Paul Rodriguez,57,0
Herikimer,NORWAY 1,Comptroller,,REP,Paul Rodriguez,219,6
Herikimer,OHIO 1,Comptroller,,REP,Paul Rodriguez,297,7
Herikimer,RUSSIA 1,Comptroller,,REP,Paul Rodriguez,383,18
Herikimer,RUSSIA 2,Comptroller,,REP,Paul Rodriguez,168,9
Herikimer,SALISBURY 1,Comptroller,,REP,Paul Rodriguez,345,11
Herikimer,SALISBURY 2,Comptroller,,REP,Paul Rodriguez,103,2
Herikimer,SCHUYLER 1,Comptroller,,REP,Paul Rodriguez,406,9
Herikimer,SCHUYLER 2,Comptroller,,REP,Paul Rodriguez,290,5
Herikimer,STARK 1,Comptroller,,REP,Paul Rodriguez,153,4
Herikimer,T LITTLE FALLS 1,Comptroller,,REP,Paul Rodriguez,349,9
Herikimer,WARREN 1,Comptroller,,REP,Paul Rodriguez,238,3
Herikimer,WEBB 1,Comptroller,,REP,Paul Rodriguez,360,22
Herikimer,WEBB 2,Comptroller,,REP,Paul Rodriguez,89,2
Herikimer,WINFIELD 1,Comptroller,,REP,Paul Rodriguez,435,16
Herikimer,Early Voting,Comptroller,,REP,Paul Rodriguez,466,0
Herikimer,Mail-in Ballots,Comptroller,,REP,Paul Rodriguez,499,0
Herikimer,C LITTLE FALLS W1,Comptroller,,CON,Paul Rodriguez,16,3
Herikimer,C LITTLE FALLS W2,Comptroller,,CON,Paul Rodriguez,24,0
Herikimer,C LITTLE FALLS W3,Comptroller,,CON,Paul Rodriguez,10,0
Herikimer,C LITTLE FALLS W4,Comptroller,,CON,Paul Rodriguez,12,1
Herikimer,COLUMBIA 1 ,Comptroller,,CON,Paul Rodriguez,49,0
Herikimer,COLUMBIA 2,Comptroller,,CON,Paul Rodriguez,12,0
Herikimer,DANUBE 1,Comptroller,,CON,Paul Rodriguez,26,0
Herikimer,FAIRFIELD 1,Comptroller,,CON,Paul Rodriguez,38,1
Herikimer,FRANKFORT 1,Comptroller,,CON,Paul Rodriguez,13,0
Herikimer,FRANKFORT2,Comptroller,,CON,Paul Rodriguez,15,0
Herikimer,FRANKFORT 3,Comptroller,,CON,Paul Rodriguez,59,0
Herikimer,FRANKFORT 4,Comptroller,,CON,Paul Rodriguez,79,3
Herikimer,GERMAN FLATTS 1,Comptroller,,CON,Paul Rodriguez,11,1
Herikimer,GERMAN FLATTS 2,Comptroller,,CON,Paul Rodriguez,9,0
Herikimer,GERMAN FLATTS 3,Comptroller,,CON,Paul Rodriguez,30,0
Herikimer,GERMAN FLATTS 4,Comptroller,,CON,Paul Rodriguez,14,2
Herikimer,GERMAN FLATTS 5,Comptroller,,CON,Paul Rodriguez,26,0
Herikimer,GERMAN FLATTS 6,Comptroller,,CON,Paul Rodriguez,27,0
Herikimer,GERMAN FLATTS 7,Comptroller,,CON,Paul Rodriguez,14,0
Herikimer,GERMAN FLATTS 8,Comptroller,,CON,Paul Rodriguez,41,0
Herikimer,HERKIMER 1,Comptroller,,CON,Paul Rodriguez,36,0
Herikimer,HERKIMER 2,Comptroller,,CON,Paul Rodriguez,20,0
Herikimer,HERKIMER 3,Comptroller,,CON,Paul Rodriguez,17,1
Herikimer,HERKIMER 5,Comptroller,,CON,Paul Rodriguez,32,1
Herikimer,HERKIMER 4,Comptroller,,CON,Paul Rodriguez,23,1
Herikimer,LITCHFIELD 1,Comptroller,,CON,Paul Rodriguez,53,0
Herikimer,MANHEIM 1,Comptroller,,CON,Paul Rodriguez,73,0
Herikimer,MANHEIM 2,Comptroller,,CON,Paul Rodriguez,18,0
Herikimer,NEWPORT 1,Comptroller,,CON,Paul Rodriguez,35,2
Herikimer,NEWPORT 2,Comptroller,,CON,Paul Rodriguez,6,0
Herikimer,NORWAY 1,Comptroller,,CON,Paul Rodriguez,12,0
Herikimer,OHIO 1,Comptroller,,CON,Paul Rodriguez,16,2
Herikimer,RUSSIA 1,Comptroller,,CON,Paul Rodriguez,59,1
Herikimer,RUSSIA 2,Comptroller,,CON,Paul Rodriguez,20,2
Herikimer,SALISBURY 1,Comptroller,,CON,Paul Rodriguez,29,1
Herikimer,SALISBURY 2,Comptroller,,CON,Paul Rodriguez,10,0
Herikimer,SCHUYLER 1,Comptroller,,CON,Paul Rodriguez,30,0
Herikimer,SCHUYLER 2,Comptroller,,CON,Paul Rodriguez,25,1
Herikimer,STARK 1,Comptroller,,CON,Paul Rodriguez,12,0
Herikimer,T LITTLE FALLS 1,Comptroller,,CON,Paul Rodriguez,36,3
Herikimer,WARREN 1,Comptroller,,CON,Paul Rodriguez,32,2
Herikimer,WEBB 1,Comptroller,,CON,Paul Rodriguez,25,1
Herikimer,WEBB 2,Comptroller,,CON,Paul Rodriguez,6,0
Herikimer,WINFIELD 1,Comptroller,,CON,Paul Rodriguez,58,0
Herikimer,Early Voting,Comptroller,,CON,Paul Rodriguez,59,0
Herikimer,Mail-in Ballots,Comptroller,,CON,Paul Rodriguez,74,0
Herikimer,C LITTLE FALLS W1,Comptroller,,,Write-In,0,
Herikimer,C LITTLE FALLS W2,Comptroller,,,Write-In,1,
Herikimer,C LITTLE FALLS W3,Comptroller,,,Write-In,0,
Herikimer,C LITTLE FALLS W4,Comptroller,,,Write-In,0,
Herikimer,COLUMBIA 1 ,Comptroller,,,Write-In,0,
Herikimer,COLUMBIA 2,Comptroller,,,Write-In,0,
Herikimer,DANUBE 1,Comptroller,,,Write-In,0,
Herikimer,FAIRFIELD 1,Comptroller,,,Write-In,0,
Herikimer,FRANKFORT 1,Comptroller,,,Write-In,0,
Herikimer,FRANKFORT2,Comptroller,,,Write-In,0,
Herikimer,FRANKFORT 3,Comptroller,,,Write-In,2,
Herikimer,FRANKFORT 4,Comptroller,,,Write-In,0,
Herikimer,GERMAN FLATTS 1,Comptroller,,,Write-In,0,
Herikimer,GERMAN FLATTS 2,Comptroller,,,Write-In,0,
Herikimer,GERMAN FLATTS 3,Comptroller,,,Write-In,0,
Herikimer,GERMAN FLATTS 4,Comptroller,,,Write-In,0,
Herikimer,GERMAN FLATTS 5,Comptroller,,,Write-In,0,
Herikimer,GERMAN FLATTS 6,Comptroller,,,Write-In,0,
Herikimer,GERMAN FLATTS 7,Comptroller,,,Write-In,0,
Herikimer,GERMAN FLATTS 8,Comptroller,,,Write-In,0,
Herikimer,HERKIMER 1,Comptroller,,,Write-In,1,
Herikimer,HERKIMER 2,Comptroller,,,Write-In,0,
Herikimer,HERKIMER 3,Comptroller,,,Write-In,0,
Herikimer,HERKIMER 5,Comptroller,,,Write-In,0,
Herikimer,HERKIMER 4,Comptroller,,,Write-In,0,
Herikimer,LITCHFIELD 1,Comptroller,,,Write-In,0,
Herikimer,MANHEIM 1,Comptroller,,,Write-In,0,
Herikimer,MANHEIM 2,Comptroller,,,Write-In,0,
Herikimer,NEWPORT 1,Comptroller,,,Write-In,0,
Herikimer,NEWPORT 2,Comptroller,,,Write-In,0,
Herikimer,NORWAY 1,Comptroller,,,Write-In,0,
Herikimer,OHIO 1,Comptroller,,,Write-In,0,
Herikimer,RUSSIA 1,Comptroller,,,Write-In,0,
Herikimer,RUSSIA 2,Comptroller,,,Write-In,0,
Herikimer,SALISBURY 1,Comptroller,,,Write-In,1,
Herikimer,SALISBURY 2,Comptroller,,,Write-In,0,
Herikimer,SCHUYLER 1,Comptroller,,,Write-In,0,
Herikimer,SCHUYLER 2,Comptroller,,,Write-In,0,
Herikimer,STARK 1,Comptroller,,,Write-In,0,
Herikimer,T LITTLE FALLS 1,Comptroller,,,Write-In,0,
Herikimer,WARREN 1,Comptroller,,,Write-In,0,
Herikimer,WEBB 1,Comptroller,,,Write-In,0,
Herikimer,WEBB 2,Comptroller,,,Write-In,0,
Herikimer,WINFIELD 1,Comptroller,,,Write-In,0,
Herikimer,Early Voting,Comptroller,,,Write-In,0,
Herikimer,Mail-in Ballots,Comptroller,,,Write-In,0,
Herikimer,C LITTLE FALLS W1,Comptroller,,,Void,0,
Herikimer,C LITTLE FALLS W2,Comptroller,,,Void,0,
Herikimer,C LITTLE FALLS W3,Comptroller,,,Void,0,
Herikimer,C LITTLE FALLS W4,Comptroller,,,Void,0,
Herikimer,COLUMBIA 1 ,Comptroller,,,Void,0,
Herikimer,COLUMBIA 2,Comptroller,,,Void,0,
Herikimer,DANUBE 1,Comptroller,,,Void,0,
Herikimer,FAIRFIELD 1,Comptroller,,,Void,0,
Herikimer,FRANKFORT 1,Comptroller,,,Void,0,
Herikimer,FRANKFORT2,Comptroller,,,Void,0,
Herikimer,FRANKFORT 3,Comptroller,,,Void,0,
Herikimer,FRANKFORT 4,Comptroller,,,Void,0,
Herikimer,GERMAN FLATTS 1,Comptroller,,,Void,0,
Herikimer,GERMAN FLATTS 2,Comptroller,,,Void,0,
Herikimer,GERMAN FLATTS 3,Comptroller,,,Void,0,
Herikimer,GERMAN FLATTS 4,Comptroller,,,Void,0,
Herikimer,GERMAN FLATTS 5,Comptroller,,,Void,0,
Herikimer,GERMAN FLATTS 6,Comptroller,,,Void,0,
Herikimer,GERMAN FLATTS 7,Comptroller,,,Void,0,
Herikimer,GERMAN FLATTS 8,Comptroller,,,Void,0,
Herikimer,HERKIMER 1,Comptroller,,,Void,0,
Herikimer,HERKIMER 2,Comptroller,,,Void,0,
Herikimer,HERKIMER 3,Comptroller,,,Void,0,
Herikimer,HERKIMER 5,Comptroller,,,Void,0,
Herikimer,HERKIMER 4,Comptroller,,,Void,0,
Herikimer,LITCHFIELD 1,Comptroller,,,Void,0,
Herikimer,MANHEIM 1,Comptroller,,,Void,0,
Herikimer,MANHEIM 2,Comptroller,,,Void,0,
Herikimer,NEWPORT 1,Comptroller,,,Void,0,
Herikimer,NEWPORT 2,Comptroller,,,Void,0,
Herikimer,NORWAY 1,Comptroller,,,Void,0,
Herikimer,OHIO 1,Comptroller,,,Void,0,
Herikimer,RUSSIA 1,Comptroller,,,Void,0,
Herikimer,RUSSIA 2,Comptroller,,,Void,0,
Herikimer,SALISBURY 1,Comptroller,,,Void,0,
Herikimer,SALISBURY 2,Comptroller,,,Void,0,
Herikimer,SCHUYLER 1,Comptroller,,,Void,0,
Herikimer,SCHUYLER 2,Comptroller,,,Void,0,
Herikimer,STARK 1,Comptroller,,,Void,0,
Herikimer,T LITTLE FALLS 1,Comptroller,,,Void,0,
Herikimer,WARREN 1,Comptroller,,,Void,0,
Herikimer,WEBB 1,Comptroller,,,Void,0,
Herikimer,WEBB 2,Comptroller,,,Void,0,
Herikimer,WINFIELD 1,Comptroller,,,Void,0,
Herikimer,Early Voting,Comptroller,,,Void,0,
Herikimer,Mail-in Ballots,Comptroller,,,Void,0,
Herikimer,C LITTLE FALLS W1,Comptroller,,,Blank,11,
Herikimer,C LITTLE FALLS W2,Comptroller,,,Blank,22,
Herikimer,C LITTLE FALLS W3,Comptroller,,,Blank,8,
Herikimer,C LITTLE FALLS W4,Comptroller,,,Blank,9,
Herikimer,COLUMBIA 1 ,Comptroller,,,Blank,9,
Herikimer,COLUMBIA 2,Comptroller,,,Blank,8,
Herikimer,DANUBE 1,Comptroller,,,Blank,10,
Herikimer,FAIRFIELD 1,Comptroller,,,Blank,20,
Herikimer,FRANKFORT 1,Comptroller,,,Blank,14,
Herikimer,FRANKFORT2,Comptroller,,,Blank,17,
Herikimer,FRANKFORT 3,Comptroller,,,Blank,25,
Herikimer,FRANKFORT 4,Comptroller,,,Blank,26,
Herikimer,GERMAN FLATTS 1,Comptroller,,,Blank,2,
Herikimer,GERMAN FLATTS 2,Comptroller,,,Blank,10,
Herikimer,GERMAN FLATTS 3,Comptroller,,,Blank,23,
Herikimer,GERMAN FLATTS 4,Comptroller,,,Blank,9,
Herikimer,GERMAN FLATTS 5,Comptroller,,,Blank,23,
Herikimer,GERMAN FLATTS 6,Comptroller,,,Blank,7,
Herikimer,GERMAN FLATTS 7,Comptroller,,,Blank,8,
Herikimer,GERMAN FLATTS 8,Comptroller,,,Blank,4,
Herikimer,HERKIMER 1,Comptroller,,,Blank,23,
Herikimer,HERKIMER 2,Comptroller,,,Blank,7,
Herikimer,HERKIMER 3,Comptroller,,,Blank,10,
Herikimer,HERKIMER 5,Comptroller,,,Blank,41,
Herikimer,HERKIMER 4,Comptroller,,,Blank,15,
Herikimer,LITCHFIELD 1,Comptroller,,,Blank,23,
Herikimer,MANHEIM 1,Comptroller,,,Blank,26,
Herikimer,MANHEIM 2,Comptroller,,,Blank,16,
Herikimer,NEWPORT 1,Comptroller,,,Blank,18,
Herikimer,NEWPORT 2,Comptroller,,,Blank,1,
Herikimer,NORWAY 1,Comptroller,,,Blank,15,
Herikimer,OHIO 1,Comptroller,,,Blank,18,
Herikimer,RUSSIA 1,Comptroller,,,Blank,22,
Herikimer,RUSSIA 2,Comptroller,,,Blank,6,
Herikimer,SALISBURY 1,Comptroller,,,Blank,15,
Herikimer,SALISBURY 2,Comptroller,,,Blank,6,
Herikimer,SCHUYLER 1,Comptroller,,,Blank,14,
Herikimer,SCHUYLER 2,Comptroller,,,Blank,19,
Herikimer,STARK 1,Comptroller,,,Blank,6,
Herikimer,T LITTLE FALLS 1,Comptroller,,,Blank,45,
Herikimer,WARREN 1,Comptroller,,,Blank,10,
Herikimer,WEBB 1,Comptroller,,,Blank,28,
Herikimer,WEBB 2,Comptroller,,,Blank,6,
Herikimer,WINFIELD 1,Comptroller,,,Blank,21,
Herikimer,Early Voting,Comptroller,,,Blank,28,
Herikimer,Mail-in Ballots,Comptroller,,,Blank,0,
Herikimer,C LITTLE FALLS W1,Attorney General,,DEM,Letitia A. James,112,9
Herikimer,C LITTLE FALLS W2,Attorney General,,DEM,Letitia A. James,129,6
Herikimer,C LITTLE FALLS W3,Attorney General,,DEM,Letitia A. James,100,4
Herikimer,C LITTLE FALLS W4,Attorney General,,DEM,Letitia A. James,71,4
Herikimer,COLUMBIA 1 ,Attorney General,,DEM,Letitia A. James,55,4
Herikimer,COLUMBIA 2,Attorney General,,DEM,Letitia A. James,19,0
Herikimer,DANUBE 1,Attorney General,,DEM,Letitia A. James,47,2
Herikimer,FAIRFIELD 1,Attorney General,,DEM,Letitia A. James,70,4
Herikimer,FRANKFORT 1,Attorney General,,DEM,Letitia A. James,44,6
Herikimer,FRANKFORT2,Attorney General,,DEM,Letitia A. James,72,3
Herikimer,FRANKFORT 3,Attorney General,,DEM,Letitia A. James,216,7
Herikimer,FRANKFORT 4,Attorney General,,DEM,Letitia A. James,194,7
Herikimer,GERMAN FLATTS 1,Attorney General,,DEM,Letitia A. James,30,6
Herikimer,GERMAN FLATTS 2,Attorney General,,DEM,Letitia A. James,60,2
Herikimer,GERMAN FLATTS 3,Attorney General,,DEM,Letitia A. James,174,3
Herikimer,GERMAN FLATTS 4,Attorney General,,DEM,Letitia A. James,62,7
Herikimer,GERMAN FLATTS 5,Attorney General,,DEM,Letitia A. James,155,3
Herikimer,GERMAN FLATTS 6,Attorney General,,DEM,Letitia A. James,139,5
Herikimer,GERMAN FLATTS 7,Attorney General,,DEM,Letitia A. James,26,2
Herikimer,GERMAN FLATTS 8,Attorney General,,DEM,Letitia A. James,226,7
Herikimer,HERKIMER 1,Attorney General,,DEM,Letitia A. James,144,3
Herikimer,HERKIMER 2,Attorney General,,DEM,Letitia A. James,100,4
Herikimer,HERKIMER 3,Attorney General,,DEM,Letitia A. James,118,2
Herikimer,HERKIMER 5,Attorney General,,DEM,Letitia A. James,179,4
Herikimer,HERKIMER 4,Attorney General,,DEM,Letitia A. James,105,1
Herikimer,LITCHFIELD 1,Attorney General,,DEM,Letitia A. James,98,1
Herikimer,MANHEIM 1,Attorney General,,DEM,Letitia A. James,130,2
Herikimer,MANHEIM 2,Attorney General,,DEM,Letitia A. James,71,5
Herikimer,NEWPORT 1,Attorney General,,DEM,Letitia A. James,146,3
Herikimer,NEWPORT 2,Attorney General,,DEM,Letitia A. James,21,0
Herikimer,NORWAY 1,Attorney General,,DEM,Letitia A. James,48,3
Herikimer,OHIO 1,Attorney General,,DEM,Letitia A. James,66,4
Herikimer,RUSSIA 1,Attorney General,,DEM,Letitia A. James,129,0
Herikimer,RUSSIA 2,Attorney General,,DEM,Letitia A. James,42,4
Herikimer,SALISBURY 1,Attorney General,,DEM,Letitia A. James,48,2
Herikimer,SALISBURY 2,Attorney General,,DEM,Letitia A. James,31,2
Herikimer,SCHUYLER 1,Attorney General,,DEM,Letitia A. James,173,3
Herikimer,SCHUYLER 2,Attorney General,,DEM,Letitia A. James,83,2
Herikimer,STARK 1,Attorney General,,DEM,Letitia A. James,68,2
Herikimer,T LITTLE FALLS 1,Attorney General,,DEM,Letitia A. James,96,1
Herikimer,WARREN 1,Attorney General,,DEM,Letitia A. James,55,2
Herikimer,WEBB 1,Attorney General,,DEM,Letitia A. James,282,6
Herikimer,WEBB 2,Attorney General,,DEM,Letitia A. James,40,4
Herikimer,WINFIELD 1,Attorney General,,DEM,Letitia A. James,151,3
Herikimer,Early Voting,Attorney General,,DEM,Letitia A. James,579,0
Herikimer,Mail-in Ballots,Attorney General,,DEM,Letitia A. James,596,0
Herikimer,C LITTLE FALLS W1,Attorney General,,WOR,Letitia A. James,11,2
Herikimer,C LITTLE FALLS W2,Attorney General,,WOR,Letitia A. James,13,3
Herikimer,C LITTLE FALLS W3,Attorney General,,WOR,Letitia A. James,7,0
Herikimer,C LITTLE FALLS W4,Attorney General,,WOR,Letitia A. James,4,1
Herikimer,COLUMBIA 1 ,Attorney General,,WOR,Letitia A. James,4,0
Herikimer,COLUMBIA 2,Attorney General,,WOR,Letitia A. James,1,0
Herikimer,DANUBE 1,Attorney General,,WOR,Letitia A. James,5,0
Herikimer,FAIRFIELD 1,Attorney General,,WOR,Letitia A. James,13,0
Herikimer,FRANKFORT 1,Attorney General,,WOR,Letitia A. James,5,0
Herikimer,FRANKFORT2,Attorney General,,WOR,Letitia A. James,8,2
Herikimer,FRANKFORT 3,Attorney General,,WOR,Letitia A. James,20,0
Herikimer,FRANKFORT 4,Attorney General,,WOR,Letitia A. James,20,0
Herikimer,GERMAN FLATTS 1,Attorney General,,WOR,Letitia A. James,4,0
Herikimer,GERMAN FLATTS 2,Attorney General,,WOR,Letitia A. James,8,1
Herikimer,GERMAN FLATTS 3,Attorney General,,WOR,Letitia A. James,18,1
Herikimer,GERMAN FLATTS 4,Attorney General,,WOR,Letitia A. James,6,2
Herikimer,GERMAN FLATTS 5,Attorney General,,WOR,Letitia A. James,20,1
Herikimer,GERMAN FLATTS 6,Attorney General,,WOR,Letitia A. James,11,0
Herikimer,GERMAN FLATTS 7,Attorney General,,WOR,Letitia A. James,3,0
Herikimer,GERMAN FLATTS 8,Attorney General,,WOR,Letitia A. James,19,0
Herikimer,HERKIMER 1,Attorney General,,WOR,Letitia A. James,13,0
Herikimer,HERKIMER 2,Attorney General,,WOR,Letitia A. James,4,0
Herikimer,HERKIMER 3,Attorney General,,WOR,Letitia A. James,10,1
Herikimer,HERKIMER 5,Attorney General,,WOR,Letitia A. James,19,0
Herikimer,HERKIMER 4,Attorney General,,WOR,Letitia A. James,6,0
Herikimer,LITCHFIELD 1,Attorney General,,WOR,Letitia A. James,11,0
Herikimer,MANHEIM 1,Attorney General,,WOR,Letitia A. James,7,1
Herikimer,MANHEIM 2,Attorney General,,WOR,Letitia A. James,6,0
Herikimer,NEWPORT 1,Attorney General,,WOR,Letitia A. James,17,1
Herikimer,NEWPORT 2,Attorney General,,WOR,Letitia A. James,0,0
Herikimer,NORWAY 1,Attorney General,,WOR,Letitia A. James,4,0
Herikimer,OHIO 1,Attorney General,,WOR,Letitia A. James,4,0
Herikimer,RUSSIA 1,Attorney General,,WOR,Letitia A. James,11,0
Herikimer,RUSSIA 2,Attorney General,,WOR,Letitia A. James,5,0
Herikimer,SALISBURY 1,Attorney General,,WOR,Letitia A. James,9,1
Herikimer,SALISBURY 2,Attorney General,,WOR,Letitia A. James,2,0
Herikimer,SCHUYLER 1,Attorney General,,WOR,Letitia A. James,11,0
Herikimer,SCHUYLER 2,Attorney General,,WOR,Letitia A. James,17,1
Herikimer,STARK 1,Attorney General,,WOR,Letitia A. James,7,1
Herikimer,T LITTLE FALLS 1,Attorney General,,WOR,Letitia A. James,13,0
Herikimer,WARREN 1,Attorney General,,WOR,Letitia A. James,5,0
Herikimer,WEBB 1,Attorney General,,WOR,Letitia A. James,25,1
Herikimer,WEBB 2,Attorney General,,WOR,Letitia A. James,1,0
Herikimer,WINFIELD 1,Attorney General,,WOR,Letitia A. James,11,2
Herikimer,Early Voting,Attorney General,,WOR,Letitia A. James,35,0
Herikimer,Mail-in Ballots,Attorney General,,WOR,Letitia A. James,42,0
Herikimer,C LITTLE FALLS W1,Attorney General,,REP,Michael Henry,169,8
Herikimer,C LITTLE FALLS W2,Attorney General,,REP,Michael Henry,168,3
Herikimer,C LITTLE FALLS W3,Attorney General,,REP,Michael Henry,118,4
Herikimer,C LITTLE FALLS W4,Attorney General,,REP,Michael Henry,86,2
Herikimer,COLUMBIA 1 ,Attorney General,,REP,Michael Henry,344,9
Herikimer,COLUMBIA 2,Attorney General,,REP,Michael Henry,109,0
Herikimer,DANUBE 1,Attorney General,,REP,Michael Henry,245,3
Herikimer,FAIRFIELD 1,Attorney General,,REP,Michael Henry,397,8
Herikimer,FRANKFORT 1,Attorney General,,REP,Michael Henry,177,5
Herikimer,FRANKFORT2,Attorney General,,REP,Michael Henry,178,9
Herikimer,FRANKFORT 3,Attorney General,,REP,Michael Henry,604,8
Herikimer,FRANKFORT 4,Attorney General,,REP,Michael Henry,707,10
Herikimer,GERMAN FLATTS 1,Attorney General,,REP,Michael Henry,106,8
Herikimer,GERMAN FLATTS 2,Attorney General,,REP,Michael Henry,172,6
Herikimer,GERMAN FLATTS 3,Attorney General,,REP,Michael Henry,531,1
Herikimer,GERMAN FLATTS 4,Attorney General,,REP,Michael Henry,147,10
Herikimer,GERMAN FLATTS 5,Attorney General,,REP,Michael Henry,333,7
Herikimer,GERMAN FLATTS 6,Attorney General,,REP,Michael Henry,256,3
Herikimer,GERMAN FLATTS 7,Attorney General,,REP,Michael Henry,102,0
Herikimer,GERMAN FLATTS 8,Attorney General,,REP,Michael Henry,564,13
Herikimer,HERKIMER 1,Attorney General,,REP,Michael Henry,453,15
Herikimer,HERKIMER 2,Attorney General,,REP,Michael Henry,167,4
Herikimer,HERKIMER 3,Attorney General,,REP,Michael Henry,175,5
Herikimer,HERKIMER 5,Attorney General,,REP,Michael Henry,427,13
Herikimer,HERKIMER 4,Attorney General,,REP,Michael Henry,232,6
Herikimer,LITCHFIELD 1,Attorney General,,REP,Michael Henry,400,5
Herikimer,MANHEIM 1,Attorney General,,REP,Michael Henry,479,13
