party,office,county,assembly_district,election_district,district,candidate,votes
Reform,Attorney General,Queens,31,66,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,66,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,66,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,66,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,67,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,67,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,67,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,67,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,68,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,68,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,68,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,68,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,69,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,69,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,69,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,69,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,7,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,7,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,7,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,7,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,70,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,70,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,70,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,70,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,71,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,71,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,71,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,71,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,72,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,72,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,72,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,72,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,73,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,73,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,73,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,73,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,74,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,74,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,74,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,74,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,75,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,75,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,75,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,75,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,76,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,76,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,76,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,76,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,77,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,77,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,77,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,77,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,78,,CHRISTOPHER B. GARVEY,3
Reform,Attorney General,Queens,31,78,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,78,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,78,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,79,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,79,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,79,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,79,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,8,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,8,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,8,,NANCY B. SLIWA,5
Reform,Attorney General,Queens,31,8,,WRITE-IN,2.0
Reform,Attorney General,Queens,31,80,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,80,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,80,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,80,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,81,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,81,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,81,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,81,,WRITE-IN,3.0
Reform,Attorney General,Queens,31,82,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,82,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,82,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,82,,WRITE-IN,2.0
Reform,Attorney General,Queens,31,83,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,83,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,83,,NANCY B. SLIWA,4
Reform,Attorney General,Queens,31,83,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,84,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,31,84,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,84,,NANCY B. SLIWA,4
Reform,Attorney General,Queens,31,84,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,85,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,85,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,85,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,85,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,86,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,86,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,86,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,86,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,9,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,31,9,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,31,9,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,9,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,1,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,1,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,1,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,32,1,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,10,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,10,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,10,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,10,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,11,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,11,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,11,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,11,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,12,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,12,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,12,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,12,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,13,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,13,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,13,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,13,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,14,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,14,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,14,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,14,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,15,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,15,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,15,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,15,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,16,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,16,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,16,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,16,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,17,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,17,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,17,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,17,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,18,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,18,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,18,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,18,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,19,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,19,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,19,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,19,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,2,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,2,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,2,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,2,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,20,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,20,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,20,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,20,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,21,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,21,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,21,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,21,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,22,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,22,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,22,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,32,22,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,23,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,23,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,23,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,23,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,24,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,24,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,24,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,24,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,25,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,25,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,25,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,32,25,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,26,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,26,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,26,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,26,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,27,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,27,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,27,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,32,27,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,28,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,28,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,28,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,28,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,29,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,29,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,29,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,29,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,3,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,3,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,3,,NANCY B. SLIWA,4
Reform,Attorney General,Queens,32,3,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,30,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,30,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,30,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,30,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,31,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,31,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,31,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,32,31,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,32,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,32,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,32,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,32,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,33,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,33,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,33,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,33,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,34,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,34,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,32,34,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,34,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,35,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,35,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,35,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,32,35,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,36,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,36,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,36,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,36,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,37,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,37,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,37,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,37,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,38,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,38,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,38,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,32,38,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,39,,CHRISTOPHER B. GARVEY,3
Reform,Attorney General,Queens,32,39,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,39,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,39,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,4,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,32,4,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,4,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,32,4,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,40,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,40,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,40,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,32,40,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,41,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,41,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,41,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,41,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,42,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,42,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,42,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,42,,WRITE-IN,2.0
Reform,Attorney General,Queens,32,43,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,43,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,43,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,43,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,44,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,44,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,44,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,44,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,45,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,45,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,45,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,45,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,46,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,46,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,46,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,46,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,47,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,32,47,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,47,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,47,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,48,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,48,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,48,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,48,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,49,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,49,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,49,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,49,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,5,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,5,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,5,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,32,5,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,50,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,50,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,50,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,50,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,51,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,51,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,32,51,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,51,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,52,,CHRISTOPHER B. GARVEY,3
Reform,Attorney General,Queens,32,52,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,52,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,52,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,53,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,53,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,53,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,53,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,54,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,54,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,54,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,54,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,55,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,55,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,55,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,55,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,56,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,56,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,56,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,32,56,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,57,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,57,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,57,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,57,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,58,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,58,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,58,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,58,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,59,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,32,59,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,59,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,32,59,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,6,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,6,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,6,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,6,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,60,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,32,60,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,60,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,60,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,61,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,61,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,61,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,61,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,62,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,62,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,62,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,62,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,63,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,63,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,63,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,63,,WRITE-IN,1.0
Reform,Attorney General,Queens,32,64,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,64,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,64,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,64,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,65,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,65,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,65,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,65,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,66,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,66,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,66,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,66,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,67,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,67,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,67,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,67,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,68,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,68,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,32,68,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,68,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,69,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,69,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,69,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,32,69,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,7,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,7,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,7,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,7,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,70,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,70,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,70,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,70,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,71,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,71,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,71,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,71,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,72,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,72,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,72,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,72,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,73,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,73,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,73,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,32,73,,WRITE-IN,3.0
Reform,Attorney General,Queens,32,74,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,74,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,74,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,74,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,75,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,32,75,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,75,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,32,75,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,76,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,76,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,76,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,32,76,,WRITE-IN,0.0
Reform,Attorney General,Queens,32,77,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,32,77,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,32,77,,NANCY B. SLIWA,0
