county,precinct,office,district,candidate,party,votes,,
Warren,Queensbury Ward: 004 006,Governor,,Andrew W. Cuomo,WOR,6,,59
Warren,Queensbury Ward: 004 007,Governor,,Andrew W. Cuomo,WOR,3,,60
Warren,Queensbury Ward: 004 008,Governor,,Andrew W. Cuomo,WOR,8,,61
Warren,Queensbury Ward: 004 009,Governor,,Andrew W. Cuomo,WOR,6,,62
Warren,Queensbury Ward: 004 010,Governor,,Andrew W. Cuomo,WOR,4,,63
Warren,Stony Creek Ward: 000 001,Governor,,Andrew W. Cuomo,WOR,3,,64
Warren,Thurman Ward: 000 001,Governor,,Andrew W. Cuomo,WOR,3,,65
Warren,Warrensburg Ward: 000 001,Governor,,Andrew W. Cuomo,WOR,2,,66
Warren,Warrensburg Ward: 000 002,Governor,,Andrew W. Cuomo,WOR,3,,67
Warren,Warrensburg Ward: 000 003,Governor,,Andrew W. Cuomo,WOR,2,,68
Warren,Warrensburg Ward: 000 004,Governor,,Andrew W. Cuomo,WOR,1,,69
Warren,Total,Governor,,Andrew W. Cuomo,WOR,270,,70
Warren,Bolton Ward: 000 001,Governor,,Andrew W. Cuomo,IND,5,,1
Warren,Bolton Ward: 000 002,Governor,,Andrew W. Cuomo,IND,7,,2
Warren,Chester Ward: 000 001,Governor,,Andrew W. Cuomo,IND,6,,3
Warren,Chester Ward: 000 002,Governor,,Andrew W. Cuomo,IND,8,,4
Warren,Chester Ward: 000 003,Governor,,Andrew W. Cuomo,IND,1,,5
Warren,Glens Falls Ward: 001 001,Governor,,Andrew W. Cuomo,IND,3,,6
Warren,Glens Falls Ward: 001 002,Governor,,Andrew W. Cuomo,IND,2,,7
Warren,Glens Falls Ward: 001 003,Governor,,Andrew W. Cuomo,IND,4,,8
Warren,Glens Falls Ward: 001 004,Governor,,Andrew W. Cuomo,IND,1,,9
Warren,Glens Falls Ward: 002 001,Governor,,Andrew W. Cuomo,IND,5,,10
Warren,Glens Falls Ward: 002 002,Governor,,Andrew W. Cuomo,IND,10,,11
Warren,Glens Falls Ward: 002 003,Governor,,Andrew W. Cuomo,IND,5,,12
Warren,Glens Falls Ward: 002 004,Governor,,Andrew W. Cuomo,IND,8,,13
Warren,Glens Falls Ward: 003 001,Governor,,Andrew W. Cuomo,IND,4,,14
Warren,Glens Falls Ward: 003 002,Governor,,Andrew W. Cuomo,IND,5,,15
Warren,Glens Falls Ward: 003 003,Governor,,Andrew W. Cuomo,IND,4,,16
Warren,Glens Falls Ward: 003 004,Governor,,Andrew W. Cuomo,IND,11,,17
Warren,Glens Falls Ward: 003 005,Governor,,Andrew W. Cuomo,IND,3,,18
Warren,Glens Falls Ward: 004 001,Governor,,Andrew W. Cuomo,IND,0,,19
Warren,Glens Falls Ward: 004 002,Governor,,Andrew W. Cuomo,IND,1,,20
Warren,Glens Falls Ward: 004 003,Governor,,Andrew W. Cuomo,IND,6,,21
Warren,Glens Falls Ward: 005 001,Governor,,Andrew W. Cuomo,IND,4,,22
Warren,Glens Falls Ward: 005 002,Governor,,Andrew W. Cuomo,IND,5,,23
Warren,Glens Falls Ward: 005 003,Governor,,Andrew W. Cuomo,IND,11,,24
Warren,Hague Ward: 000 001,Governor,,Andrew W. Cuomo,IND,9,,25
Warren,Horicon Ward: 000 001,Governor,,Andrew W. Cuomo,IND,0,,26
Warren,Horicon Ward: 000 002,Governor,,Andrew W. Cuomo,IND,9,,
Warren,Johnsburg Ward: 000 001,Governor,,Andrew W. Cuomo,IND,7,,27
Warren,Johnsburg Ward: 000 002,Governor,,Andrew W. Cuomo,IND,5,,28
Warren,Johnsburg Ward: 000 003,Governor,,Andrew W. Cuomo,IND,2,,29
Warren,Lake George Ward: 000 001,Governor,,Andrew W. Cuomo,IND,5,,30
Warren,Lake George Ward: 000 002,Governor,,Andrew W. Cuomo,IND,8,,31
Warren,Lake George Ward: 000 003,Governor,,Andrew W. Cuomo,IND,10,,32
Warren,LakeLuzerne Ward: 000 001,Governor,,Andrew W. Cuomo,IND,3,,33
Warren,LakeLuzerne Ward: 000 002,Governor,,Andrew W. Cuomo,IND,9,,34
Warren,LakeLuzerne Ward: 000 003,Governor,,Andrew W. Cuomo,IND,5,,35
Warren,Queensbury Ward: 001 001,Governor,,Andrew W. Cuomo,IND,9,,36
Warren,Queensbury Ward: 001 002,Governor,,Andrew W. Cuomo,IND,10,,37
Warren,Queensbury Ward: 001 003,Governor,,Andrew W. Cuomo,IND,8,,38
Warren,Queensbury Ward: 001 004,Governor,,Andrew W. Cuomo,IND,4,,39
Warren,Queensbury Ward: 001 005,Governor,,Andrew W. Cuomo,IND,10,,40
Warren,Queensbury Ward: 001 006,Governor,,Andrew W. Cuomo,IND,5,,41
Warren,Queensbury Ward: 002 001,Governor,,Andrew W. Cuomo,IND,2,,42
Warren,Queensbury Ward: 002 002,Governor,,Andrew W. Cuomo,IND,9,,43
Warren,Queensbury Ward: 002 003,Governor,,Andrew W. Cuomo,IND,4,,44
Warren,Queensbury Ward: 002 004,Governor,,Andrew W. Cuomo,IND,8,,45
Warren,Queensbury Ward: 002 005,Governor,,Andrew W. Cuomo,IND,4,,46
Warren,Queensbury Ward: 002 006,Governor,,Andrew W. Cuomo,IND,4,,47
Warren,Queensbury Ward: 003 001,Governor,,Andrew W. Cuomo,IND,8,,48
Warren,Queensbury Ward: 003 002,Governor,,Andrew W. Cuomo,IND,12,,49
Warren,Queensbury Ward: 003 003,Governor,,Andrew W. Cuomo,IND,8,,50
Warren,Queensbury Ward: 003 004,Governor,,Andrew W. Cuomo,IND,6,,51
Warren,Queensbury Ward: 003 005,Governor,,Andrew W. Cuomo,IND,6,,52
Warren,Queensbury Ward: 003 006,Governor,,Andrew W. Cuomo,IND,11,,53
Warren,Queensbury Ward: 004 001,Governor,,Andrew W. Cuomo,IND,9,,54
Warren,Queensbury Ward: 004 002,Governor,,Andrew W. Cuomo,IND,4,,55
Warren,Queensbury Ward: 004 003,Governor,,Andrew W. Cuomo,IND,3,,56
Warren,Queensbury Ward: 004 004,Governor,,Andrew W. Cuomo,IND,4,,57
Warren,Queensbury Ward: 004 005,Governor,,Andrew W. Cuomo,IND,12,,58
Warren,Queensbury Ward: 004 006,Governor,,Andrew W. Cuomo,IND,9,,59
Warren,Queensbury Ward: 004 007,Governor,,Andrew W. Cuomo,IND,5,,60
Warren,Queensbury Ward: 004 008,Governor,,Andrew W. Cuomo,IND,7,,61
Warren,Queensbury Ward: 004 009,Governor,,Andrew W. Cuomo,IND,4,,62
Warren,Queensbury Ward: 004 010,Governor,,Andrew W. Cuomo,IND,13,,63
Warren,Stony Creek Ward: 000 001,Governor,,Andrew W. Cuomo,IND,1,,64
Warren,Thurman Ward: 000 001,Governor,,Andrew W. Cuomo,IND,5,,65
Warren,Warrensburg Ward: 000 001,Governor,,Andrew W. Cuomo,IND,2,,66
Warren,Warrensburg Ward: 000 002,Governor,,Andrew W. Cuomo,IND,5,,67
Warren,Warrensburg Ward: 000 003,Governor,,Andrew W. Cuomo,IND,5,,68
Warren,Warrensburg Ward: 000 004,Governor,,Andrew W. Cuomo,IND,2,,69
Warren,Total,Governor,,Andrew W. Cuomo,IND,409,,70
Warren,Bolton Ward: 000 001,Governor,,Howie Hawkins,GRE,30,,1
Warren,Bolton Ward: 000 002,Governor,,Howie Hawkins,GRE,31,,2
Warren,Chester Ward: 000 001,Governor,,Howie Hawkins,GRE,37,,3
Warren,Chester Ward: 000 002,Governor,,Howie Hawkins,GRE,36,,4
Warren,Chester Ward: 000 003,Governor,,Howie Hawkins,GRE,14,,5
Warren,Glens Falls Ward: 001 001,Governor,,Howie Hawkins,GRE,9,,6
Warren,Glens Falls Ward: 001 002,Governor,,Howie Hawkins,GRE,3,,7
Warren,Glens Falls Ward: 001 003,Governor,,Howie Hawkins,GRE,17,,8
Warren,Glens Falls Ward: 001 004,Governor,,Howie Hawkins,GRE,10,,9
Warren,Glens Falls Ward: 002 001,Governor,,Howie Hawkins,GRE,19,,10
Warren,Glens Falls Ward: 002 002,Governor,,Howie Hawkins,GRE,24,,11
Warren,Glens Falls Ward: 002 003,Governor,,Howie Hawkins,GRE,27,,12
Warren,Glens Falls Ward: 002 004,Governor,,Howie Hawkins,GRE,36,,13
Warren,Glens Falls Ward: 003 001,Governor,,Howie Hawkins,GRE,12,,14
Warren,Glens Falls Ward: 003 002,Governor,,Howie Hawkins,GRE,13,,15
Warren,Glens Falls Ward: 003 003,Governor,,Howie Hawkins,GRE,28,,16
Warren,Glens Falls Ward: 003 004,Governor,,Howie Hawkins,GRE,71,,17
Warren,Glens Falls Ward: 003 005,Governor,,Howie Hawkins,GRE,22,,18
Warren,Glens Falls Ward: 004 001,Governor,,Howie Hawkins,GRE,8,,19
Warren,Glens Falls Ward: 004 002,Governor,,Howie Hawkins,GRE,11,,20
Warren,Glens Falls Ward: 004 003,Governor,,Howie Hawkins,GRE,33,,21
Warren,Glens Falls Ward: 005 001,Governor,,Howie Hawkins,GRE,17,,22
Warren,Glens Falls Ward: 005 002,Governor,,Howie Hawkins,GRE,6,,23
Warren,Glens Falls Ward: 005 003,Governor,,Howie Hawkins,GRE,43,,24
Warren,Hague Ward: 000 001,Governor,,Howie Hawkins,GRE,14,,25
Warren,Horicon Ward: 000 001,Governor,,Howie Hawkins,GRE,14,,26
Warren,Horicon Ward: 000 002,Governor,,Howie Hawkins,GRE,25,,
Warren,Johnsburg Ward: 000 001,Governor,,Howie Hawkins,GRE,23,,27
Warren,Johnsburg Ward: 000 002,Governor,,Howie Hawkins,GRE,30,,28
Warren,Johnsburg Ward: 000 003,Governor,,Howie Hawkins,GRE,10,,29
Warren,Lake George Ward: 000 001,Governor,,Howie Hawkins,GRE,27,,30
Warren,Lake George Ward: 000 002,Governor,,Howie Hawkins,GRE,13,,31
Warren,Lake George Ward: 000 003,Governor,,Howie Hawkins,GRE,33,,32
Warren,LakeLuzerne Ward: 000 001,Governor,,Howie Hawkins,GRE,25,,33
Warren,LakeLuzerne Ward: 000 002,Governor,,Howie Hawkins,GRE,32,,34
Warren,LakeLuzerne Ward: 000 003,Governor,,Howie Hawkins,GRE,27,,35
Warren,Queensbury Ward: 001 001,Governor,,Howie Hawkins,GRE,26,,36
Warren,Queensbury Ward: 001 002,Governor,,Howie Hawkins,GRE,27,,37
Warren,Queensbury Ward: 001 003,Governor,,Howie Hawkins,GRE,16,,38
Warren,Queensbury Ward: 001 004,Governor,,Howie Hawkins,GRE,15,,39
Warren,Queensbury Ward: 001 005,Governor,,Howie Hawkins,GRE,21,,40
Warren,Queensbury Ward: 001 006,Governor,,Howie Hawkins,GRE,14,,41
Warren,Queensbury Ward: 002 001,Governor,,Howie Hawkins,GRE,9,,42
Warren,Queensbury Ward: 002 002,Governor,,Howie Hawkins,GRE,32,,43
Warren,Queensbury Ward: 002 003,Governor,,Howie Hawkins,GRE,34,,44
Warren,Queensbury Ward: 002 004,Governor,,Howie Hawkins,GRE,20,,45
Warren,Queensbury Ward: 002 005,Governor,,Howie Hawkins,GRE,24,,46
Warren,Queensbury Ward: 002 006,Governor,,Howie Hawkins,GRE,16,,47
Warren,Queensbury Ward: 003 001,Governor,,Howie Hawkins,GRE,21,,48
Warren,Queensbury Ward: 003 002,Governor,,Howie Hawkins,GRE,34,,49
Warren,Queensbury Ward: 003 003,Governor,,Howie Hawkins,GRE,15,,50
Warren,Queensbury Ward: 003 004,Governor,,Howie Hawkins,GRE,26,,51
Warren,Queensbury Ward: 003 005,Governor,,Howie Hawkins,GRE,14,,52
Warren,Queensbury Ward: 003 006,Governor,,Howie Hawkins,GRE,34,,53
Warren,Queensbury Ward: 004 001,Governor,,Howie Hawkins,GRE,16,,54
Warren,Queensbury Ward: 004 002,Governor,,Howie Hawkins,GRE,19,,55
Warren,Queensbury Ward: 004 003,Governor,,Howie Hawkins,GRE,16,,56
Warren,Queensbury Ward: 004 004,Governor,,Howie Hawkins,GRE,15,,57
Warren,Queensbury Ward: 004 005,Governor,,Howie Hawkins,GRE,38,,58
Warren,Queensbury Ward: 004 006,Governor,,Howie Hawkins,GRE,40,,59
Warren,Queensbury Ward: 004 007,Governor,,Howie Hawkins,GRE,16,,60
Warren,Queensbury Ward: 004 008,Governor,,Howie Hawkins,GRE,21,,61
Warren,Queensbury Ward: 004 009,Governor,,Howie Hawkins,GRE,23,,62
Warren,Queensbury Ward: 004 010,Governor,,Howie Hawkins,GRE,28,,63
Warren,Stony Creek Ward: 000 001,Governor,,Howie Hawkins,GRE,21,,64
Warren,Thurman Ward: 000 001,Governor,,Howie Hawkins,GRE,30,,65
Warren,Warrensburg Ward: 000 001,Governor,,Howie Hawkins,GRE,12,,66
Warren,Warrensburg Ward: 000 002,Governor,,Howie Hawkins,GRE,15,,67
Warren,Warrensburg Ward: 000 003,Governor,,Howie Hawkins,GRE,16,,68
Warren,Warrensburg Ward: 000 004,Governor,,Howie Hawkins,GRE,8,,69
Warren,Total,Governor,,Howie Hawkins,GRE,1562,,70
Warren,Bolton Ward: 000 001,Governor,,Michael Mcdermott,LBT,0,,1
Warren,Bolton Ward: 000 002,Governor,,Michael Mcdermott,LBT,3,,2
Warren,Chester Ward: 000 001,Governor,,Michael Mcdermott,LBT,1,,3
Warren,Chester Ward: 000 002,Governor,,Michael Mcdermott,LBT,2,,4
Warren,Chester Ward: 000 003,Governor,,Michael Mcdermott,LBT,4,,5
Warren,Glens Falls Ward: 001 001,Governor,,Michael Mcdermott,LBT,1,,6
Warren,Glens Falls Ward: 001 002,Governor,,Michael Mcdermott,LBT,2,,7
Warren,Glens Falls Ward: 001 003,Governor,,Michael Mcdermott,LBT,0,,8
Warren,Glens Falls Ward: 001 004,Governor,,Michael Mcdermott,LBT,0,,9
Warren,Glens Falls Ward: 002 001,Governor,,Michael Mcdermott,LBT,1,,10
Warren,Glens Falls Ward: 002 002,Governor,,Michael Mcdermott,LBT,1,,11
Warren,Glens Falls Ward: 002 003,Governor,,Michael Mcdermott,LBT,2,,12
Warren,Glens Falls Ward: 002 004,Governor,,Michael Mcdermott,LBT,2,,13
Warren,Glens Falls Ward: 003 001,Governor,,Michael Mcdermott,LBT,1,,14
Warren,Glens Falls Ward: 003 002,Governor,,Michael Mcdermott,LBT,0,,15
Warren,Glens Falls Ward: 003 003,Governor,,Michael Mcdermott,LBT,0,,16
Warren,Glens Falls Ward: 003 004,Governor,,Michael Mcdermott,LBT,2,,17
Warren,Glens Falls Ward: 003 005,Governor,,Michael Mcdermott,LBT,0,,18
Warren,Glens Falls Ward: 004 001,Governor,,Michael Mcdermott,LBT,1,,19
Warren,Glens Falls Ward: 004 002,Governor,,Michael Mcdermott,LBT,2,,20
Warren,Glens Falls Ward: 004 003,Governor,,Michael Mcdermott,LBT,0,,21
Warren,Glens Falls Ward: 005 001,Governor,,Michael Mcdermott,LBT,1,,22
Warren,Glens Falls Ward: 005 002,Governor,,Michael Mcdermott,LBT,1,,23
Warren,Glens Falls Ward: 005 003,Governor,,Michael Mcdermott,LBT,1,,24
Warren,Hague Ward: 000 001,Governor,,Michael Mcdermott,LBT,2,,25
Warren,Horicon Ward: 000 001,Governor,,Michael Mcdermott,LBT,2,,26
Warren,Horicon Ward: 000 002,Governor,,Michael Mcdermott,LBT,1,,
Warren,Johnsburg Ward: 000 001,Governor,,Michael Mcdermott,LBT,2,,27
Warren,Johnsburg Ward: 000 002,Governor,,Michael Mcdermott,LBT,0,,28
Warren,Johnsburg Ward: 000 003,Governor,,Michael Mcdermott,LBT,1,,29
Warren,Lake George Ward: 000 001,Governor,,Michael Mcdermott,LBT,4,,30
Warren,Lake George Ward: 000 002,Governor,,Michael Mcdermott,LBT,0,,31
Warren,Lake George Ward: 000 003,Governor,,Michael Mcdermott,LBT,3,,32
Warren,LakeLuzerne Ward: 000 001,Governor,,Michael Mcdermott,LBT,2,,33
Warren,LakeLuzerne Ward: 000 002,Governor,,Michael Mcdermott,LBT,3,,34
Warren,LakeLuzerne Ward: 000 003,Governor,,Michael Mcdermott,LBT,3,,35
Warren,Queensbury Ward: 001 001,Governor,,Michael Mcdermott,LBT,1,,36
Warren,Queensbury Ward: 001 002,Governor,,Michael Mcdermott,LBT,0,,37
Warren,Queensbury Ward: 001 003,Governor,,Michael Mcdermott,LBT,0,,38
Warren,Queensbury Ward: 001 004,Governor,,Michael Mcdermott,LBT,2,,39
Warren,Queensbury Ward: 001 005,Governor,,Michael Mcdermott,LBT,2,,40
Warren,Queensbury Ward: 001 006,Governor,,Michael Mcdermott,LBT,3,,41
Warren,Queensbury Ward: 002 001,Governor,,Michael Mcdermott,LBT,1,,42
Warren,Queensbury Ward: 002 002,Governor,,Michael Mcdermott,LBT,0,,43
Warren,Queensbury Ward: 002 003,Governor,,Michael Mcdermott,LBT,0,,44
Warren,Queensbury Ward: 002 004,Governor,,Michael Mcdermott,LBT,2,,45
Warren,Queensbury Ward: 002 005,Governor,,Michael Mcdermott,LBT,3,,46
Warren,Queensbury Ward: 002 006,Governor,,Michael Mcdermott,LBT,2,,47
Warren,Queensbury Ward: 003 001,Governor,,Michael Mcdermott,LBT,1,,48
Warren,Queensbury Ward: 003 002,Governor,,Michael Mcdermott,LBT,2,,49
Warren,Queensbury Ward: 003 003,Governor,,Michael Mcdermott,LBT,1,,50
Warren,Queensbury Ward: 003 004,Governor,,Michael Mcdermott,LBT,2,,51
Warren,Queensbury Ward: 003 005,Governor,,Michael Mcdermott,LBT,1,,52
Warren,Queensbury Ward: 003 006,Governor,,Michael Mcdermott,LBT,2,,53
Warren,Queensbury Ward: 004 001,Governor,,Michael Mcdermott,LBT,2,,54
Warren,Queensbury Ward: 004 002,Governor,,Michael Mcdermott,LBT,1,,55
Warren,Queensbury Ward: 004 003,Governor,,Michael Mcdermott,LBT,1,,56
Warren,Queensbury Ward: 004 004,Governor,,Michael Mcdermott,LBT,0,,57
Warren,Queensbury Ward: 004 005,Governor,,Michael Mcdermott,LBT,2,,58
Warren,Queensbury Ward: 004 006,Governor,,Michael Mcdermott,LBT,0,,59
Warren,Queensbury Ward: 004 007,Governor,,Michael Mcdermott,LBT,0,,60
Warren,Queensbury Ward: 004 008,Governor,,Michael Mcdermott,LBT,7,,61
Warren,Queensbury Ward: 004 009,Governor,,Michael Mcdermott,LBT,3,,62
Warren,Queensbury Ward: 004 010,Governor,,Michael Mcdermott,LBT,0,,63
Warren,Stony Creek Ward: 000 001,Governor,,Michael Mcdermott,LBT,1,,64
Warren,Thurman Ward: 000 001,Governor,,Michael Mcdermott,LBT,7,,65
Warren,Warrensburg Ward: 000 001,Governor,,Michael Mcdermott,LBT,0,,66
Warren,Warrensburg Ward: 000 002,Governor,,Michael Mcdermott,LBT,2,,67
Warren,Warrensburg Ward: 000 003,Governor,,Michael Mcdermott,LBT,4,,68
Warren,Warrensburg Ward: 000 004,Governor,,Michael Mcdermott,LBT,2,,69
Warren,Total,Governor,,Michael Mcdermott,LBT,108,,70
Warren,Bolton Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,173,,1
Warren,Bolton Ward: 000 002,Comptroller,,Thomas P. Dinapoli,DEM,175,,2
Warren,Chester Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,136,,3
Warren,Chester Ward: 000 002,Comptroller,,Thomas P. Dinapoli,DEM,130,,4
Warren,Chester Ward: 000 003,Comptroller,,Thomas P. Dinapoli,DEM,97,,5
Warren,Glens Falls Ward: 001 001,Comptroller,,Thomas P. Dinapoli,DEM,68,,6
Warren,Glens Falls Ward: 001 002,Comptroller,,Thomas P. Dinapoli,DEM,30,,7
Warren,Glens Falls Ward: 001 003,Comptroller,,Thomas P. Dinapoli,DEM,67,,8
Warren,Glens Falls Ward: 001 004,Comptroller,,Thomas P. Dinapoli,DEM,45,,9
Warren,Glens Falls Ward: 002 001,Comptroller,,Thomas P. Dinapoli,DEM,131,,10
Warren,Glens Falls Ward: 002 002,Comptroller,,Thomas P. Dinapoli,DEM,129,,11
Warren,Glens Falls Ward: 002 003,Comptroller,,Thomas P. Dinapoli,DEM,119,,12
Warren,Glens Falls Ward: 002 004,Comptroller,,Thomas P. Dinapoli,DEM,141,,13
Warren,Glens Falls Ward: 003 001,Comptroller,,Thomas P. Dinapoli,DEM,67,,14
Warren,Glens Falls Ward: 003 002,Comptroller,,Thomas P. Dinapoli,DEM,68,,15
Warren,Glens Falls Ward: 003 003,Comptroller,,Thomas P. Dinapoli,DEM,93,,16
Warren,Glens Falls Ward: 003 004,Comptroller,,Thomas P. Dinapoli,DEM,208,,17
Warren,Glens Falls Ward: 003 005,Comptroller,,Thomas P. Dinapoli,DEM,136,,18
Warren,Glens Falls Ward: 004 001,Comptroller,,Thomas P. Dinapoli,DEM,24,,19
Warren,Glens Falls Ward: 004 002,Comptroller,,Thomas P. Dinapoli,DEM,33,,20
Warren,Glens Falls Ward: 004 003,Comptroller,,Thomas P. Dinapoli,DEM,117,,21
Warren,Glens Falls Ward: 005 001,Comptroller,,Thomas P. Dinapoli,DEM,68,,22
Warren,Glens Falls Ward: 005 002,Comptroller,,Thomas P. Dinapoli,DEM,55,,23
Warren,Glens Falls Ward: 005 003,Comptroller,,Thomas P. Dinapoli,DEM,207,,24
Warren,Hague Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,158,,25
Warren,Horicon Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,109,,26
Warren,Horicon Ward: 000 002,Comptroller,,Thomas P. Dinapoli,DEM,131,,
Warren,Johnsburg Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,93,,27
Warren,Johnsburg Ward: 000 002,Comptroller,,Thomas P. Dinapoli,DEM,124,,28
Warren,Johnsburg Ward: 000 003,Comptroller,,Thomas P. Dinapoli,DEM,54,,29
Warren,Lake George Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,201,,30
Warren,Lake George Ward: 000 002,Comptroller,,Thomas P. Dinapoli,DEM,124,,31
Warren,Lake George Ward: 000 003,Comptroller,,Thomas P. Dinapoli,DEM,175,,32
Warren,LakeLuzerne Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,110,,33
Warren,LakeLuzerne Ward: 000 002,Comptroller,,Thomas P. Dinapoli,DEM,132,,34
Warren,LakeLuzerne Ward: 000 003,Comptroller,,Thomas P. Dinapoli,DEM,120,,35
Warren,Queensbury Ward: 001 001,Comptroller,,Thomas P. Dinapoli,DEM,145,,36
Warren,Queensbury Ward: 001 002,Comptroller,,Thomas P. Dinapoli,DEM,160,,37
Warren,Queensbury Ward: 001 003,Comptroller,,Thomas P. Dinapoli,DEM,138,,38
Warren,Queensbury Ward: 001 004,Comptroller,,Thomas P. Dinapoli,DEM,129,,39
Warren,Queensbury Ward: 001 005,Comptroller,,Thomas P. Dinapoli,DEM,124,,40
Warren,Queensbury Ward: 001 006,Comptroller,,Thomas P. Dinapoli,DEM,94,,41
Warren,Queensbury Ward: 002 001,Comptroller,,Thomas P. Dinapoli,DEM,49,,42
Warren,Queensbury Ward: 002 002,Comptroller,,Thomas P. Dinapoli,DEM,250,,43
Warren,Queensbury Ward: 002 003,Comptroller,,Thomas P. Dinapoli,DEM,169,,44
Warren,Queensbury Ward: 002 004,Comptroller,,Thomas P. Dinapoli,DEM,131,,45
Warren,Queensbury Ward: 002 005,Comptroller,,Thomas P. Dinapoli,DEM,99,,46
Warren,Queensbury Ward: 002 006,Comptroller,,Thomas P. Dinapoli,DEM,128,,47
Warren,Queensbury Ward: 003 001,Comptroller,,Thomas P. Dinapoli,DEM,141,,48
Warren,Queensbury Ward: 003 002,Comptroller,,Thomas P. Dinapoli,DEM,184,,49
Warren,Queensbury Ward: 003 003,Comptroller,,Thomas P. Dinapoli,DEM,113,,50
Warren,Queensbury Ward: 003 004,Comptroller,,Thomas P. Dinapoli,DEM,98,,51
Warren,Queensbury Ward: 003 005,Comptroller,,Thomas P. Dinapoli,DEM,121,,52
Warren,Queensbury Ward: 003 006,Comptroller,,Thomas P. Dinapoli,DEM,219,,53
Warren,Queensbury Ward: 004 001,Comptroller,,Thomas P. Dinapoli,DEM,138,,54
Warren,Queensbury Ward: 004 002,Comptroller,,Thomas P. Dinapoli,DEM,112,,55
Warren,Queensbury Ward: 004 003,Comptroller,,Thomas P. Dinapoli,DEM,72,,56
Warren,Queensbury Ward: 004 004,Comptroller,,Thomas P. Dinapoli,DEM,103,,57
Warren,Queensbury Ward: 004 005,Comptroller,,Thomas P. Dinapoli,DEM,159,,58
Warren,Queensbury Ward: 004 006,Comptroller,,Thomas P. Dinapoli,DEM,159,,59
Warren,Queensbury Ward: 004 007,Comptroller,,Thomas P. Dinapoli,DEM,120,,60
Warren,Queensbury Ward: 004 008,Comptroller,,Thomas P. Dinapoli,DEM,186,,61
Warren,Queensbury Ward: 004 009,Comptroller,,Thomas P. Dinapoli,DEM,143,,62
Warren,Queensbury Ward: 004 010,Comptroller,,Thomas P. Dinapoli,DEM,115,,63
Warren,Stony Creek Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,80,,64
Warren,Thurman Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,109,,65
Warren,Warrensburg Ward: 000 001,Comptroller,,Thomas P. Dinapoli,DEM,73,,66
Warren,Warrensburg Ward: 000 002,Comptroller,,Thomas P. Dinapoli,DEM,94,,67
Warren,Warrensburg Ward: 000 003,Comptroller,,Thomas P. Dinapoli,DEM,132,,68
Warren,Warrensburg Ward: 000 004,Comptroller,,Thomas P. Dinapoli,DEM,90,,69
Warren,Total,Comptroller,,Thomas P. Dinapoli,DEM,8425,,70
Warren,Bolton Ward: 000 001,Comptroller,,Robert Antonaci,REP,140,,1
Warren,Bolton Ward: 000 002,Comptroller,,Robert Antonaci,REP,192,,2
Warren,Chester Ward: 000 001,Comptroller,,Robert Antonaci,REP,142,,3
Warren,Chester Ward: 000 002,Comptroller,,Robert Antonaci,REP,171,,4
Warren,Chester Ward: 000 003,Comptroller,,Robert Antonaci,REP,136,,5
Warren,Glens Falls Ward: 001 001,Comptroller,,Robert Antonaci,REP,29,,6
Warren,Glens Falls Ward: 001 002,Comptroller,,Robert Antonaci,REP,18,,7
Warren,Glens Falls Ward: 001 003,Comptroller,,Robert Antonaci,REP,19,,8
Warren,Glens Falls Ward: 001 004,Comptroller,,Robert Antonaci,REP,26,,9
Warren,Glens Falls Ward: 002 001,Comptroller,,Robert Antonaci,REP,46,,10
Warren,Glens Falls Ward: 002 002,Comptroller,,Robert Antonaci,REP,48,,11
Warren,Glens Falls Ward: 002 003,Comptroller,,Robert Antonaci,REP,62,,12
Warren,Glens Falls Ward: 002 004,Comptroller,,Robert Antonaci,REP,78,,13
Warren,Glens Falls Ward: 003 001,Comptroller,,Robert Antonaci,REP,21,,14
Warren,Glens Falls Ward: 003 002,Comptroller,,Robert Antonaci,REP,28,,15
Warren,Glens Falls Ward: 003 003,Comptroller,,Robert Antonaci,REP,41,,16
Warren,Glens Falls Ward: 003 004,Comptroller,,Robert Antonaci,REP,105,,17
Warren,Glens Falls Ward: 003 005,Comptroller,,Robert Antonaci,REP,43,,18
Warren,Glens Falls Ward: 004 001,Comptroller,,Robert Antonaci,REP,12,,19
Warren,Glens Falls Ward: 004 002,Comptroller,,Robert Antonaci,REP,14,,20
Warren,Glens Falls Ward: 004 003,Comptroller,,Robert Antonaci,REP,42,,21
Warren,Glens Falls Ward: 005 001,Comptroller,,Robert Antonaci,REP,33,,22
Warren,Glens Falls Ward: 005 002,Comptroller,,Robert Antonaci,REP,28,,23
Warren,Glens Falls Ward: 005 003,Comptroller,,Robert Antonaci,REP,94,,24
Warren,Hague Ward: 000 001,Comptroller,,Robert Antonaci,REP,98,,25
Warren,Horicon Ward: 000 001,Comptroller,,Robert Antonaci,REP,88,,26
Warren,Horicon Ward: 000 002,Comptroller,,Robert Antonaci,REP,141,,
