county,precinct,office,district,candidate,party,votes
Putnam,Carmel 1,State Supreme Court Justice,9,Verris B. Shako,CON,8
Putnam,Carmel 1,State Supreme Court Justice,9,Verris B. Shako,DEM,50
Putnam,Carmel 1,State Supreme Court Justice,9,Diane M. Clerkin,DEM,57
Putnam,Carmel 1,State Supreme Court Justice,9,Diane M. Clerkin,CON,7
Putnam,Carmel 1,State Supreme Court Justice,9,"John P. Collins, Jr.",DEM,54
Putnam,Carmel 1,State Supreme Court Justice,9,"John P. Collins, Jr.",CON,7
Putnam,Carmel 1,State Supreme Court Justice,9,Desmond C. Lyons,DEM,50
Putnam,Carmel 1,State Supreme Court Justice,9,George A. Smith,REP,77
Putnam,Carmel 1,State Supreme Court Justice,9,Kiel E. Van Horn,REP,72
Putnam,Carmel 1,State Supreme Court Justice,9,Thomas Humbach,REP,73
Putnam,Carmel 1,State Supreme Court Justice,9,Raymond P. Raiche,CON,8
Putnam,Carmel 1,State Supreme Court Justice,9,Raymond P. Raiche,REP,70
Putnam,Carmel 1,State Supreme Court Justice,9,Write-in,,0
Putnam,Carmel 1,State Supreme Court Justice,9,Under Votes,,51
Putnam,Carmel 1,State Supreme Court Justice,9,Over Votes,,4
Putnam,Carmel 2,State Supreme Court Justice,9,Verris B. Shako,CON,21
Putnam,Carmel 2,State Supreme Court Justice,9,Verris B. Shako,DEM,110
Putnam,Carmel 2,State Supreme Court Justice,9,Diane M. Clerkin,CON,22
Putnam,Carmel 2,State Supreme Court Justice,9,Diane M. Clerkin,DEM,120
Putnam,Carmel 2,State Supreme Court Justice,9,"John P. Collins, Jr.",DEM,114
Putnam,Carmel 2,State Supreme Court Justice,9,"John P. Collins, Jr.",CON,18
Putnam,Carmel 2,State Supreme Court Justice,9,Desmond C. Lyons,DEM,113
Putnam,Carmel 2,State Supreme Court Justice,9,George A. Smith,REP,186
Putnam,Carmel 2,State Supreme Court Justice,9,Kiel E. Van Horn,REP,175
Putnam,Carmel 2,State Supreme Court Justice,9,Thomas Humbach,REP,176
Putnam,Carmel 2,State Supreme Court Justice,9,Raymond P. Raiche,CON,16
Putnam,Carmel 2,State Supreme Court Justice,9,Raymond P. Raiche,REP,174
Putnam,Carmel 2,State Supreme Court Justice,9,Write-in,,0
Putnam,Carmel 2,State Supreme Court Justice,9,Under Votes,,111
Putnam,Carmel 2,State Supreme Court Justice,9,Over Votes,,0
Putnam,Carmel 3,State Supreme Court Justice,9,Verris B. Shako,DEM,143
Putnam,Carmel 3,State Supreme Court Justice,9,Verris B. Shako,CON,30
Putnam,Carmel 3,State Supreme Court Justice,9,Diane M. Clerkin,CON,35
Putnam,Carmel 3,State Supreme Court Justice,9,Diane M. Clerkin,DEM,148
Putnam,Carmel 3,State Supreme Court Justice,9,"John P. Collins, Jr.",DEM,140
Putnam,Carmel 3,State Supreme Court Justice,9,"John P. Collins, Jr.",CON,29
Putnam,Carmel 3,State Supreme Court Justice,9,Desmond C. Lyons,DEM,141
Putnam,Carmel 3,State Supreme Court Justice,9,George A. Smith,REP,165
Putnam,Carmel 3,State Supreme Court Justice,9,Kiel E. Van Horn,REP,153
Putnam,Carmel 3,State Supreme Court Justice,9,Thomas Humbach,REP,163
Putnam,Carmel 3,State Supreme Court Justice,9,Raymond P. Raiche,CON,35
Putnam,Carmel 3,State Supreme Court Justice,9,Raymond P. Raiche,REP,156
Putnam,Carmel 3,State Supreme Court Justice,9,Write-in,,0
Putnam,Carmel 3,State Supreme Court Justice,9,Under Votes,,198
Putnam,Carmel 3,State Supreme Court Justice,9,Over Votes,,0
Putnam,Carmel 4,State Supreme Court Justice,9,Verris B. Shako,DEM,68
Putnam,Carmel 4,State Supreme Court Justice,9,Verris B. Shako,CON,11
Putnam,Carmel 4,State Supreme Court Justice,9,Diane M. Clerkin,DEM,69
Putnam,Carmel 4,State Supreme Court Justice,9,Diane M. Clerkin,CON,14
Putnam,Carmel 4,State Supreme Court Justice,9,"John P. Collins, Jr.",CON,17
Putnam,Carmel 4,State Supreme Court Justice,9,"John P. Collins, Jr.",DEM,66
Putnam,Carmel 4,State Supreme Court Justice,9,Desmond C. Lyons,DEM,65
Putnam,Carmel 4,State Supreme Court Justice,9,George A. Smith,REP,87
Putnam,Carmel 4,State Supreme Court Justice,9,Kiel E. Van Horn,REP,80
Putnam,Carmel 4,State Supreme Court Justice,9,Thomas Humbach,REP,77
Putnam,Carmel 4,State Supreme Court Justice,9,Raymond P. Raiche,REP,78
Putnam,Carmel 4,State Supreme Court Justice,9,Raymond P. Raiche,CON,15
Putnam,Carmel 4,State Supreme Court Justice,9,Write-in,,0
Putnam,Carmel 4,State Supreme Court Justice,9,Under Votes,,33
Putnam,Carmel 4,State Supreme Court Justice,9,Over Votes,,4
Putnam,Carmel 5,State Supreme Court Justice,9,Verris B. Shako,CON,18
Putnam,Carmel 5,State Supreme Court Justice,9,Verris B. Shako,DEM,113
Putnam,Carmel 5,State Supreme Court Justice,9,Diane M. Clerkin,DEM,115
Putnam,Carmel 5,State Supreme Court Justice,9,Diane M. Clerkin,CON,22
