county,office,district,party,candidate,votes
Westchester,State Assembly,93,DEM,Shelley Mayer,2090
Westchester,State Assembly,93,REP,Donnamarie Nolan,541
Westchester,State Assembly,93,WOR,Shelley Mayer,124
Westchester,State Assembly,93,IND,Shelley Mayer,111
Westchester,State Assembly,93,,BLANK,39
Westchester,State Assembly,93,,VOID,10
Westchester,State Assembly,93,,SCATTERING,0
Westchester,State Assembly,93,,TOTAL,2915
Dutchess,State Assembly,100,DEM,Frank K. Skartados,2249
Dutchess,State Assembly,100,REP,John Forman,1051
Dutchess,State Assembly,100,CON,John Forman,209
Dutchess,State Assembly,100,WOR,Frank K. Skartados,327
Dutchess,State Assembly,100,IND,John Forman,186
Dutchess,State Assembly,100,,BLANK,15
Dutchess,State Assembly,100,,VOID,2
Dutchess,State Assembly,100,,SCATTERING,3
Dutchess,State Assembly,100,,TOTAL,4042
Orange,State Assembly,100,DEM,Frank K. Skartados,1892
Orange,State Assembly,100,REP,John Forman,984
Orange,State Assembly,100,CON,John Forman,226
Orange,State Assembly,100,WOR,Frank K. Skartados,186
Orange,State Assembly,100,IND,John Forman,66
Orange,State Assembly,100,,BLANK,9
Orange,State Assembly,100,,VOID,0
Orange,State Assembly,100,,SCATTERING,6
Orange,State Assembly,100,,TOTAL,3369
Ulster,State Assembly,100,DEM,Frank K. Skartados,1075
Ulster,State Assembly,100,REP,John Forman,855
Ulster,State Assembly,100,CON,John Forman,189
Ulster,State Assembly,100,WOR,Frank K. Skartados,140
Ulster,State Assembly,100,IND,John Forman,90
Ulster,State Assembly,100,,BLANK,1
Ulster,State Assembly,100,,VOID,7
Ulster,State Assembly,100,,SCATTERING,1
Ulster,State Assembly,100,,TOTAL,2358
,State Assembly,100,DEM,Frank K. Skartados,5216
,State Assembly,100,REP,John Forman,2890
,State Assembly,100,CON,John Forman,624
,State Assembly,100,WOR,Frank K. Skartados,653
,State Assembly,100,IND,John Forman,342
,State Assembly,100,,BLANK,25
,State Assembly,100,,VOID,9
,State Assembly,100,,SCATTERING,10
,State Assembly,100,,TOTAL,9769
Columbia,State Assembly,103,DEM,Didi Barrett,2061
Columbia,State Assembly,103,REP,Richard C. Wager,1260
Columbia,State Assembly,103,CON,Richard C. Wager,283
Columbia,State Assembly,103,WOR,Didi Barrett,257
Columbia,State Assembly,103,IND,Richard C. Wager,150
Columbia,State Assembly,103,,BLANK,1
Columbia,State Assembly,103,,VOID,2
Columbia,State Assembly,103,,SCATTERING,6
Columbia,State Assembly,103,,TOTAL,4020
Dutchess,State Assembly,103,DEM,Didi Barrett,3734
Dutchess,State Assembly,103,REP,Richard C. Wager,3258
Dutchess,State Assembly,103,CON,Richard C. Wager,890
Dutchess,State Assembly,103,WOR,Didi Barrett,412
Dutchess,State Assembly,103,IND,Richard C. Wager,329
Dutchess,State Assembly,103,,BLANK,11
Dutchess,State Assembly,103,,VOID,3
Dutchess,State Assembly,103,,SCATTERING,11
Dutchess,State Assembly,103,,TOTAL,8648
,State Assembly,103,DEM,Didi Barrett,5795
,State Assembly,103,REP,Richard C. Wager,4518
,State Assembly,103,CON,Richard C. Wager,1173
,State Assembly,103,WOR,Didi Barrett,669
,State Assembly,103,IND,Richard C. Wager,479
,State Assembly,103,,BLANK,12
,State Assembly,103,,VOID,5
,State Assembly,103,,SCATTERING,17
,State Assembly,103,,TOTAL,12668
Erie,State Assembly,145,DEM,Christopher J. Fahey,5079
Erie,State Assembly,145,REP,Michael P. Kearns,5833
Erie,State Assembly,145,CON,Christopher J. Fahey,316
Erie,State Assembly,145,WOR,Christopher J. Fahey,400
Erie,State Assembly,145,IND,Michael P. Kearns,1760
Erie,State Assembly,145,,BLANK,39
Erie,State Assembly,145,,VOID,0
Erie,State Assembly,145,,SCATTERING,0
Erie,State Assembly,145,,TOTAL,13427
Kings,State Senate,27,DEM,Lewis A. Fidler,10342
Kings,State Senate,27,REP,David Storobin,9664
Kings,State Senate,27,CON,David Storobin,1433
Kings,State Senate,27,IND,Lewis A. Fidler,742
Kings,State Senate,27,,BLANK,16
Kings,State Senate,27,,VOID,26
Kings,State Senate,27,,SCATTERING,36
Kings,State Senate,27,,TOTAL,22259
