county,office,district,party,candidate,votes
Albany,President,,REP,Ron Paul,583
Allegany,President,,REP,Ron Paul,117
Broome,President,,REP,Ron Paul,672
Cattaraugus,President,,REP,Ron Paul,167
Cayuga,President,,REP,Ron Paul,292
Chautauqua,President,,REP,Ron Paul,309
Chemung,President,,REP,Ron Paul,441
Chenango,President,,REP,Ron Paul,235
Clinton,President,,REP,Ron Paul,126
Columbia,President,,REP,Ron Paul,232
Cortland,President,,REP,Ron Paul,164
Delaware,President,,REP,Ron Paul,214
Dutchess,President,,REP,Ron Paul,635
Erie,President,,REP,Ron Paul,1249
Essex,President,,REP,Ron Paul,162
Franklin,President,,REP,Ron Paul,87
Fulton,President,,REP,Ron Paul,235
Genesee,President,,REP,Ron Paul,159
Greene,President,,REP,Ron Paul,186
Hamilton,President,,REP,Ron Paul,82
Herkimer,President,,REP,Ron Paul,235
Jefferson,President,,REP,Ron Paul,241
Lewis,President,,REP,Ron Paul,80
Livingston,President,,REP,Ron Paul,227
Madison,President,,REP,Ron Paul,263
Monroe,President,,REP,Ron Paul,1955
Montgomery,President,,REP,Ron Paul,131
Nassau,President,,REP,Ron Paul,1746
Niagara,President,,REP,Ron Paul,403
Oneida,President,,REP,Ron Paul,572
Onondaga,President,,REP,Ron Paul,1403
Ontario,President,,REP,Ron Paul,414
Orange,President,,REP,Ron Paul,711
Orleans,President,,REP,Ron Paul,117
Oswego,President,,REP,Ron Paul,509
Otsego,President,,REP,Ron Paul,160
Putnam,President,,REP,Ron Paul,218
Rensselaer,President,,REP,Ron Paul,377
Rockland,President,,REP,Ron Paul,217
St. Lawrence,President,,REP,Ron Paul,324
Saratoga,President,,REP,Ron Paul,854
Schenectady,President,,REP,Ron Paul,391
Schoharie,President,,REP,Ron Paul,105
Schuyler,President,,REP,Ron Paul,177
Seneca,President,,REP,Ron Paul,152
Steuben,President,,REP,Ron Paul,495
Suffolk,President,,REP,Ron Paul,2366
Sullivan,President,,REP,Ron Paul,126
Tioga,President,,REP,Ron Paul,282
Tompkins,President,,REP,Ron Paul,246
Ulster,President,,REP,Ron Paul,383
Warren,President,,REP,Ron Paul,310
Washington,President,,REP,Ron Paul,205
Wayne,President,,REP,Ron Paul,455
Westchester,President,,REP,Ron Paul,923
Wyoming,President,,REP,Ron Paul,109
Yates,President,,REP,Ron Paul,140
Total Outside of NYC,President,,REP,Ron Paul,24369
Bronx,President,,REP,Ron Paul,254
Kings,President,,REP,Ron Paul,735
New York,President,,REP,Ron Paul,868
Queens,President,,REP,Ron Paul,959
Richmond,President,,REP,Ron Paul,514
Total NYC,President,,REP,Ron Paul,3330
Total,President,,REP,Ron Paul,27699
Albany,President,,REP,Newt Gingrich,358
Allegany,President,,REP,Newt Gingrich,180
Broome,President,,REP,Newt Gingrich,653
Cattaraugus,President,,REP,Newt Gingrich,248
Cayuga,President,,REP,Newt Gingrich,192
Chautauqua,President,,REP,Newt Gingrich,265
Chemung,President,,REP,Newt Gingrich,359
Chenango,President,,REP,Newt Gingrich,173
Clinton,President,,REP,Newt Gingrich,77
Columbia,President,,REP,Newt Gingrich,168
Cortland,President,,REP,Newt Gingrich,117
Delaware,President,,REP,Newt Gingrich,165
Dutchess,President,,REP,Newt Gingrich,622
Erie,President,,REP,Newt Gingrich,2167
Essex,President,,REP,Newt Gingrich,96
Franklin,President,,REP,Newt Gingrich,51
Fulton,President,,REP,Newt Gingrich,209
Genesee,President,,REP,Newt Gingrich,219
Greene,President,,REP,Newt Gingrich,121
Hamilton,President,,REP,Newt Gingrich,55
Herkimer,President,,REP,Newt Gingrich,237
Jefferson,President,,REP,Newt Gingrich,205
Lewis,President,,REP,Newt Gingrich,69
Livingston,President,,REP,Newt Gingrich,184
Madison,President,,REP,Newt Gingrich,185
Monroe,President,,REP,Newt Gingrich,1312
Montgomery,President,,REP,Newt Gingrich,125
Nassau,President,,REP,Newt Gingrich,1739
Niagara,President,,REP,Newt Gingrich,709
Oneida,President,,REP,Newt Gingrich,610
Onondaga,President,,REP,Newt Gingrich,693
Ontario,President,,REP,Newt Gingrich,231
Orange,President,,REP,Newt Gingrich,762
Orleans,President,,REP,Newt Gingrich,109
Oswego,President,,REP,Newt Gingrich,230
Otsego,President,,REP,Newt Gingrich,153
Putnam,President,,REP,Newt Gingrich,197
Rensselaer,President,,REP,Newt Gingrich,233
Rockland,President,,REP,Newt Gingrich,319
St. Lawrence,President,,REP,Newt Gingrich,192
Saratoga,President,,REP,Newt Gingrich,637
Schenectady,President,,REP,Newt Gingrich,279
Schoharie,President,,REP,Newt Gingrich,113
Schuyler,President,,REP,Newt Gingrich,86
Seneca,President,,REP,Newt Gingrich,72
Steuben,President,,REP,Newt Gingrich,440
Suffolk,President,,REP,Newt Gingrich,2172
Sullivan,President,,REP,Newt Gingrich,123
Tioga,President,,REP,Newt Gingrich,176
Tompkins,President,,REP,Newt Gingrich,160
Ulster,President,,REP,Newt Gingrich,274
