county,precinct,office,district,party,candidate,vote
Tompkins,Town of Ithaca 8,President,,,Ballots Cast,747
Tompkins,Town of Ithaca 9,President,,,Ballots Cast,283
Tompkins,Town of Ithaca 11,President,,,Ballots Cast,759
Tompkins,Town of Ithaca 13,President,,,Ballots Cast,279
Tompkins,Town of Ithaca 14,President,,,Ballots Cast,662
Tompkins,Town of Ithaca 15,President,,,Ballots Cast,353
Tompkins,Lansing 1,President,,,Ballots Cast,782
Tompkins,"Lansing 2, 8",President,,,Ballots Cast,788
Tompkins,Lansing 3,President,,,Ballots Cast,890
Tompkins,Lansing 4,President,,,Ballots Cast,689
Tompkins,Lansing 5,President,,,Ballots Cast,914
Tompkins,Lansing 6,President,,,Ballots Cast,509
Tompkins,Lansing 7,President,,,Ballots Cast,795
Tompkins,Newfield 1,President,,,Ballots Cast,569
Tompkins,Newfield 2,President,,,Ballots Cast,563
Tompkins,Newfield 3,President,,,Ballots Cast,493
Tompkins,Newfield 4,President,,,Ballots Cast,530
Tompkins,Ulysses 1,President,,,Ballots Cast,872
Tompkins,Ulysses 2,President,,,Ballots Cast,548
Tompkins,Ulysses 3,President,,,Ballots Cast,738
Tompkins,Ulysses 4,President,,,Ballots Cast,596
Tompkins,TOMPKINS NY,President,,,Ballots Cast,
Tompkins,City of Ithaca 1-1,President,,Dem,Barack Obama,347
Tompkins,City of Ithaca 1-2,President,,Dem,Barack Obama,326
Tompkins,City of Ithaca 1-3,President,,Dem,Barack Obama,282
Tompkins,City of Ithaca 1-4,President,,Dem,Barack Obama,487
Tompkins,City of Ithaca 2-1,President,,Dem,Barack Obama,496
Tompkins,City of Ithaca 2-2,President,,Dem,Barack Obama,444
Tompkins,City of Ithaca 2-3,President,,Dem,Barack Obama,471
Tompkins,City of Ithaca 2-4,President,,Dem,Barack Obama,455
Tompkins,City of Ithaca 3-1,President,,Dem,Barack Obama,190
Tompkins,City of Ithaca 3-2,President,,Dem,Barack Obama,414
Tompkins,City of Ithaca 3-3,President,,Dem,Barack Obama,339
Tompkins,City of Ithaca 4-1,President,,Dem,Barack Obama,139
Tompkins,City of Ithaca 4-2,President,,Dem,Barack Obama,160
Tompkins,City of Ithaca 4-3,President,,Dem,Barack Obama,138
Tompkins,City of Ithaca 5-1,President,,Dem,Barack Obama,533
Tompkins,City of Ithaca 5-2,President,,Dem,Barack Obama,362
Tompkins,City of Ithaca 5-3,President,,Dem,Barack Obama,162
Tompkins,City of Ithaca 5-4,President,,Dem,Barack Obama,255
Tompkins,Caroline 1,President,,Dem,Barack Obama,174
Tompkins,Caroline 2,President,,Dem,Barack Obama,322
Tompkins,Caroline 3,President,,Dem,Barack Obama,454
Tompkins,Danby 1,President,,Dem,Barack Obama,528
Tompkins,Danby 2,President,,Dem,Barack Obama,80
Tompkins,Danby 3,President,,Dem,Barack Obama,470
Tompkins,Dryden 1,President,,Dem,Barack Obama,401
Tompkins,Dryden 2,President,,Dem,Barack Obama,279
Tompkins,Dryden 3,President,,Dem,Barack Obama,73
Tompkins,Dryden 4,President,,Dem,Barack Obama,403
Tompkins,Dryden 5,President,,Dem,Barack Obama,226
Tompkins,Dryden 6,President,,Dem,Barack Obama,285
Tompkins,Dryden 7,President,,Dem,Barack Obama,334
Tompkins,Dryden 8,President,,Dem,Barack Obama,544
Tompkins,Dryden 9,President,,Dem,Barack Obama,535
Tompkins,Dryden 10,President,,Dem,Barack Obama,326
Tompkins,Dryden 11,President,,Dem,Barack Obama,298
Tompkins,Enfield 1,President,,Dem,Barack Obama,382
Tompkins,Enfield 2,President,,Dem,Barack Obama,391
Tompkins,Groton 1,President,,Dem,Barack Obama,198
Tompkins,Groton 2,President,,Dem,Barack Obama,294
Tompkins,Groton 3,President,,Dem,Barack Obama,326
Tompkins,Groton 4,President,,Dem,Barack Obama,306
Tompkins,Town of Ithaca 1,President,,Dem,Barack Obama,399
Tompkins,Town of Ithaca 2,President,,Dem,Barack Obama,262
Tompkins,"Town of Ithaca 3, 10",President,,Dem,Barack Obama,571
Tompkins,"Town of Ithaca 4, 12",President,,Dem,Barack Obama,603
Tompkins,Town of Ithaca 5,President,,Dem,Barack Obama,537
Tompkins,Town of Ithaca 6,President,,Dem,Barack Obama,422
Tompkins,Town of Ithaca 7,President,,Dem,Barack Obama,379
Tompkins,Town of Ithaca 8,President,,Dem,Barack Obama,577
Tompkins,Town of Ithaca 9,President,,Dem,Barack Obama,219
Tompkins,Town of Ithaca 11,President,,Dem,Barack Obama,526
Tompkins,Town of Ithaca 13,President,,Dem,Barack Obama,192
Tompkins,Town of Ithaca 14,President,,Dem,Barack Obama,411
Tompkins,Town of Ithaca 15,President,,Dem,Barack Obama,261
Tompkins,Lansing 1,President,,Dem,Barack Obama,460
Tompkins,"Lansing 2, 8",President,,Dem,Barack Obama,401
Tompkins,Lansing 3,President,,Dem,Barack Obama,464
Tompkins,Lansing 4,President,,Dem,Barack Obama,334
Tompkins,Lansing 5,President,,Dem,Barack Obama,524
Tompkins,Lansing 6,President,,Dem,Barack Obama,366
Tompkins,Lansing 7,President,,Dem,Barack Obama,566
Tompkins,Newfield 1,President,,Dem,Barack Obama,304
Tompkins,Newfield 2,President,,Dem,Barack Obama,282
Tompkins,Newfield 3,President,,Dem,Barack Obama,254
Tompkins,Newfield 4,President,,Dem,Barack Obama,258
Tompkins,Ulysses 1,President,,Dem,Barack Obama,519
Tompkins,Ulysses 2,President,,Dem,Barack Obama,322
Tompkins,Ulysses 3,President,,Dem,Barack Obama,470
Tompkins,Ulysses 4,President,,Dem,Barack Obama,360
Tompkins,TOMPKINS NY,President,,Dem,Barack Obama,24872
Tompkins,City of Ithaca 1-1,President,,WF,Barack Obama,46
Tompkins,City of Ithaca 1-2,President,,WF,Barack Obama,36
Tompkins,City of Ithaca 1-3,President,,WF,Barack Obama,26
Tompkins,City of Ithaca 1-4,President,,WF,Barack Obama,52
Tompkins,City of Ithaca 2-1,President,,WF,Barack Obama,86
Tompkins,City of Ithaca 2-2,President,,WF,Barack Obama,59
Tompkins,City of Ithaca 2-3,President,,WF,Barack Obama,87
Tompkins,City of Ithaca 2-4,President,,WF,Barack Obama,46
Tompkins,City of Ithaca 3-1,President,,WF,Barack Obama,2
Tompkins,City of Ithaca 3-2,President,,WF,Barack Obama,35
Tompkins,City of Ithaca 3-3,President,,WF,Barack Obama,29
Tompkins,City of Ithaca 4-1,President,,WF,Barack Obama,7
Tompkins,City of Ithaca 4-2,President,,WF,Barack Obama,15
Tompkins,City of Ithaca 4-3,President,,WF,Barack Obama,7
Tompkins,City of Ithaca 5-1,President,,WF,Barack Obama,101
Tompkins,City of Ithaca 5-2,President,,WF,Barack Obama,43
Tompkins,City of Ithaca 5-3,President,,WF,Barack Obama,7
Tompkins,City of Ithaca 5-4,President,,WF,Barack Obama,42
Tompkins,Caroline 1,President,,WF,Barack Obama,15
Tompkins,Caroline 2,President,,WF,Barack Obama,38
Tompkins,Caroline 3,President,,WF,Barack Obama,44
Tompkins,Danby 1,President,,WF,Barack Obama,53
Tompkins,Danby 2,President,,WF,Barack Obama,24
Tompkins,Danby 3,President,,WF,Barack Obama,56
Tompkins,Dryden 1,President,,WF,Barack Obama,37
Tompkins,Dryden 2,President,,WF,Barack Obama,15
Tompkins,Dryden 3,President,,WF,Barack Obama,4
Tompkins,Dryden 4,President,,WF,Barack Obama,33
Tompkins,Dryden 5,President,,WF,Barack Obama,31
Tompkins,Dryden 6,President,,WF,Barack Obama,21
Tompkins,Dryden 7,President,,WF,Barack Obama,17
Tompkins,Dryden 8,President,,WF,Barack Obama,52
Tompkins,Dryden 9,President,,WF,Barack Obama,38
Tompkins,Dryden 10,President,,WF,Barack Obama,17
Tompkins,Dryden 11,President,,WF,Barack Obama,9
Tompkins,Enfield 1,President,,WF,Barack Obama,53
Tompkins,Enfield 2,President,,WF,Barack Obama,54
Tompkins,Groton 1,President,,WF,Barack Obama,23
Tompkins,Groton 2,President,,WF,Barack Obama,20
Tompkins,Groton 3,President,,WF,Barack Obama,41
Tompkins,Groton 4,President,,WF,Barack Obama,24
Tompkins,Town of Ithaca 1,President,,WF,Barack Obama,41
Tompkins,Town of Ithaca 2,President,,WF,Barack Obama,28
Tompkins,"Town of Ithaca 3, 10",President,,WF,Barack Obama,31
Tompkins,"Town of Ithaca 4, 12",President,,WF,Barack Obama,39
Tompkins,Town of Ithaca 5,President,,WF,Barack Obama,42
Tompkins,Town of Ithaca 6,President,,WF,Barack Obama,31
Tompkins,Town of Ithaca 7,President,,WF,Barack Obama,38
Tompkins,Town of Ithaca 8,President,,WF,Barack Obama,35
Tompkins,Town of Ithaca 9,President,,WF,Barack Obama,10
Tompkins,Town of Ithaca 11,President,,WF,Barack Obama,51
Tompkins,Town of Ithaca 13,President,,WF,Barack Obama,11
Tompkins,Town of Ithaca 14,President,,WF,Barack Obama,82
Tompkins,Town of Ithaca 15,President,,WF,Barack Obama,15
Tompkins,Lansing 1,President,,WF,Barack Obama,33
Tompkins,"Lansing 2, 8",President,,WF,Barack Obama,27
Tompkins,Lansing 3,President,,WF,Barack Obama,29
Tompkins,Lansing 4,President,,WF,Barack Obama,30
Tompkins,Lansing 5,President,,WF,Barack Obama,31
Tompkins,Lansing 6,President,,WF,Barack Obama,21
Tompkins,Lansing 7,President,,WF,Barack Obama,23
Tompkins,Newfield 1,President,,WF,Barack Obama,23
Tompkins,Newfield 2,President,,WF,Barack Obama,23
Tompkins,Newfield 3,President,,WF,Barack Obama,30
Tompkins,Newfield 4,President,,WF,Barack Obama,25
Tompkins,Ulysses 1,President,,WF,Barack Obama,51
Tompkins,Ulysses 2,President,,WF,Barack Obama,30
Tompkins,Ulysses 3,President,,WF,Barack Obama,57
Tompkins,Ulysses 4,President,,WF,Barack Obama,40
Tompkins,TOMPKINS NY,President,,WF,Barack Obama,2372
Tompkins,City of Ithaca 1-1,President,,Rep,Mitt Romney,61
Tompkins,City of Ithaca 1-2,President,,Rep,Mitt Romney,57
Tompkins,City of Ithaca 1-3,President,,Rep,Mitt Romney,58
Tompkins,City of Ithaca 1-4,President,,Rep,Mitt Romney,69
Tompkins,City of Ithaca 2-1,President,,Rep,Mitt Romney,43
Tompkins,City of Ithaca 2-2,President,,Rep,Mitt Romney,56
Tompkins,City of Ithaca 2-3,President,,Rep,Mitt Romney,38
Tompkins,City of Ithaca 2-4,President,,Rep,Mitt Romney,52
Tompkins,City of Ithaca 3-1,President,,Rep,Mitt Romney,36
Tompkins,City of Ithaca 3-2,President,,Rep,Mitt Romney,50
Tompkins,City of Ithaca 3-3,President,,Rep,Mitt Romney,60
Tompkins,City of Ithaca 4-1,President,,Rep,Mitt Romney,28
Tompkins,City of Ithaca 4-2,President,,Rep,Mitt Romney,24
Tompkins,City of Ithaca 4-3,President,,Rep,Mitt Romney,26
Tompkins,City of Ithaca 5-1,President,,Rep,Mitt Romney,65
Tompkins,City of Ithaca 5-2,President,,Rep,Mitt Romney,36
Tompkins,City of Ithaca 5-3,President,,Rep,Mitt Romney,22
Tompkins,City of Ithaca 5-4,President,,Rep,Mitt Romney,24
Tompkins,Caroline 1,President,,Rep,Mitt Romney,134
Tompkins,Caroline 2,President,,Rep,Mitt Romney,210
Tompkins,Caroline 3,President,,Rep,Mitt Romney,183
Tompkins,Danby 1,President,,Rep,Mitt Romney,227
Tompkins,Danby 2,President,,Rep,Mitt Romney,70
Tompkins,Danby 3,President,,Rep,Mitt Romney,203
Tompkins,Dryden 1,President,,Rep,Mitt Romney,233
Tompkins,Dryden 2,President,,Rep,Mitt Romney,279
Tompkins,Dryden 3,President,,Rep,Mitt Romney,67
Tompkins,Dryden 4,President,,Rep,Mitt Romney,107
Tompkins,Dryden 5,President,,Rep,Mitt Romney,123
Tompkins,Dryden 6,President,,Rep,Mitt Romney,255
Tompkins,Dryden 7,President,,Rep,Mitt Romney,286
Tompkins,Dryden 8,President,,Rep,Mitt Romney,151
Tompkins,Dryden 9,President,,Rep,Mitt Romney,110
Tompkins,Dryden 10,President,,Rep,Mitt Romney,210
Tompkins,Dryden 11,President,,Rep,Mitt Romney,247
Tompkins,Enfield 1,President,,Rep,Mitt Romney,260
Tompkins,Enfield 2,President,,Rep,Mitt Romney,271
Tompkins,Groton 1,President,,Rep,Mitt Romney,192
Tompkins,Groton 2,President,,Rep,Mitt Romney,289
Tompkins,Groton 3,President,,Rep,Mitt Romney,300
Tompkins,Groton 4,President,,Rep,Mitt Romney,305
Tompkins,Town of Ithaca 1,President,,Rep,Mitt Romney,127
Tompkins,Town of Ithaca 2,President,,Rep,Mitt Romney,86
Tompkins,"Town of Ithaca 3, 10",President,,Rep,Mitt Romney,151
Tompkins,"Town of Ithaca 4, 12",President,,Rep,Mitt Romney,108
Tompkins,Town of Ithaca 5,President,,Rep,Mitt Romney,119
Tompkins,Town of Ithaca 6,President,,Rep,Mitt Romney,119
Tompkins,Town of Ithaca 7,President,,Rep,Mitt Romney,98
Tompkins,Town of Ithaca 8,President,,Rep,Mitt Romney,112
Tompkins,Town of Ithaca 9,President,,Rep,Mitt Romney,44
Tompkins,Town of Ithaca 11,President,,Rep,Mitt Romney,148
Tompkins,Town of Ithaca 13,President,,Rep,Mitt Romney,63
Tompkins,Town of Ithaca 14,President,,Rep,Mitt Romney,129
Tompkins,Town of Ithaca 15,President,,Rep,Mitt Romney,73
Tompkins,Lansing 1,President,,Rep,Mitt Romney,250
Tompkins,"Lansing 2, 8",President,,Rep,Mitt Romney,297
Tompkins,Lansing 3,President,,Rep,Mitt Romney,348
Tompkins,Lansing 4,President,,Rep,Mitt Romney,282
Tompkins,Lansing 5,President,,Rep,Mitt Romney,320
Tompkins,Lansing 6,President,,Rep,Mitt Romney,105
Tompkins,Lansing 7,President,,Rep,Mitt Romney,162
Tompkins,Newfield 1,President,,Rep,Mitt Romney,208
Tompkins,Newfield 2,President,,Rep,Mitt Romney,218
Tompkins,Newfield 3,President,,Rep,Mitt Romney,164
Tompkins,Newfield 4,President,,Rep,Mitt Romney,201
Tompkins,Ulysses 1,President,,Rep,Mitt Romney,255
Tompkins,Ulysses 2,President,,Rep,Mitt Romney,161
Tompkins,Ulysses 3,President,,Rep,Mitt Romney,168
Tompkins,Ulysses 4,President,,Rep,Mitt Romney,158
Tompkins,TOMPKINS NY,President,,Rep,Mitt Romney,10191
Tompkins,City of Ithaca 1-1,President,,Con,Mitt Romney,7
Tompkins,City of Ithaca 1-2,President,,Con,Mitt Romney,6
Tompkins,City of Ithaca 1-3,President,,Con,Mitt Romney,5
Tompkins,City of Ithaca 1-4,President,,Con,Mitt Romney,4
Tompkins,City of Ithaca 2-1,President,,Con,Mitt Romney,4
Tompkins,City of Ithaca 2-2,President,,Con,Mitt Romney,8
Tompkins,City of Ithaca 2-3,President,,Con,Mitt Romney,5
Tompkins,City of Ithaca 2-4,President,,Con,Mitt Romney,1
Tompkins,City of Ithaca 3-1,President,,Con,Mitt Romney,1
Tompkins,City of Ithaca 3-2,President,,Con,Mitt Romney,4
Tompkins,City of Ithaca 3-3,President,,Con,Mitt Romney,6
Tompkins,City of Ithaca 4-1,President,,Con,Mitt Romney,1
Tompkins,City of Ithaca 4-2,President,,Con,Mitt Romney,2
Tompkins,City of Ithaca 4-3,President,,Con,Mitt Romney,1
Tompkins,City of Ithaca 5-1,President,,Con,Mitt Romney,2
Tompkins,City of Ithaca 5-2,President,,Con,Mitt Romney,1
Tompkins,City of Ithaca 5-3,President,,Con,Mitt Romney,2
Tompkins,City of Ithaca 5-4,President,,Con,Mitt Romney,4
Tompkins,Caroline 1,President,,Con,Mitt Romney,16
Tompkins,Caroline 2,President,,Con,Mitt Romney,27
Tompkins,Caroline 3,President,,Con,Mitt Romney,12
Tompkins,Danby 1,President,,Con,Mitt Romney,14
Tompkins,Danby 2,President,,Con,Mitt Romney,2
Tompkins,Danby 3,President,,Con,Mitt Romney,17
Tompkins,Dryden 1,President,,Con,Mitt Romney,27
Tompkins,Dryden 2,President,,Con,Mitt Romney,39
Tompkins,Dryden 3,President,,Con,Mitt Romney,9
Tompkins,Dryden 4,President,,Con,Mitt Romney,11
Tompkins,Dryden 5,President,,Con,Mitt Romney,14
Tompkins,Dryden 6,President,,Con,Mitt Romney,31
Tompkins,Dryden 7,President,,Con,Mitt Romney,30
Tompkins,Dryden 8,President,,Con,Mitt Romney,14
Tompkins,Dryden 9,President,,Con,Mitt Romney,9
Tompkins,Dryden 10,President,,Con,Mitt Romney,14
Tompkins,Dryden 11,President,,Con,Mitt Romney,24
Tompkins,Enfield 1,President,,Con,Mitt Romney,22
Tompkins,Enfield 2,President,,Con,Mitt Romney,21
Tompkins,Groton 1,President,,Con,Mitt Romney,20
Tompkins,Groton 2,President,,Con,Mitt Romney,39
Tompkins,Groton 3,President,,Con,Mitt Romney,23
Tompkins,Groton 4,President,,Con,Mitt Romney,27
Tompkins,Town of Ithaca 1,President,,Con,Mitt Romney,17
Tompkins,Town of Ithaca 2,President,,Con,Mitt Romney,9
Tompkins,"Town of Ithaca 3, 10",President,,Con,Mitt Romney,12
Tompkins,"Town of Ithaca 4, 12",President,,Con,Mitt Romney,13
Tompkins,Town of Ithaca 5,President,,Con,Mitt Romney,6
Tompkins,Town of Ithaca 6,President,,Con,Mitt Romney,6
Tompkins,Town of Ithaca 7,President,,Con,Mitt Romney,9
Tompkins,Town of Ithaca 8,President,,Con,Mitt Romney,4
Tompkins,Town of Ithaca 9,President,,Con,Mitt Romney,2
Tompkins,Town of Ithaca 11,President,,Con,Mitt Romney,10
Tompkins,Town of Ithaca 13,President,,Con,Mitt Romney,2
Tompkins,Town of Ithaca 14,President,,Con,Mitt Romney,8
Tompkins,Town of Ithaca 15,President,,Con,Mitt Romney,2
Tompkins,Lansing 1,President,,Con,Mitt Romney,19
Tompkins,"Lansing 2, 8",President,,Con,Mitt Romney,29
Tompkins,Lansing 3,President,,Con,Mitt Romney,31
Tompkins,Lansing 4,President,,Con,Mitt Romney,28
Tompkins,Lansing 5,President,,Con,Mitt Romney,15
Tompkins,Lansing 6,President,,Con,Mitt Romney,4
Tompkins,Lansing 7,President,,Con,Mitt Romney,11
Tompkins,Newfield 1,President,,Con,Mitt Romney,17
Tompkins,Newfield 2,President,,Con,Mitt Romney,31
Tompkins,Newfield 3,President,,Con,Mitt Romney,13
Tompkins,Newfield 4,President,,Con,Mitt Romney,29
Tompkins,Ulysses 1,President,,Con,Mitt Romney,20
Tompkins,Ulysses 2,President,,Con,Mitt Romney,18
Tompkins,Ulysses 3,President,,Con,Mitt Romney,8
Tompkins,Ulysses 4,President,,Con,Mitt Romney,17
Tompkins,TOMPKINS NY,President,,Con,Mitt Romney,916
Tompkins,City of Ithaca 1-1,President,,Green,Jill Stein,22
Tompkins,City of Ithaca 1-2,President,,Green,Jill Stein,16
Tompkins,City of Ithaca 1-3,President,,Green,Jill Stein,21
Tompkins,City of Ithaca 1-4,President,,Green,Jill Stein,24
Tompkins,City of Ithaca 2-1,President,,Green,Jill Stein,37
Tompkins,City of Ithaca 2-2,President,,Green,Jill Stein,21
Tompkins,City of Ithaca 2-3,President,,Green,Jill Stein,31
Tompkins,City of Ithaca 2-4,President,,Green,Jill Stein,22
Tompkins,City of Ithaca 3-1,President,,Green,Jill Stein,2
Tompkins,City of Ithaca 3-2,President,,Green,Jill Stein,14
Tompkins,City of Ithaca 3-3,President,,Green,Jill Stein,14
Tompkins,City of Ithaca 4-1,President,,Green,Jill Stein,5
Tompkins,City of Ithaca 4-2,President,,Green,Jill Stein,6
Tompkins,City of Ithaca 4-3,President,,Green,Jill Stein,4
Tompkins,City of Ithaca 5-1,President,,Green,Jill Stein,31
Tompkins,City of Ithaca 5-2,President,,Green,Jill Stein,14
Tompkins,City of Ithaca 5-3,President,,Green,Jill Stein,10
Tompkins,City of Ithaca 5-4,President,,Green,Jill Stein,24
Tompkins,Caroline 1,President,,Green,Jill Stein,13
Tompkins,Caroline 2,President,,Green,Jill Stein,19
Tompkins,Caroline 3,President,,Green,Jill Stein,21
Tompkins,Danby 1,President,,Green,Jill Stein,17
Tompkins,Danby 2,President,,Green,Jill Stein,4
Tompkins,Danby 3,President,,Green,Jill Stein,10
Tompkins,Dryden 1,President,,Green,Jill Stein,11
Tompkins,Dryden 2,President,,Green,Jill Stein,8
Tompkins,Dryden 3,President,,Green,Jill Stein,1
Tompkins,Dryden 4,President,,Green,Jill Stein,14
Tompkins,Dryden 5,President,,Green,Jill Stein,10
Tompkins,Dryden 6,President,,Green,Jill Stein,11
Tompkins,Dryden 7,President,,Green,Jill Stein,6
Tompkins,Dryden 8,President,,Green,Jill Stein,19
Tompkins,Dryden 9,President,,Green,Jill Stein,16
Tompkins,Dryden 10,President,,Green,Jill Stein,9
Tompkins,Dryden 11,President,,Green,Jill Stein,8
Tompkins,Enfield 1,President,,Green,Jill Stein,18
Tompkins,Enfield 2,President,,Green,Jill Stein,13
Tompkins,Groton 1,President,,Green,Jill Stein,7
Tompkins,Groton 2,President,,Green,Jill Stein,3
Tompkins,Groton 3,President,,Green,Jill Stein,8
Tompkins,Groton 4,President,,Green,Jill Stein,2
Tompkins,Town of Ithaca 1,President,,Green,Jill Stein,8
Tompkins,Town of Ithaca 2,President,,Green,Jill Stein,8
Tompkins,"Town of Ithaca 3, 10",President,,Green,Jill Stein,10
Tompkins,"Town of Ithaca 4, 12",President,,Green,Jill Stein,17
Tompkins,Town of Ithaca 5,President,,Green,Jill Stein,19
Tompkins,Town of Ithaca 6,President,,Green,Jill Stein,8
Tompkins,Town of Ithaca 7,President,,Green,Jill Stein,3
Tompkins,Town of Ithaca 8,President,,Green,Jill Stein,11
Tompkins,Town of Ithaca 9,President,,Green,Jill Stein,5
Tompkins,Town of Ithaca 11,President,,Green,Jill Stein,16
Tompkins,Town of Ithaca 13,President,,Green,Jill Stein,8
Tompkins,Town of Ithaca 14,President,,Green,Jill Stein,20
Tompkins,Town of Ithaca 15,President,,Green,Jill Stein,2
Tompkins,Lansing 1,President,,Green,Jill Stein,8
Tompkins,"Lansing 2, 8",President,,Green,Jill Stein,10
Tompkins,Lansing 3,President,,Green,Jill Stein,7
Tompkins,Lansing 4,President,,Green,Jill Stein,8
Tompkins,Lansing 5,President,,Green,Jill Stein,5
Tompkins,Lansing 6,President,,Green,Jill Stein,6
Tompkins,Lansing 7,President,,Green,Jill Stein,17
Tompkins,Newfield 1,President,,Green,Jill Stein,5
Tompkins,Newfield 2,President,,Green,Jill Stein,6
Tompkins,Newfield 3,President,,Green,Jill Stein,13
Tompkins,Newfield 4,President,,Green,Jill Stein,5
Tompkins,Ulysses 1,President,,Green,Jill Stein,10
Tompkins,Ulysses 2,President,,Green,Jill Stein,7
Tompkins,Ulysses 3,President,,Green,Jill Stein,17
Tompkins,Ulysses 4,President,,Green,Jill Stein,9
Tompkins,TOMPKINS NY,President,,Green,Jill Stein,834
Tompkins,City of Ithaca 1-1,President,,Soc & Lib,Peta Lindsay,1
Tompkins,City of Ithaca 1-2,President,,Soc & Lib,Peta Lindsay,2
Tompkins,City of Ithaca 1-3,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 1-4,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 2-1,President,,Soc & Lib,Peta Lindsay,1
Tompkins,City of Ithaca 2-2,President,,Soc & Lib,Peta Lindsay,1
Tompkins,City of Ithaca 2-3,President,,Soc & Lib,Peta Lindsay,3
Tompkins,City of Ithaca 2-4,President,,Soc & Lib,Peta Lindsay,2
Tompkins,City of Ithaca 3-1,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 3-2,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 3-3,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 4-1,President,,Soc & Lib,Peta Lindsay,1
Tompkins,City of Ithaca 4-2,President,,Soc & Lib,Peta Lindsay,1
Tompkins,City of Ithaca 4-3,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 5-1,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 5-2,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 5-3,President,,Soc & Lib,Peta Lindsay,0
Tompkins,City of Ithaca 5-4,President,,Soc & Lib,Peta Lindsay,1
Tompkins,Caroline 1,President,,Soc & Lib,Peta Lindsay,0
Tompkins,Caroline 2,President,,Soc & Lib,Peta Lindsay,1
Tompkins,Caroline 3,President,,Soc & Lib,Peta Lindsay,0
Tompkins,Danby 1,President,,Soc & Lib,Peta Lindsay,1
Tompkins,Danby 2,President,,Soc & Lib,Peta Lindsay,0
Tompkins,Danby 3,President,,Soc & Lib,Peta Lindsay,1
Tompkins,Dryden 1,President,,Soc & Lib,Peta Lindsay,0
Tompkins,Dryden 2,President,,Soc & Lib,Peta Lindsay,1
Tompkins,Dryden 3,President,,Soc & Lib,Peta Lindsay,0
