county,precinct,office,candidate,party,votes
Onondaga,Geddes 16,ATTORNEY GENERAL,Ballots,DEM,68
Onondaga,Geddes 16,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,31
Onondaga,Geddes 16,ATTORNEY GENERAL,Letitia A James,DEM,7
Onondaga,Geddes 16,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Geddes 16,ATTORNEY GENERAL,Zephyr Teachout,DEM,22
Onondaga,Geddes 16,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Geddes 16,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Lafayette 01,ATTORNEY GENERAL,Ballots,DEM,78
Onondaga,Lafayette 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,29
Onondaga,Lafayette 01,ATTORNEY GENERAL,Letitia A James,DEM,7
Onondaga,Lafayette 01,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Lafayette 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,34
Onondaga,Lafayette 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lafayette 01,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Lafayette 03,ATTORNEY GENERAL,Ballots,DEM,101
Onondaga,Lafayette 03,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,52
Onondaga,Lafayette 03,ATTORNEY GENERAL,Letitia A James,DEM,21
Onondaga,Lafayette 03,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Lafayette 03,ATTORNEY GENERAL,Zephyr Teachout,DEM,26
Onondaga,Lafayette 03,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lafayette 03,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Lafayette 04,ATTORNEY GENERAL,Ballots,DEM,49
Onondaga,Lafayette 04,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,18
Onondaga,Lafayette 04,ATTORNEY GENERAL,Letitia A James,DEM,9
Onondaga,Lafayette 04,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Lafayette 04,ATTORNEY GENERAL,Zephyr Teachout,DEM,21
Onondaga,Lafayette 04,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lafayette 04,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Lysander 01,ATTORNEY GENERAL,Ballots,DEM,68
Onondaga,Lysander 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,37
Onondaga,Lysander 01,ATTORNEY GENERAL,Letitia A James,DEM,12
Onondaga,Lysander 01,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Lysander 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,18
Onondaga,Lysander 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lysander 01,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Lysander 02,ATTORNEY GENERAL,Ballots,DEM,60
Onondaga,Lysander 02,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,31
Onondaga,Lysander 02,ATTORNEY GENERAL,Letitia A James,DEM,7
Onondaga,Lysander 02,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Lysander 02,ATTORNEY GENERAL,Zephyr Teachout,DEM,19
Onondaga,Lysander 02,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lysander 02,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Lysander 04,ATTORNEY GENERAL,Ballots,DEM,156
Onondaga,Lysander 04,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,63
Onondaga,Lysander 04,ATTORNEY GENERAL,Letitia A James,DEM,19
Onondaga,Lysander 04,ATTORNEY GENERAL,Leecia R Eve,DEM,7
Onondaga,Lysander 04,ATTORNEY GENERAL,Zephyr Teachout,DEM,64
Onondaga,Lysander 04,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Lysander 04,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Lysander 05,ATTORNEY GENERAL,Ballots,DEM,139
Onondaga,Lysander 05,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,56
Onondaga,Lysander 05,ATTORNEY GENERAL,Letitia A James,DEM,18
Onondaga,Lysander 05,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Lysander 05,ATTORNEY GENERAL,Zephyr Teachout,DEM,49
Onondaga,Lysander 05,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Lysander 05,ATTORNEY GENERAL,Voids/Blanks,DEM,12
Onondaga,Lysander 06,ATTORNEY GENERAL,Ballots,DEM,173
Onondaga,Lysander 06,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,97
Onondaga,Lysander 06,ATTORNEY GENERAL,Letitia A James,DEM,19
Onondaga,Lysander 06,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Lysander 06,ATTORNEY GENERAL,Zephyr Teachout,DEM,49
Onondaga,Lysander 06,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lysander 06,ATTORNEY GENERAL,Voids/Blanks,DEM,7
Onondaga,Lysander 08,ATTORNEY GENERAL,Ballots,DEM,131
Onondaga,Lysander 08,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,65
Onondaga,Lysander 08,ATTORNEY GENERAL,Letitia A James,DEM,20
Onondaga,Lysander 08,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Lysander 08,ATTORNEY GENERAL,Zephyr Teachout,DEM,36
Onondaga,Lysander 08,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lysander 08,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Lysander 12,ATTORNEY GENERAL,Ballots,DEM,85
Onondaga,Lysander 12,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,45
Onondaga,Lysander 12,ATTORNEY GENERAL,Letitia A James,DEM,16
Onondaga,Lysander 12,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Lysander 12,ATTORNEY GENERAL,Zephyr Teachout,DEM,21
Onondaga,Lysander 12,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lysander 12,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Lysander 16,ATTORNEY GENERAL,Ballots,DEM,139
Onondaga,Lysander 16,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,67
Onondaga,Lysander 16,ATTORNEY GENERAL,Letitia A James,DEM,20
Onondaga,Lysander 16,ATTORNEY GENERAL,Leecia R Eve,DEM,7
Onondaga,Lysander 16,ATTORNEY GENERAL,Zephyr Teachout,DEM,41
Onondaga,Lysander 16,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Lysander 16,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Manlius 01,ATTORNEY GENERAL,Ballots,DEM,111
Onondaga,Manlius 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,62
Onondaga,Manlius 01,ATTORNEY GENERAL,Letitia A James,DEM,20
Onondaga,Manlius 01,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Manlius 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,25
Onondaga,Manlius 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 01,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Manlius 02,ATTORNEY GENERAL,Ballots,DEM,143
Onondaga,Manlius 02,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,70
Onondaga,Manlius 02,ATTORNEY GENERAL,Letitia A James,DEM,23
Onondaga,Manlius 02,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Manlius 02,ATTORNEY GENERAL,Zephyr Teachout,DEM,34
Onondaga,Manlius 02,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 02,ATTORNEY GENERAL,Voids/Blanks,DEM,10
Onondaga,Manlius 04,ATTORNEY GENERAL,Ballots,DEM,161
Onondaga,Manlius 04,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,67
Onondaga,Manlius 04,ATTORNEY GENERAL,Letitia A James,DEM,25
Onondaga,Manlius 04,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Manlius 04,ATTORNEY GENERAL,Zephyr Teachout,DEM,55
Onondaga,Manlius 04,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 04,ATTORNEY GENERAL,Voids/Blanks,DEM,9
Onondaga,Manlius 05,ATTORNEY GENERAL,Ballots,DEM,154
Onondaga,Manlius 05,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,52
Onondaga,Manlius 05,ATTORNEY GENERAL,Letitia A James,DEM,29
Onondaga,Manlius 05,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Manlius 05,ATTORNEY GENERAL,Zephyr Teachout,DEM,64
Onondaga,Manlius 05,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Manlius 05,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Manlius 06,ATTORNEY GENERAL,Ballots,DEM,186
Onondaga,Manlius 06,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,64
Onondaga,Manlius 06,ATTORNEY GENERAL,Letitia A James,DEM,29
Onondaga,Manlius 06,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Manlius 06,ATTORNEY GENERAL,Zephyr Teachout,DEM,79
Onondaga,Manlius 06,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 06,ATTORNEY GENERAL,Voids/Blanks,DEM,8
Onondaga,Manlius 08,ATTORNEY GENERAL,Ballots,DEM,315
Onondaga,Manlius 08,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,121
Onondaga,Manlius 08,ATTORNEY GENERAL,Letitia A James,DEM,40
Onondaga,Manlius 08,ATTORNEY GENERAL,Leecia R Eve,DEM,9
Onondaga,Manlius 08,ATTORNEY GENERAL,Zephyr Teachout,DEM,138
Onondaga,Manlius 08,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 08,ATTORNEY GENERAL,Voids/Blanks,DEM,7
Onondaga,Manlius 09,ATTORNEY GENERAL,Ballots,DEM,154
Onondaga,Manlius 09,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,89
Onondaga,Manlius 09,ATTORNEY GENERAL,Letitia A James,DEM,21
Onondaga,Manlius 09,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Manlius 09,ATTORNEY GENERAL,Zephyr Teachout,DEM,36
Onondaga,Manlius 09,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 09,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Manlius 13,ATTORNEY GENERAL,Ballots,DEM,149
Onondaga,Manlius 13,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,64
Onondaga,Manlius 13,ATTORNEY GENERAL,Letitia A James,DEM,29
Onondaga,Manlius 13,ATTORNEY GENERAL,Leecia R Eve,DEM,7
Onondaga,Manlius 13,ATTORNEY GENERAL,Zephyr Teachout,DEM,44
Onondaga,Manlius 13,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 13,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Manlius 14,ATTORNEY GENERAL,Ballots,DEM,145
Onondaga,Manlius 14,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,53
Onondaga,Manlius 14,ATTORNEY GENERAL,Letitia A James,DEM,20
Onondaga,Manlius 14,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Manlius 14,ATTORNEY GENERAL,Zephyr Teachout,DEM,68
Onondaga,Manlius 14,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 14,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Manlius 18,ATTORNEY GENERAL,Ballots,DEM,235
Onondaga,Manlius 18,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,100
Onondaga,Manlius 18,ATTORNEY GENERAL,Letitia A James,DEM,31
Onondaga,Manlius 18,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Manlius 18,ATTORNEY GENERAL,Zephyr Teachout,DEM,86
Onondaga,Manlius 18,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 18,ATTORNEY GENERAL,Voids/Blanks,DEM,12
Onondaga,Manlius 26,ATTORNEY GENERAL,Ballots,DEM,134
Onondaga,Manlius 26,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,44
Onondaga,Manlius 26,ATTORNEY GENERAL,Letitia A James,DEM,19
Onondaga,Manlius 26,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Manlius 26,ATTORNEY GENERAL,Zephyr Teachout,DEM,65
Onondaga,Manlius 26,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 26,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Manlius 27,ATTORNEY GENERAL,Ballots,DEM,114
Onondaga,Manlius 27,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,35
Onondaga,Manlius 27,ATTORNEY GENERAL,Letitia A James,DEM,24
Onondaga,Manlius 27,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Manlius 27,ATTORNEY GENERAL,Zephyr Teachout,DEM,49
Onondaga,Manlius 27,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Manlius 27,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Manlius 28,ATTORNEY GENERAL,Ballots,DEM,45
Onondaga,Manlius 28,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,23
Onondaga,Manlius 28,ATTORNEY GENERAL,Letitia A James,DEM,5
Onondaga,Manlius 28,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Manlius 28,ATTORNEY GENERAL,Zephyr Teachout,DEM,15
Onondaga,Manlius 28,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Manlius 28,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Manlius 31,ATTORNEY GENERAL,Ballots,DEM,125
Onondaga,Manlius 31,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,44
Onondaga,Manlius 31,ATTORNEY GENERAL,Letitia A James,DEM,26
Onondaga,Manlius 31,ATTORNEY GENERAL,Leecia R Eve,DEM,7
Onondaga,Manlius 31,ATTORNEY GENERAL,Zephyr Teachout,DEM,46
Onondaga,Manlius 31,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Manlius 31,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Marcellus 01,ATTORNEY GENERAL,Ballots,DEM,217
Onondaga,Marcellus 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,98
Onondaga,Marcellus 01,ATTORNEY GENERAL,Letitia A James,DEM,40
Onondaga,Marcellus 01,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Marcellus 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,68
Onondaga,Marcellus 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Marcellus 01,ATTORNEY GENERAL,Voids/Blanks,DEM,6
Onondaga,Marcellus 03,ATTORNEY GENERAL,Ballots,DEM,90
Onondaga,Marcellus 03,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,44
Onondaga,Marcellus 03,ATTORNEY GENERAL,Letitia A James,DEM,17
Onondaga,Marcellus 03,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Marcellus 03,ATTORNEY GENERAL,Zephyr Teachout,DEM,23
Onondaga,Marcellus 03,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Marcellus 03,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Onondaga 01,ATTORNEY GENERAL,Ballots,DEM,111
Onondaga,Onondaga 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,53
Onondaga,Onondaga 01,ATTORNEY GENERAL,Letitia A James,DEM,11
Onondaga,Onondaga 01,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Onondaga 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,42
Onondaga,Onondaga 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 01,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Onondaga 02,ATTORNEY GENERAL,Ballots,DEM,115
Onondaga,Onondaga 02,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,52
Onondaga,Onondaga 02,ATTORNEY GENERAL,Letitia A James,DEM,21
Onondaga,Onondaga 02,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Onondaga 02,ATTORNEY GENERAL,Zephyr Teachout,DEM,29
Onondaga,Onondaga 02,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 02,ATTORNEY GENERAL,Voids/Blanks,DEM,7
Onondaga,Onondaga 03,ATTORNEY GENERAL,Ballots,DEM,130
Onondaga,Onondaga 03,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,62
Onondaga,Onondaga 03,ATTORNEY GENERAL,Letitia A James,DEM,26
Onondaga,Onondaga 03,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Onondaga 03,ATTORNEY GENERAL,Zephyr Teachout,DEM,37
Onondaga,Onondaga 03,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 03,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Onondaga 04,ATTORNEY GENERAL,Ballots,DEM,143
Onondaga,Onondaga 04,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,83
Onondaga,Onondaga 04,ATTORNEY GENERAL,Letitia A James,DEM,28
Onondaga,Onondaga 04,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Onondaga 04,ATTORNEY GENERAL,Zephyr Teachout,DEM,24
Onondaga,Onondaga 04,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 04,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Onondaga 05,ATTORNEY GENERAL,Ballots,DEM,94
Onondaga,Onondaga 05,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,46
Onondaga,Onondaga 05,ATTORNEY GENERAL,Letitia A James,DEM,18
Onondaga,Onondaga 05,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Onondaga 05,ATTORNEY GENERAL,Zephyr Teachout,DEM,24
Onondaga,Onondaga 05,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 05,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Onondaga 06,ATTORNEY GENERAL,Ballots,DEM,46
Onondaga,Onondaga 06,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,23
Onondaga,Onondaga 06,ATTORNEY GENERAL,Letitia A James,DEM,8
Onondaga,Onondaga 06,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Onondaga 06,ATTORNEY GENERAL,Zephyr Teachout,DEM,11
Onondaga,Onondaga 06,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 06,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Onondaga 09,ATTORNEY GENERAL,Ballots,DEM,90
Onondaga,Onondaga 09,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,48
Onondaga,Onondaga 09,ATTORNEY GENERAL,Letitia A James,DEM,15
Onondaga,Onondaga 09,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Onondaga 09,ATTORNEY GENERAL,Zephyr Teachout,DEM,25
Onondaga,Onondaga 09,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 09,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Onondaga 11,ATTORNEY GENERAL,Ballots,DEM,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Letitia A James,DEM,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Zephyr Teachout,DEM,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 11,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Onondaga 12,ATTORNEY GENERAL,Ballots,DEM,128
Onondaga,Onondaga 12,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,66
Onondaga,Onondaga 12,ATTORNEY GENERAL,Letitia A James,DEM,13
Onondaga,Onondaga 12,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Onondaga 12,ATTORNEY GENERAL,Zephyr Teachout,DEM,40
Onondaga,Onondaga 12,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 12,ATTORNEY GENERAL,Voids/Blanks,DEM,7
Onondaga,Onondaga 13,ATTORNEY GENERAL,Ballots,DEM,126
Onondaga,Onondaga 13,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,49
Onondaga,Onondaga 13,ATTORNEY GENERAL,Letitia A James,DEM,30
Onondaga,Onondaga 13,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Onondaga 13,ATTORNEY GENERAL,Zephyr Teachout,DEM,40
Onondaga,Onondaga 13,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 13,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Onondaga 14,ATTORNEY GENERAL,Ballots,DEM,147
Onondaga,Onondaga 14,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,67
Onondaga,Onondaga 14,ATTORNEY GENERAL,Letitia A James,DEM,27
Onondaga,Onondaga 14,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Onondaga 14,ATTORNEY GENERAL,Zephyr Teachout,DEM,44
Onondaga,Onondaga 14,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Onondaga 14,ATTORNEY GENERAL,Voids/Blanks,DEM,6
Onondaga,Otisco 01,ATTORNEY GENERAL,Ballots,DEM,86
Onondaga,Otisco 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,47
Onondaga,Otisco 01,ATTORNEY GENERAL,Letitia A James,DEM,10
Onondaga,Otisco 01,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Otisco 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,24
Onondaga,Otisco 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Otisco 01,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Pompey 01,ATTORNEY GENERAL,Ballots,DEM,109
Onondaga,Pompey 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,40
Onondaga,Pompey 01,ATTORNEY GENERAL,Letitia A James,DEM,15
Onondaga,Pompey 01,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Pompey 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,47
Onondaga,Pompey 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Pompey 01,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Pompey 03,ATTORNEY GENERAL,Ballots,DEM,138
Onondaga,Pompey 03,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,46
Onondaga,Pompey 03,ATTORNEY GENERAL,Letitia A James,DEM,20
Onondaga,Pompey 03,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Pompey 03,ATTORNEY GENERAL,Zephyr Teachout,DEM,63
Onondaga,Pompey 03,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Pompey 03,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Pompey 04,ATTORNEY GENERAL,Ballots,DEM,91
Onondaga,Pompey 04,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,33
Onondaga,Pompey 04,ATTORNEY GENERAL,Letitia A James,DEM,18
Onondaga,Pompey 04,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Pompey 04,ATTORNEY GENERAL,Zephyr Teachout,DEM,35
Onondaga,Pompey 04,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Pompey 04,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Pompey 05,ATTORNEY GENERAL,Ballots,DEM,57
Onondaga,Pompey 05,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,27
Onondaga,Pompey 05,ATTORNEY GENERAL,Letitia A James,DEM,11
Onondaga,Pompey 05,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Pompey 05,ATTORNEY GENERAL,Zephyr Teachout,DEM,13
Onondaga,Pompey 05,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Pompey 05,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Ballots,DEM,164
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,88
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Letitia A James,DEM,30
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,37
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Salina - Ward 01 01,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Ballots,DEM,183
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,81
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Letitia A James,DEM,26
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Zephyr Teachout,DEM,63
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Salina - Ward 01 03,ATTORNEY GENERAL,Voids/Blanks,DEM,8
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Ballots,DEM,117
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,66
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Letitia A James,DEM,15
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Zephyr Teachout,DEM,31
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Salina - Ward 01 06,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Ballots,DEM,72
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,32
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Letitia A James,DEM,13
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Zephyr Teachout,DEM,23
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Salina - Ward 01 14,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Ballots,DEM,200
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,109
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Letitia A James,DEM,33
Onondaga,Salina - Ward 02 05,ATTORNEY GENERAL,Leecia R Eve,DEM,4
