county,precinct,office,district,Candidate,party,Votes,,,,,,,,,,
westchester,Town of Somers  180013,Governor,,ANDREW M CUOMO,DEM,47,,,,,,,,,,
westchester,Town of Somers  180014,Governor,,ANDREW M CUOMO,DEM,124,,,,,,,,,,
westchester,Town of Somers  180015,Governor,,ANDREW M CUOMO,DEM,155,,,,,,,,,,
westchester,Town of Somers  180016,Governor,,ANDREW M CUOMO,DEM,43,,,,,,,,,,
westchester,Town of Somers  180017,Governor,,ANDREW M CUOMO,DEM,43,,,,,,,,,,
westchester,Town of Somers  180018,Governor,,ANDREW M CUOMO,DEM,106,,,,,,,,,,
westchester,Town of Yorktown  190001,Governor,,ANDREW M CUOMO,DEM,56,,,,,,,,,,
westchester,Town of Yorktown  190002,Governor,,ANDREW M CUOMO,DEM,40,,,,,,,,,,
westchester,Town of Yorktown  190003,Governor,,ANDREW M CUOMO,DEM,69,,,,,,,,,,
westchester,Town of Yorktown  190004,Governor,,ANDREW M CUOMO,DEM,51,,,,,,,,,,
westchester,Town of Yorktown  190005,Governor,,ANDREW M CUOMO,DEM,53,,,,,,,,,,
westchester,Town of Yorktown  190006,Governor,,ANDREW M CUOMO,DEM,49,,,,,,,,,,
westchester,Town of Yorktown  190007,Governor,,ANDREW M CUOMO,DEM,58,,,,,,,,,,
westchester,Town of Yorktown  190008,Governor,,ANDREW M CUOMO,DEM,50,,,,,,,,,,
westchester,Town of Yorktown  190009,Governor,,ANDREW M CUOMO,DEM,40,,,,,,,,,,
westchester,Town of Yorktown  190010,Governor,,ANDREW M CUOMO,DEM,40,,,,,,,,,,
westchester,Town of Yorktown  190011,Governor,,ANDREW M CUOMO,DEM,43,,,,,,,,,,
westchester,Town of Yorktown  190012,Governor,,ANDREW M CUOMO,DEM,16,,,,,,,,,,
westchester,Town of Yorktown  190013,Governor,,ANDREW M CUOMO,DEM,59,,,,,,,,,,
westchester,Town of Yorktown  190014,Governor,,ANDREW M CUOMO,DEM,35,,,,,,,,,,
westchester,Town of Yorktown  190015,Governor,,ANDREW M CUOMO,DEM,35,,,,,,,,,,
westchester,Town of Yorktown  190016,Governor,,ANDREW M CUOMO,DEM,38,,,,,,,,,,
westchester,Town of Yorktown  190017,Governor,,ANDREW M CUOMO,DEM,52,,,,,,,,,,
westchester,Town of Yorktown  190018,Governor,,ANDREW M CUOMO,DEM,52,,,,,,,,,,
westchester,Town of Yorktown  190019,Governor,,ANDREW M CUOMO,DEM,52,,,,,,,,,,
westchester,Town of Yorktown  190020,Governor,,ANDREW M CUOMO,DEM,68,,,,,,,,,,
westchester,Town of Yorktown  190021,Governor,,ANDREW M CUOMO,DEM,51,,,,,,,,,,
westchester,Town of Yorktown  190022,Governor,,ANDREW M CUOMO,DEM,41,,,,,,,,,,
westchester,Town of Yorktown  190023,Governor,,ANDREW M CUOMO,DEM,68,,,,,,,,,,
westchester,Town of Yorktown  190024,Governor,,ANDREW M CUOMO,DEM,29,,,,,,,,,,
westchester,Town of Yorktown  190025,Governor,,ANDREW M CUOMO,DEM,32,,,,,,,,,,
westchester,Town of Yorktown  190026,Governor,,ANDREW M CUOMO,DEM,30,,,,,,,,,,
westchester,Town of Yorktown  190027,Governor,,ANDREW M CUOMO,DEM,90,,,,,,,,,,
westchester,Town of Yorktown  190028,Governor,,ANDREW M CUOMO,DEM,47,,,,,,,,,,
westchester,Town of Yorktown  190029,Governor,,ANDREW M CUOMO,DEM,45,,,,,,,,,,
westchester,Town of Yorktown  190030,Governor,,ANDREW M CUOMO,DEM,28,,,,,,,,,,
westchester,Town of Yorktown  190031,Governor,,ANDREW M CUOMO,DEM,68,,,,,,,,,,
westchester,Town of Yorktown  190032,Governor,,ANDREW M CUOMO,DEM,12,,,,,,,,,,
westchester,Town of Yorktown  190033,Governor,,ANDREW M CUOMO,DEM,66,,,,,,,,,,
westchester,Town of Yorktown  190034,Governor,,ANDREW M CUOMO,DEM,32,,,,,,,,,,
westchester,Town of Yorktown  190035,Governor,,ANDREW M CUOMO,DEM,27,,,,,,,,,,
westchester,Town of Yorktown  190036,Governor,,ANDREW M CUOMO,DEM,27,,,,,,,,,,
westchester,Town of Yorktown  190037,Governor,,ANDREW M CUOMO,DEM,24,,,,,,,,,,
westchester,Town of Yorktown  190038,Governor,,ANDREW M CUOMO,DEM,71,,,,,,,,,,
westchester,Town of Yorktown  190039,Governor,,ANDREW M CUOMO,DEM,31,,,,,,,,,,
westchester,Town of Yorktown  190040,Governor,,ANDREW M CUOMO,DEM,36,,,,,,,,,,
westchester,Town of Yorktown  190041,Governor,,ANDREW M CUOMO,DEM,26,,,,,,,,,,
westchester,Town of Yorktown  190042,Governor,,ANDREW M CUOMO,DEM,48,,,,,,,,,,
westchester,Town of Yorktown  190043,Governor,,ANDREW M CUOMO,DEM,41,,,,,,,,,,
westchester,City of Mount Vernon  200001,Governor,,ANDREW M CUOMO,DEM,127,,,,,,,,,,
westchester,City of Mount Vernon  200002,Governor,,ANDREW M CUOMO,DEM,185,,,,,,,,,,
westchester,City of Mount Vernon  200003,Governor,,ANDREW M CUOMO,DEM,141,,,,,,,,,,
westchester,City of Mount Vernon  200004,Governor,,ANDREW M CUOMO,DEM,132,,,,,,,,,,
westchester,City of Mount Vernon  200005,Governor,,ANDREW M CUOMO,DEM,184,,,,,,,,,,
westchester,City of Mount Vernon  200006,Governor,,ANDREW M CUOMO,DEM,183,,,,,,,,,,
westchester,City of Mount Vernon  200007,Governor,,ANDREW M CUOMO,DEM,152,,,,,,,,,,
westchester,City of Mount Vernon  200008,Governor,,ANDREW M CUOMO,DEM,245,,,,,,,,,,
westchester,City of Mount Vernon  200009,Governor,,ANDREW M CUOMO,DEM,198,,,,,,,,,,
westchester,City of Mount Vernon  200010,Governor,,ANDREW M CUOMO,DEM,152,,,,,,,,,,
westchester,City of Mount Vernon  200011,Governor,,ANDREW M CUOMO,DEM,132,,,,,,,,,,
westchester,City of Mount Vernon  200012,Governor,,ANDREW M CUOMO,DEM,145,,,,,,,,,,
westchester,City of Mount Vernon  200013,Governor,,ANDREW M CUOMO,DEM,102,,,,,,,,,,
westchester,City of Mount Vernon  200014,Governor,,ANDREW M CUOMO,DEM,102,,,,,,,,,,
westchester,City of Mount Vernon  200015,Governor,,ANDREW M CUOMO,DEM,181,,,,,,,,,,
westchester,City of Mount Vernon  200016,Governor,,ANDREW M CUOMO,DEM,104,,,,,,,,,,
westchester,City of Mount Vernon  200017,Governor,,ANDREW M CUOMO,DEM,141,,,,,,,,,,
westchester,City of Mount Vernon  200018,Governor,,ANDREW M CUOMO,DEM,156,,,,,,,,,,
westchester,City of Mount Vernon  200019,Governor,,ANDREW M CUOMO,DEM,109,,,,,,,,,,
westchester,City of Mount Vernon  200020,Governor,,ANDREW M CUOMO,DEM,212,,,,,,,,,,
westchester,City of Mount Vernon  200021,Governor,,ANDREW M CUOMO,DEM,74,,,,,,,,,,
westchester,City of Mount Vernon  200022,Governor,,ANDREW M CUOMO,DEM,74,,,,,,,,,,
westchester,City of Mount Vernon  200023,Governor,,ANDREW M CUOMO,DEM,60,,,,,,,,,,
westchester,City of Mount Vernon  200024,Governor,,ANDREW M CUOMO,DEM,99,,,,,,,,,,
westchester,City of Mount Vernon  200025,Governor,,ANDREW M CUOMO,DEM,1,,,,,,,,,,
westchester,City of Mount Vernon  200026,Governor,,ANDREW M CUOMO,DEM,56,,,,,,,,,,
westchester,City of Mount Vernon  200027,Governor,,ANDREW M CUOMO,DEM,88,,,,,,,,,,
westchester,City of Mount Vernon  200028,Governor,,ANDREW M CUOMO,DEM,87,,,,,,,,,,
westchester,City of Mount Vernon  200029,Governor,,ANDREW M CUOMO,DEM,227,,,,,,,,,,
westchester,City of Mount Vernon  200030,Governor,,ANDREW M CUOMO,DEM,54,,,,,,,,,,
westchester,City of Mount Vernon  200031,Governor,,ANDREW M CUOMO,DEM,31,,,,,,,,,,
westchester,City of Mount Vernon  200032,Governor,,ANDREW M CUOMO,DEM,163,,,,,,,,,,
westchester,City of Mount Vernon  200033,Governor,,ANDREW M CUOMO,DEM,77,,,,,,,,,,
westchester,City of Mount Vernon  200034,Governor,,ANDREW M CUOMO,DEM,61,,,,,,,,,,
westchester,City of Mount Vernon  200035,Governor,,ANDREW M CUOMO,DEM,64,,,,,,,,,,
westchester,City of Mount Vernon  200036,Governor,,ANDREW M CUOMO,DEM,114,,,,,,,,,,
westchester,City of Mount Vernon  200037,Governor,,ANDREW M CUOMO,DEM,81,,,,,,,,,,
westchester,City of Mount Vernon  200038,Governor,,ANDREW M CUOMO,DEM,81,,,,,,,,,,
westchester,City of Mount Vernon  200039,Governor,,ANDREW M CUOMO,DEM,116,,,,,,,,,,
westchester,City of Mount Vernon  200040,Governor,,ANDREW M CUOMO,DEM,66,,,,,,,,,,
westchester,City of Mount Vernon  200041,Governor,,ANDREW M CUOMO,DEM,109,,,,,,,,,,
westchester,City of Mount Vernon  200042,Governor,,ANDREW M CUOMO,DEM,175,,,,,,,,,,
westchester,City of Mount Vernon  200043,Governor,,ANDREW M CUOMO,DEM,202,,,,,,,,,,
westchester,City of Mount Vernon  200044,Governor,,ANDREW M CUOMO,DEM,14,,,,,,,,,,
westchester,City of Mount Vernon  200045,Governor,,ANDREW M CUOMO,DEM,194,,,,,,,,,,
westchester,City of Mount Vernon  200046,Governor,,ANDREW M CUOMO,DEM,100,,,,,,,,,,
westchester,City of Mount Vernon  200047,Governor,,ANDREW M CUOMO,DEM,104,,,,,,,,,,
westchester,City of Mount Vernon  200048,Governor,,ANDREW M CUOMO,DEM,107,,,,,,,,,,
westchester,City of Mount Vernon  200049,Governor,,ANDREW M CUOMO,DEM,82,,,,,,,,,,
westchester,City of Mount Vernon  200050,Governor,,ANDREW M CUOMO,DEM,66,,,,,,,,,,
westchester,City of Mount Vernon  200051,Governor,,ANDREW M CUOMO,DEM,31,,,,,,,,,,
westchester,City of Mount Vernon  200052,Governor,,ANDREW M CUOMO,DEM,67,,,,,,,,,,
westchester,City of Mount Vernon  200053,Governor,,ANDREW M CUOMO,DEM,66,,,,,,,,,,
westchester,City of Mount Vernon  200054,Governor,,ANDREW M CUOMO,DEM,49,,,,,,,,,,
westchester,City of Mount Vernon  200055,Governor,,ANDREW M CUOMO,DEM,69,,,,,,,,,,
westchester,City of Mount Vernon  200056,Governor,,ANDREW M CUOMO,DEM,98,,,,,,,,,,
westchester,City of Mount Vernon  200057,Governor,,ANDREW M CUOMO,DEM,9,,,,,,,,,,
westchester,City of Mount Vernon  200058,Governor,,ANDREW M CUOMO,DEM,9,,,,,,,,,,
westchester,City of Mount Vernon  200059,Governor,,ANDREW M CUOMO,DEM,6,,,,,,,,,,
westchester,City of Mount Vernon  200060,Governor,,ANDREW M CUOMO,DEM,9,,,,,,,,,,
westchester,City of Mount Vernon  200061,Governor,,ANDREW M CUOMO,DEM,88,,,,,,,,,,
westchester,City of Mount Vernon  200062,Governor,,ANDREW M CUOMO,DEM,40,,,,,,,,,,
westchester,City of Mount Vernon  200064,Governor,,ANDREW M CUOMO,DEM,153,,,,,,,,,,
westchester,City of Mount Vernon  200065,Governor,,ANDREW M CUOMO,DEM,74,,,,,,,,,,
westchester,City of Mount Vernon  200066,Governor,,ANDREW M CUOMO,DEM,19,,,,,,,,,,
westchester,City of Mount Vernon  200067,Governor,,ANDREW M CUOMO,DEM,46,,,,,,,,,,
westchester,City of Mount Vernon  200068,Governor,,ANDREW M CUOMO,DEM,140,,,,,,,,,,
westchester,City of Mount Vernon  200069,Governor,,ANDREW M CUOMO,DEM,100,,,,,,,,,,
westchester,City of Mount Vernon  200070,Governor,,ANDREW M CUOMO,DEM,8,,,,,,,,,,
westchester,City of Mount Vernon  200071,Governor,,ANDREW M CUOMO,DEM,0,,,,,,,,,,
westchester,City of Mount Vernon  200072,Governor,,ANDREW M CUOMO,DEM,6,,,,,,,,,,
westchester,City of Mount Vernon  200073,Governor,,ANDREW M CUOMO,DEM,48,,,,,,,,,,
westchester,City of Mount Vernon  200074,Governor,,ANDREW M CUOMO,DEM,5,,,,,,,,,,
westchester,City of Mount Vernon  200076,Governor,,ANDREW M CUOMO,DEM,107,,,,,,,,,,
westchester,City of New Rochelle  210001,Governor,,ANDREW M CUOMO,DEM,58,,,,,,,,,,
westchester,City of New Rochelle  210002,Governor,,ANDREW M CUOMO,DEM,85,,,,,,,,,,
westchester,City of New Rochelle  210003,Governor,,ANDREW M CUOMO,DEM,65,,,,,,,,,,
westchester,City of New Rochelle  210004,Governor,,ANDREW M CUOMO,DEM,37,,,,,,,,,,
westchester,City of New Rochelle  210005,Governor,,ANDREW M CUOMO,DEM,57,,,,,,,,,,
westchester,City of New Rochelle  210006,Governor,,ANDREW M CUOMO,DEM,100,,,,,,,,,,
westchester,City of New Rochelle  210007,Governor,,ANDREW M CUOMO,DEM,85,,,,,,,,,,
westchester,City of New Rochelle  210008,Governor,,ANDREW M CUOMO,DEM,18,,,,,,,,,,
westchester,City of New Rochelle  210009,Governor,,ANDREW M CUOMO,DEM,155,,,,,,,,,,
westchester,City of New Rochelle  210010,Governor,,ANDREW M CUOMO,DEM,163,,,,,,,,,,
westchester,City of New Rochelle  210011,Governor,,ANDREW M CUOMO,DEM,130,,,,,,,,,,
westchester,City of New Rochelle  210012,Governor,,ANDREW M CUOMO,DEM,13,,,,,,,,,,
westchester,City of New Rochelle  210013,Governor,,ANDREW M CUOMO,DEM,94,,,,,,,,,,
westchester,City of New Rochelle  210014,Governor,,ANDREW M CUOMO,DEM,19,,,,,,,,,,
westchester,City of New Rochelle  210015,Governor,,ANDREW M CUOMO,DEM,112,,,,,,,,,,
westchester,City of New Rochelle  210016,Governor,,ANDREW M CUOMO,DEM,31,,,,,,,,,,
westchester,City of New Rochelle  210018,Governor,,ANDREW M CUOMO,DEM,90,,,,,,,,,,
westchester,City of New Rochelle  210019,Governor,,ANDREW M CUOMO,DEM,138,,,,,,,,,,
westchester,City of New Rochelle  210021,Governor,,ANDREW M CUOMO,DEM,44,,,,,,,,,,
westchester,City of New Rochelle  210022,Governor,,ANDREW M CUOMO,DEM,53,,,,,,,,,,
westchester,City of New Rochelle  210023,Governor,,ANDREW M CUOMO,DEM,47,,,,,,,,,,
westchester,City of New Rochelle  210024,Governor,,ANDREW M CUOMO,DEM,125,,,,,,,,,,
westchester,City of New Rochelle  210025,Governor,,ANDREW M CUOMO,DEM,98,,,,,,,,,,
westchester,City of New Rochelle  210026,Governor,,ANDREW M CUOMO,DEM,96,,,,,,,,,,
westchester,City of New Rochelle  210027,Governor,,ANDREW M CUOMO,DEM,24,,,,,,,,,,
westchester,City of New Rochelle  210028,Governor,,ANDREW M CUOMO,DEM,82,,,,,,,,,,
westchester,City of New Rochelle  210029,Governor,,ANDREW M CUOMO,DEM,139,,,,,,,,,,
westchester,City of New Rochelle  210030,Governor,,ANDREW M CUOMO,DEM,89,,,,,,,,,,
westchester,City of New Rochelle  210031,Governor,,ANDREW M CUOMO,DEM,106,,,,,,,,,,
westchester,City of New Rochelle  210032,Governor,,ANDREW M CUOMO,DEM,82,,,,,,,,,,
westchester,City of New Rochelle  210033,Governor,,ANDREW M CUOMO,DEM,138,,,,,,,,,,
westchester,City of New Rochelle  210034,Governor,,ANDREW M CUOMO,DEM,40,,,,,,,,,,
westchester,City of New Rochelle  210035,Governor,,ANDREW M CUOMO,DEM,128,,,,,,,,,,
westchester,City of New Rochelle  210036,Governor,,ANDREW M CUOMO,DEM,54,,,,,,,,,,
westchester,City of New Rochelle  210037,Governor,,ANDREW M CUOMO,DEM,51,,,,,,,,,,
westchester,City of New Rochelle  210038,Governor,,ANDREW M CUOMO,DEM,124,,,,,,,,,,
westchester,City of New Rochelle  210039,Governor,,ANDREW M CUOMO,DEM,63,,,,,,,,,,
westchester,City of New Rochelle  210040,Governor,,ANDREW M CUOMO,DEM,57,,,,,,,,,,
westchester,City of New Rochelle  210041,Governor,,ANDREW M CUOMO,DEM,94,,,,,,,,,,
westchester,City of New Rochelle  210042,Governor,,ANDREW M CUOMO,DEM,79,,,,,,,,,,
westchester,City of New Rochelle  210043,Governor,,ANDREW M CUOMO,DEM,50,,,,,,,,,,
westchester,City of New Rochelle  210044,Governor,,ANDREW M CUOMO,DEM,132,,,,,,,,,,
westchester,City of New Rochelle  210045,Governor,,ANDREW M CUOMO,DEM,12,,,,,,,,,,
westchester,City of New Rochelle  210046,Governor,,ANDREW M CUOMO,DEM,96,,,,,,,,,,
westchester,City of New Rochelle  210047,Governor,,ANDREW M CUOMO,DEM,109,,,,,,,,,,
westchester,City of New Rochelle  210048,Governor,,ANDREW M CUOMO,DEM,72,,,,,,,,,,
westchester,City of New Rochelle  210049,Governor,,ANDREW M CUOMO,DEM,134,,,,,,,,,,
westchester,City of New Rochelle  210050,Governor,,ANDREW M CUOMO,DEM,75,,,,,,,,,,
westchester,City of New Rochelle  210051,Governor,,ANDREW M CUOMO,DEM,39,,,,,,,,,,
westchester,City of New Rochelle  210052,Governor,,ANDREW M CUOMO,DEM,101,,,,,,,,,,
westchester,City of New Rochelle  210053,Governor,,ANDREW M CUOMO,DEM,37,,,,,,,,,,
westchester,City of New Rochelle  210054,Governor,,ANDREW M CUOMO,DEM,67,,,,,,,,,,
westchester,City of New Rochelle  210055,Governor,,ANDREW M CUOMO,DEM,2,,,,,,,,,,
westchester,City of New Rochelle  210056,Governor,,ANDREW M CUOMO,DEM,19,,,,,,,,,,
westchester,City of New Rochelle  210057,Governor,,ANDREW M CUOMO,DEM,129,,,,,,,,,,
westchester,City of New Rochelle  210058,Governor,,ANDREW M CUOMO,DEM,105,,,,,,,,,,
westchester,City of New Rochelle  210059,Governor,,ANDREW M CUOMO,DEM,156,,,,,,,,,,
westchester,City of New Rochelle  210060,Governor,,ANDREW M CUOMO,DEM,100,,,,,,,,,,
westchester,City of New Rochelle  210061,Governor,,ANDREW M CUOMO,DEM,56,,,,,,,,,,
westchester,City of New Rochelle  210063,Governor,,ANDREW M CUOMO,DEM,89,,,,,,,,,,
westchester,City of New Rochelle  210064,Governor,,ANDREW M CUOMO,DEM,96,,,,,,,,,,
westchester,City of New Rochelle  210065,Governor,,ANDREW M CUOMO,DEM,35,,,,,,,,,,
westchester,City of New Rochelle  210066,Governor,,ANDREW M CUOMO,DEM,44,,,,,,,,,,
westchester,City of New Rochelle  210067,Governor,,ANDREW M CUOMO,DEM,60,,,,,,,,,,
westchester,City of New Rochelle  210068,Governor,,ANDREW M CUOMO,DEM,33,,,,,,,,,,
westchester,City of New Rochelle  210069,Governor,,ANDREW M CUOMO,DEM,74,,,,,,,,,,
westchester,City of New Rochelle  210070,Governor,,ANDREW M CUOMO,DEM,3,,,,,,,,,,
westchester,City of New Rochelle  210071,Governor,,ANDREW M CUOMO,DEM,42,,,,,,,,,,
westchester,City of New Rochelle  210072,Governor,,ANDREW M CUOMO,DEM,43,,,,,,,,,,
westchester,City of New Rochelle  210073,Governor,,ANDREW M CUOMO,DEM,64,,,,,,,,,,
westchester,City of New Rochelle  210074,Governor,,ANDREW M CUOMO,DEM,82,,,,,,,,,,
westchester,City of New Rochelle  210075,Governor,,ANDREW M CUOMO,DEM,14,,,,,,,,,,
westchester,City of New Rochelle  210076,Governor,,ANDREW M CUOMO,DEM,0,,,,,,,,,,
westchester,City of New Rochelle  210077,Governor,,ANDREW M CUOMO,DEM,0,,,,,,,,,,
westchester,City of New Rochelle  210078,Governor,,ANDREW M CUOMO,DEM,0,,,,,,,,,,
westchester,City of New Rochelle  210079,Governor,,ANDREW M CUOMO,DEM,0,,,,,,,,,,
westchester,City of Peekskill  220001,Governor,,ANDREW M CUOMO,DEM,58,,,,,,,,,,
westchester,City of Peekskill  220002,Governor,,ANDREW M CUOMO,DEM,84,,,,,,,,,,
westchester,City of Peekskill  220003,Governor,,ANDREW M CUOMO,DEM,50,,,,,,,,,,
westchester,City of Peekskill  220004,Governor,,ANDREW M CUOMO,DEM,70,,,,,,,,,,
westchester,City of Peekskill  220005,Governor,,ANDREW M CUOMO,DEM,73,,,,,,,,,,
westchester,City of Peekskill  220006,Governor,,ANDREW M CUOMO,DEM,32,,,,,,,,,,
westchester,City of Peekskill  220007,Governor,,ANDREW M CUOMO,DEM,56,,,,,,,,,,
westchester,City of Peekskill  220008,Governor,,ANDREW M CUOMO,DEM,57,,,,,,,,,,
westchester,City of Peekskill  220009,Governor,,ANDREW M CUOMO,DEM,54,,,,,,,,,,
westchester,City of Peekskill  220010,Governor,,ANDREW M CUOMO,DEM,119,,,,,,,,,,
westchester,City of Peekskill  220011,Governor,,ANDREW M CUOMO,DEM,59,,,,,,,,,,
westchester,City of Peekskill  220013,Governor,,ANDREW M CUOMO,DEM,67,,,,,,,,,,
westchester,City of Peekskill  220014,Governor,,ANDREW M CUOMO,DEM,28,,,,,,,,,,
westchester,City of Peekskill  220015,Governor,,ANDREW M CUOMO,DEM,50,,,,,,,,,,
westchester,City of Peekskill  220016,Governor,,ANDREW M CUOMO,DEM,79,,,,,,,,,,
westchester,City of Peekskill  220017,Governor,,ANDREW M CUOMO,DEM,109,,,,,,,,,,
westchester,City of Peekskill  220018,Governor,,ANDREW M CUOMO,DEM,37,,,,,,,,,,
westchester,City of Peekskill  220019,Governor,,ANDREW M CUOMO,DEM,108,,,,,,,,,,
westchester,City of Peekskill  220020,Governor,,ANDREW M CUOMO,DEM,14,,,,,,,,,,
westchester,City of Peekskill  220021,Governor,,ANDREW M CUOMO,DEM,96,,,,,,,,,,
westchester,City of Peekskill  220022,Governor,,ANDREW M CUOMO,DEM,81,,,,,,,,,,
westchester,City of Peekskill  220023,Governor,,ANDREW M CUOMO,DEM,69,,,,,,,,,,
westchester,City of Rye  230001,Governor,,ANDREW M CUOMO,DEM,56,,,,,,,,,,
westchester,City of Rye  230002,Governor,,ANDREW M CUOMO,DEM,94,,,,,,,,,,
westchester,City of Rye  230003,Governor,,ANDREW M CUOMO,DEM,41,,,,,,,,,,
westchester,City of Rye  230004,Governor,,ANDREW M CUOMO,DEM,50,,,,,,,,,,
westchester,City of Rye  230005,Governor,,ANDREW M CUOMO,DEM,63,,,,,,,,,,
westchester,City of Rye  230006,Governor,,ANDREW M CUOMO,DEM,47,,,,,,,,,,
westchester,City of Rye  230007,Governor,,ANDREW M CUOMO,DEM,68,,,,,,,,,,
westchester,City of Rye  230008,Governor,,ANDREW M CUOMO,DEM,70,,,,,,,,,,
westchester,City of Rye  230009,Governor,,ANDREW M CUOMO,DEM,77,,,,,,,,,,
westchester,City of Rye  230010,Governor,,ANDREW M CUOMO,DEM,71,,,,,,,,,,
westchester,City of Rye  230011,Governor,,ANDREW M CUOMO,DEM,45,,,,,,,,,,
westchester,City of Rye  230012,Governor,,ANDREW M CUOMO,DEM,35,,,,,,,,,,
westchester,City of Rye  230013,Governor,,ANDREW M CUOMO,DEM,70,,,,,,,,,,
westchester,City of Rye  230014,Governor,,ANDREW M CUOMO,DEM,44,,,,,,,,,,
westchester,City of White Plains  240001,Governor,,ANDREW M CUOMO,DEM,125,,,,,,,,,,
westchester,City of White Plains  240002,Governor,,ANDREW M CUOMO,DEM,156,,,,,,,,,,
westchester,City of White Plains  240003,Governor,,ANDREW M CUOMO,DEM,59,,,,,,,,,,
westchester,City of White Plains  240004,Governor,,ANDREW M CUOMO,DEM,103,,,,,,,,,,
westchester,City of White Plains  240005,Governor,,ANDREW M CUOMO,DEM,133,,,,,,,,,,
westchester,City of White Plains  240006,Governor,,ANDREW M CUOMO,DEM,75,,,,,,,,,,
westchester,City of White Plains  240007,Governor,,ANDREW M CUOMO,DEM,80,,,,,,,,,,
westchester,City of White Plains  240008,Governor,,ANDREW M CUOMO,DEM,48,,,,,,,,,,
westchester,City of White Plains  240009,Governor,,ANDREW M CUOMO,DEM,68,,,,,,,,,,
westchester,City of White Plains  240010,Governor,,ANDREW M CUOMO,DEM,172,,,,,,,,,,
westchester,City of White Plains  240011,Governor,,ANDREW M CUOMO,DEM,83,,,,,,,,,,
westchester,City of White Plains  240012,Governor,,ANDREW M CUOMO,DEM,115,,,,,,,,,,
westchester,City of White Plains  240013,Governor,,ANDREW M CUOMO,DEM,106,,,,,,,,,,
westchester,City of White Plains  240014,Governor,,ANDREW M CUOMO,DEM,82,,,,,,,,,,
westchester,City of White Plains  240015,Governor,,ANDREW M CUOMO,DEM,108,,,,,,,,,,
westchester,City of White Plains  240016,Governor,,ANDREW M CUOMO,DEM,122,,,,,,,,,,
westchester,City of White Plains  240017,Governor,,ANDREW M CUOMO,DEM,49,,,,,,,,,,
westchester,City of White Plains  240018,Governor,,ANDREW M CUOMO,DEM,123,,,,,,,,,,
westchester,City of White Plains  240019,Governor,,ANDREW M CUOMO,DEM,210,,,,,,,,,,
westchester,City of White Plains  240020,Governor,,ANDREW M CUOMO,DEM,142,,,,,,,,,,
westchester,City of White Plains  240021,Governor,,ANDREW M CUOMO,DEM,110,,,,,,,,,,
westchester,City of White Plains  240022,Governor,,ANDREW M CUOMO,DEM,33,,,,,,,,,,
westchester,City of White Plains  240023,Governor,,ANDREW M CUOMO,DEM,108,,,,,,,,,,
westchester,City of White Plains  240024,Governor,,ANDREW M CUOMO,DEM,167,,,,,,,,,,
westchester,City of White Plains  240025,Governor,,ANDREW M CUOMO,DEM,124,,,,,,,,,,
westchester,City of White Plains  240026,Governor,,ANDREW M CUOMO,DEM,74,,,,,,,,,,
westchester,City of White Plains  240027,Governor,,ANDREW M CUOMO,DEM,83,,,,,,,,,,
westchester,City of White Plains  240028,Governor,,ANDREW M CUOMO,DEM,75,,,,,,,,,,
westchester,City of White Plains  240029,Governor,,ANDREW M CUOMO,DEM,94,,,,,,,,,,
westchester,City of White Plains  240030,Governor,,ANDREW M CUOMO,DEM,158,,,,,,,,,,
westchester,City of White Plains  240031,Governor,,ANDREW M CUOMO,DEM,63,,,,,,,,,,
westchester,City of White Plains  240032,Governor,,ANDREW M CUOMO,DEM,78,,,,,,,,,,
westchester,City of White Plains  240033,Governor,,ANDREW M CUOMO,DEM,120,,,,,,,,,,
westchester,City of White Plains  240034,Governor,,ANDREW M CUOMO,DEM,103,,,,,,,,,,
westchester,City of White Plains  240035,Governor,,ANDREW M CUOMO,DEM,51,,,,,,,,,,
westchester,City of White Plains  240036,Governor,,ANDREW M CUOMO,DEM,123,,,,,,,,,,
westchester,City of White Plains  240037,Governor,,ANDREW M CUOMO,DEM,69,,,,,,,,,,
westchester,City of White Plains  240038,Governor,,ANDREW M CUOMO,DEM,145,,,,,,,,,,
westchester,City of White Plains  240039,Governor,,ANDREW M CUOMO,DEM,82,,,,,,,,,,
westchester,City of White Plains  240040,Governor,,ANDREW M CUOMO,DEM,122,,,,,,,,,,
westchester,City of White Plains  240041,Governor,,ANDREW M CUOMO,DEM,109,,,,,,,,,,
westchester,City of White Plains  240042,Governor,,ANDREW M CUOMO,DEM,184,,,,,,,,,,
westchester,City of White Plains  240043,Governor,,ANDREW M CUOMO,DEM,79,,,,,,,,,,
westchester,City of White Plains  240044,Governor,,ANDREW M CUOMO,DEM,2,,,,,,,,,,
westchester,City of White Plains  240045,Governor,,ANDREW M CUOMO,DEM,13,,,,,,,,,,
westchester,City of White Plains  240046,Governor,,ANDREW M CUOMO,DEM,22,,,,,,,,,,
westchester,City of Yonkers Ward 1  250101,Governor,,ANDREW M CUOMO,DEM,68,,,,,,,,,,
westchester,City of Yonkers Ward 1  250102,Governor,,ANDREW M CUOMO,DEM,74,,,,,,,,,,
westchester,City of Yonkers Ward 1  250103,Governor,,ANDREW M CUOMO,DEM,11,,,,,,,,,,
westchester,City of Yonkers Ward 1  250104,Governor,,ANDREW M CUOMO,DEM,18,,,,,,,,,,
westchester,City of Yonkers Ward 1  250105,Governor,,ANDREW M CUOMO,DEM,143,,,,,,,,,,
