county,precinct,office,district,Candidate,party,Votes,,,,,,,,,,
westchester,City of Yonkers Ward 10  251014,Attorney General,,ZEPHYR TEACHOUT,DEM,10,,,,,,,,,,
westchester,City of Yonkers Ward 10  251015,Attorney General,,ZEPHYR TEACHOUT,DEM,8,,,,,,,,,,
westchester,City of Yonkers Ward 10  251016,Attorney General,,ZEPHYR TEACHOUT,DEM,17,,,,,,,,,,
westchester,City of Yonkers Ward 10  251017,Attorney General,,ZEPHYR TEACHOUT,DEM,1,,,,,,,,,,
westchester,City of Yonkers Ward 10  251020,Attorney General,,ZEPHYR TEACHOUT,DEM,13,,,,,,,,,,
westchester,City of Yonkers Ward 10  251021,Attorney General,,ZEPHYR TEACHOUT,DEM,4,,,,,,,,,,
westchester,City of Yonkers Ward 10  251025,Attorney General,,ZEPHYR TEACHOUT,DEM,17,,,,,,,,,,
westchester,City of Yonkers Ward 11  251101,Attorney General,,ZEPHYR TEACHOUT,DEM,19,,,,,,,,,,
westchester,City of Yonkers Ward 11  251102,Attorney General,,ZEPHYR TEACHOUT,DEM,28,,,,,,,,,,
westchester,City of Yonkers Ward 11  251103,Attorney General,,ZEPHYR TEACHOUT,DEM,14,,,,,,,,,,
westchester,City of Yonkers Ward 11  251104,Attorney General,,ZEPHYR TEACHOUT,DEM,40,,,,,,,,,,
westchester,City of Yonkers Ward 11  251105,Attorney General,,ZEPHYR TEACHOUT,DEM,23,,,,,,,,,,
westchester,City of Yonkers Ward 11  251106,Attorney General,,ZEPHYR TEACHOUT,DEM,11,,,,,,,,,,
westchester,City of Yonkers Ward 11  251107,Attorney General,,ZEPHYR TEACHOUT,DEM,28,,,,,,,,,,
westchester,City of Yonkers Ward 11  251108,Attorney General,,ZEPHYR TEACHOUT,DEM,12,,,,,,,,,,
westchester,City of Yonkers Ward 11  251109,Attorney General,,ZEPHYR TEACHOUT,DEM,9,,,,,,,,,,
westchester,City of Yonkers Ward 11  251110,Attorney General,,ZEPHYR TEACHOUT,DEM,36,,,,,,,,,,
westchester,City of Yonkers Ward 11  251111,Attorney General,,ZEPHYR TEACHOUT,DEM,31,,,,,,,,,,
westchester,City of Yonkers Ward 11  251112,Attorney General,,ZEPHYR TEACHOUT,DEM,64,,,,,,,,,,
westchester,City of Yonkers Ward 11  251113,Attorney General,,ZEPHYR TEACHOUT,DEM,11,,,,,,,,,,
westchester,City of Yonkers Ward 11  251114,Attorney General,,ZEPHYR TEACHOUT,DEM,13,,,,,,,,,,
westchester,City of Yonkers Ward 11  251116,Attorney General,,ZEPHYR TEACHOUT,DEM,32,,,,,,,,,,
westchester,City of Yonkers Ward 11  251117,Attorney General,,ZEPHYR TEACHOUT,DEM,29,,,,,,,,,,
westchester,City of Yonkers Ward 11  251118,Attorney General,,ZEPHYR TEACHOUT,DEM,23,,,,,,,,,,
westchester,City of Yonkers Ward 11  251119,Attorney General,,ZEPHYR TEACHOUT,DEM,12,,,,,,,,,,
westchester,City of Yonkers Ward 11  251121,Attorney General,,ZEPHYR TEACHOUT,DEM,33,,,,,,,,,,
westchester,City of Yonkers Ward 12  251201,Attorney General,,ZEPHYR TEACHOUT,DEM,10,,,,,,,,,,
westchester,City of Yonkers Ward 12  251202,Attorney General,,ZEPHYR TEACHOUT,DEM,17,,,,,,,,,,
westchester,City of Yonkers Ward 12  251203,Attorney General,,ZEPHYR TEACHOUT,DEM,5,,,,,,,,,,
westchester,City of Yonkers Ward 12  251204,Attorney General,,ZEPHYR TEACHOUT,DEM,24,,,,,,,,,,
westchester,City of Yonkers Ward 12  251205,Attorney General,,ZEPHYR TEACHOUT,DEM,4,,,,,,,,,,
westchester,City of Yonkers Ward 12  251206,Attorney General,,ZEPHYR TEACHOUT,DEM,34,,,,,,,,,,
westchester,City of Yonkers Ward 12  251207,Attorney General,,ZEPHYR TEACHOUT,DEM,20,,,,,,,,,,
westchester,City of Yonkers Ward 12  251208,Attorney General,,ZEPHYR TEACHOUT,DEM,7,,,,,,,,,,
westchester,City of Yonkers Ward 12  251209,Attorney General,,ZEPHYR TEACHOUT,DEM,19,,,,,,,,,,
westchester,City of Yonkers Ward 12  251210,Attorney General,,ZEPHYR TEACHOUT,DEM,3,,,,,,,,,,
westchester,City of Yonkers Ward 12  251211,Attorney General,,ZEPHYR TEACHOUT,DEM,6,,,,,,,,,,
westchester,City of Yonkers Ward 12  251212,Attorney General,,ZEPHYR TEACHOUT,DEM,1,,,,,,,,,,
westchester,City of Yonkers Ward 12  251213,Attorney General,,ZEPHYR TEACHOUT,DEM,25,,,,,,,,,,
westchester,City of Yonkers Ward 12  251215,Attorney General,,ZEPHYR TEACHOUT,DEM,1,,,,,,,,,,
westchester,City of Yonkers Ward 12  251216,Attorney General,,ZEPHYR TEACHOUT,DEM,7,,,,,,,,,,
westchester,City of Yonkers Ward 12  251217,Attorney General,,ZEPHYR TEACHOUT,DEM,6,,,,,,,,,,
westchester,City of Yonkers Ward 12  251218,Attorney General,,ZEPHYR TEACHOUT,DEM,13,,,,,,,,,,
westchester,Total,Attorney General,,ZEPHYR TEACHOUT,DEM,28985,,,,,,,,,,
westchester,Town of Cortlandt  20008,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Cortlandt  20027,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Eastchester  30007,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Eastchester  30008,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Eastchester  30017,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Greenburgh  40011,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Greenburgh  40012,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Greenburgh  40047,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Greenburgh  40059,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Greenburgh  40061,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Greenburgh  40066,Attorney General,,IRREGULAR,WRITE-IN,3,,,,,,,,,,
westchester,Town of Greenburgh  40067,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Greenburgh  40077,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Harrison  50013,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Lewisboro  60007,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Mamaroneck  70021,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Mamaroneck  70026,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90013,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90026,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Mount Pleasant  90029,Attorney General,,IRREGULAR,WRITE-IN,2,,,,,,,,,,
westchester,Town of Mount Pleasant  90039,Attorney General,,IRREGULAR,WRITE-IN,2,,,,,,,,,,
westchester,Town of New Castle  100003,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of New Castle  100004,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of North Salem  120006,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of North Salem  120008,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Ossining  130006,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Ossining  130009,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Rye  160005,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Rye  160020,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Scarsdale  170001,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Scarsdale  170002,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Somers  180002,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Somers  180009,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Yorktown  190020,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Town of Yorktown  190029,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of New Rochelle  210019,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of New Rochelle  210035,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of White Plains  240002,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of White Plains  240006,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of White Plains  240022,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of White Plains  240030,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of Yonkers Ward 2  250212,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of Yonkers Ward 6  250610,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of Yonkers Ward 6  250624,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of Yonkers Ward 7  250720,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of Yonkers Ward 10  251020,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of Yonkers Ward 11  251117,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,City of Yonkers Ward 12  251209,Attorney General,,IRREGULAR,WRITE-IN,1,,,,,,,,,,
westchester,Total,Attorney General,,IRREGULAR,WRITE-IN,52,,,,,,,,,,
westchester,Town of Bedford  10001,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Bedford  10002,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Bedford  10003,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Bedford  10004,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Bedford  10005,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Bedford  10006,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Bedford  10007,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Bedford  10008,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Bedford  10009,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Bedford  10010,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Bedford  10011,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Bedford  10012,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Bedford  10013,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Bedford  10014,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Bedford  10015,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Bedford  10016,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Bedford  10017,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Bedford  10018,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20001,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20002,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Cortlandt  20003,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Cortlandt  20004,Attorney General,,NANCY B SLIWA,REFORM,4,,,,,,,,,,
westchester,Town of Cortlandt  20005,Attorney General,,NANCY B SLIWA,REFORM,4,,,,,,,,,,
westchester,Town of Cortlandt  20006,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Cortlandt  20007,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20008,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Cortlandt  20009,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20010,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Cortlandt  20011,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20012,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20013,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20014,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20015,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20016,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20017,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Cortlandt  20018,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20019,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Cortlandt  20020,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Cortlandt  20021,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20022,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20023,Attorney General,,NANCY B SLIWA,REFORM,8,,,,,,,,,,
westchester,Town of Cortlandt  20024,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20025,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20026,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20027,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20028,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20029,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20030,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Cortlandt  20031,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Cortlandt  20032,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20033,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20034,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Cortlandt  20035,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20038,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Cortlandt  20039,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30001,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30002,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30003,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30004,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Eastchester  30005,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30006,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30007,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Eastchester  30008,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30009,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Eastchester  30010,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30011,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Eastchester  30012,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30013,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Eastchester  30014,Attorney General,,NANCY B SLIWA,REFORM,8,,,,,,,,,,
westchester,Town of Eastchester  30015,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30016,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30017,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30018,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Eastchester  30019,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30020,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30021,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30022,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30023,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30024,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Eastchester  30025,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30026,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30027,Attorney General,,NANCY B SLIWA,REFORM,6,,,,,,,,,,
westchester,Town of Eastchester  30028,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Eastchester  30029,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30030,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30031,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Eastchester  30032,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30033,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30034,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30035,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30036,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30037,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Eastchester  30038,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Eastchester  30039,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40001,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40002,Attorney General,,NANCY B SLIWA,REFORM,13,,,,,,,,,,
westchester,Town of Greenburgh  40003,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40004,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40005,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40006,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40007,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40008,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40009,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40010,Attorney General,,NANCY B SLIWA,REFORM,6,,,,,,,,,,
westchester,Town of Greenburgh  40011,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40012,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40013,Attorney General,,NANCY B SLIWA,REFORM,8,,,,,,,,,,
westchester,Town of Greenburgh  40014,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40015,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40016,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40017,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40018,Attorney General,,NANCY B SLIWA,REFORM,9,,,,,,,,,,
westchester,Town of Greenburgh  40019,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40020,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40021,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40022,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40023,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40024,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40025,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40026,Attorney General,,NANCY B SLIWA,REFORM,5,,,,,,,,,,
westchester,Town of Greenburgh  40027,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40028,Attorney General,,NANCY B SLIWA,REFORM,4,,,,,,,,,,
westchester,Town of Greenburgh  40029,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40030,Attorney General,,NANCY B SLIWA,REFORM,7,,,,,,,,,,
westchester,Town of Greenburgh  40031,Attorney General,,NANCY B SLIWA,REFORM,5,,,,,,,,,,
westchester,Town of Greenburgh  40032,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40033,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40034,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40035,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40036,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40037,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40038,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40039,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40040,Attorney General,,NANCY B SLIWA,REFORM,6,,,,,,,,,,
westchester,Town of Greenburgh  40041,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40042,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40043,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40044,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40045,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40046,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40047,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40048,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40049,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40050,Attorney General,,NANCY B SLIWA,REFORM,4,,,,,,,,,,
westchester,Town of Greenburgh  40051,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
westchester,Town of Greenburgh  40052,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40053,Attorney General,,NANCY B SLIWA,REFORM,5,,,,,,,,,,
westchester,Town of Greenburgh  40054,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40055,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40056,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40057,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40058,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40059,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40060,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40061,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40062,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40063,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40064,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40065,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40066,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40067,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40068,Attorney General,,NANCY B SLIWA,REFORM,6,,,,,,,,,,
westchester,Town of Greenburgh  40069,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40070,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40071,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40072,Attorney General,,NANCY B SLIWA,REFORM,4,,,,,,,,,,
westchester,Town of Greenburgh  40073,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40074,Attorney General,,NANCY B SLIWA,REFORM,1,,,,,,,,,,
westchester,Town of Greenburgh  40075,Attorney General,,NANCY B SLIWA,REFORM,3,,,,,,,,,,
westchester,Town of Greenburgh  40076,Attorney General,,NANCY B SLIWA,REFORM,0,,,,,,,,,,
westchester,Town of Greenburgh  40077,Attorney General,,NANCY B SLIWA,REFORM,4,,,,,,,,,,
westchester,Town of Greenburgh  40078,Attorney General,,NANCY B SLIWA,REFORM,2,,,,,,,,,,
