county,precinct,office,district,party,candidate,election_day,absentee,votes,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,IND,Thomas P. DiNapoli,9,1,10,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,IND,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,IND,Thomas P. DiNapoli,11,2,13,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,IND,Thomas P. DiNapoli,5,0,5,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,IND,Thomas P. DiNapoli,18,3,21,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,IND,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,IND,Thomas P. DiNapoli,0,1,1,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,IND,Thomas P. DiNapoli,11,1,12,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,IND,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,IND,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,IND,Thomas P. DiNapoli,9,2,11,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,IND,Thomas P. DiNapoli,5,1,6,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,IND,Thomas P. DiNapoli,12,0,12,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,IND,Thomas P. DiNapoli,11,1,12,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,IND,Thomas P. DiNapoli,5,0,5,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,IND,Thomas P. DiNapoli,10,0,10,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,IND,Thomas P. DiNapoli,20,3,23,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,IND,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,IND,Thomas P. DiNapoli,10,1,11,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,IND,Thomas P. DiNapoli,4,1,5,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,WEP,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,WEP,Thomas P. DiNapoli,4,0,4,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,WEP,Thomas P. DiNapoli,2,1,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,WEP,Thomas P. DiNapoli,1,1,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,WEP,Thomas P. DiNapoli,2,1,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,WEP,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,WEP,Thomas P. DiNapoli,1,1,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,WEP,Thomas P. DiNapoli,3,1,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,WEP,Thomas P. DiNapoli,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,WEP,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,WEP,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Comptroller,,WEP,Thomas P. DiNapoli,5,0,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Comptroller,,WEP,Thomas P. DiNapoli,0,1,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Comptroller,,WEP,Thomas P. DiNapoli,4,0,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Comptroller,,WEP,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,WEP,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,WEP,Thomas P. DiNapoli,2,1,3,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,WEP,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,WEP,Thomas P. DiNapoli,2,2,4,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,WEP,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,WEP,Thomas P. DiNapoli,7,0,7,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,WEP,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,WEP,Thomas P. DiNapoli,4,0,4,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,WEP,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,REF,Thomas P. DiNapoli,0,2,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,REF,Thomas P. DiNapoli,0,1,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Comptroller,,REF,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Comptroller,,REF,Thomas P. DiNapoli,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Comptroller,,REF,Thomas P. DiNapoli,2,1,3,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,REF,Thomas P. DiNapoli,1,1,2,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,REF,Thomas P. DiNapoli,1,1,2,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,REF,Thomas P. DiNapoli,0,1,1,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,REF,Thomas P. DiNapoli,3,0,3,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,REF,Thomas P. DiNapoli,0,0,0,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,REF,Thomas P. DiNapoli,1,0,1,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,REP,Jonathan Trichter,127,8,135,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,REP,Jonathan Trichter,150,9,159,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,REP,Jonathan Trichter,29,5,34,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,REP,Jonathan Trichter,74,3,77,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,REP,Jonathan Trichter,80,7,87,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,REP,Jonathan Trichter,289,14,303,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,REP,Jonathan Trichter,84,5,89,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,REP,Jonathan Trichter,185,10,195,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,REP,Jonathan Trichter,312,30,342,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,REP,Jonathan Trichter,130,9,139,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,REP,Jonathan Trichter,143,4,147,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,REP,Jonathan Trichter,163,15,178,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,REP,Jonathan Trichter,209,14,223,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,REP,Jonathan Trichter,308,19,327,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,REP,Jonathan Trichter,245,12,257,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,REP,Jonathan Trichter,253,14,267,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,REP,Jonathan Trichter,153,6,159,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,REP,Jonathan Trichter,255,17,272,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,REP,Jonathan Trichter,56,4,60,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,REP,Jonathan Trichter,37,0,37,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,REP,Jonathan Trichter,77,7,84,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,REP,Jonathan Trichter,71,6,77,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,REP,Jonathan Trichter,121,7,128,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,REP,Jonathan Trichter,81,4,85,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,REP,Jonathan Trichter,54,2,56,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,REP,Jonathan Trichter,187,5,192,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,REP,Jonathan Trichter,135,4,139,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,REP,Jonathan Trichter,180,11,191,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,REP,Jonathan Trichter,147,12,159,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Comptroller,,REP,Jonathan Trichter,289,21,310,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Comptroller,,REP,Jonathan Trichter,66,8,74,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Comptroller,,REP,Jonathan Trichter,58,4,62,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Comptroller,,REP,Jonathan Trichter,56,10,66,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Comptroller,,REP,Jonathan Trichter,126,8,134,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Comptroller,,REP,Jonathan Trichter,234,30,264,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Comptroller,,REP,Jonathan Trichter,121,5,126,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Comptroller,,REP,Jonathan Trichter,88,10,98,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Comptroller,,REP,Jonathan Trichter,151,11,162,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Comptroller,,REP,Jonathan Trichter,289,19,308,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,REP,Jonathan Trichter,284,9,293,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,REP,Jonathan Trichter,60,2,62,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,REP,Jonathan Trichter,280,19,299,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,REP,Jonathan Trichter,101,8,109,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,REP,Jonathan Trichter,380,20,400,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,REP,Jonathan Trichter,165,6,171,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,REP,Jonathan Trichter,235,13,248,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,REP,Jonathan Trichter,255,22,277,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,REP,Jonathan Trichter,148,9,157,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,REP,Jonathan Trichter,63,4,67,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,REP,Jonathan Trichter,338,14,352,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,REP,Jonathan Trichter,116,5,121,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,REP,Jonathan Trichter,236,19,255,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,REP,Jonathan Trichter,209,13,222,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,REP,Jonathan Trichter,128,5,133,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,REP,Jonathan Trichter,166,11,177,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,REP,Jonathan Trichter,320,31,351,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,REP,Jonathan Trichter,67,14,81,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,REP,Jonathan Trichter,181,13,194,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,REP,Jonathan Trichter,159,13,172,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,CON,Jonathan Trichter,18,2,20,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,CON,Jonathan Trichter,32,0,32,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,CON,Jonathan Trichter,7,2,9,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,CON,Jonathan Trichter,5,0,5,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,CON,Jonathan Trichter,8,1,9,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,CON,Jonathan Trichter,33,3,36,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,CON,Jonathan Trichter,16,0,16,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,CON,Jonathan Trichter,18,1,19,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,CON,Jonathan Trichter,25,3,28,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,CON,Jonathan Trichter,10,3,13,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,CON,Jonathan Trichter,11,1,12,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,CON,Jonathan Trichter,17,2,19,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,CON,Jonathan Trichter,28,0,28,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,CON,Jonathan Trichter,34,0,34,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,CON,Jonathan Trichter,22,1,23,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,CON,Jonathan Trichter,15,0,15,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,CON,Jonathan Trichter,7,1,8,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,CON,Jonathan Trichter,27,0,27,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,CON,Jonathan Trichter,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,CON,Jonathan Trichter,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,CON,Jonathan Trichter,17,1,18,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,CON,Jonathan Trichter,7,1,8,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,CON,Jonathan Trichter,3,2,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,CON,Jonathan Trichter,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,CON,Jonathan Trichter,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,CON,Jonathan Trichter,14,1,15,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,CON,Jonathan Trichter,17,0,17,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,CON,Jonathan Trichter,13,0,13,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,CON,Jonathan Trichter,15,2,17,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Comptroller,,CON,Jonathan Trichter,21,2,23,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Comptroller,,CON,Jonathan Trichter,7,2,9,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Comptroller,,CON,Jonathan Trichter,9,1,10,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Comptroller,,CON,Jonathan Trichter,11,0,11,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Comptroller,,CON,Jonathan Trichter,6,1,7,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Comptroller,,CON,Jonathan Trichter,15,1,16,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Comptroller,,CON,Jonathan Trichter,13,0,13,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Comptroller,,CON,Jonathan Trichter,13,0,13,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Comptroller,,CON,Jonathan Trichter,11,0,11,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Comptroller,,CON,Jonathan Trichter,32,3,35,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,CON,Jonathan Trichter,33,0,33,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,CON,Jonathan Trichter,7,0,7,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,CON,Jonathan Trichter,41,2,43,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,CON,Jonathan Trichter,15,2,17,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,CON,Jonathan Trichter,42,0,42,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,CON,Jonathan Trichter,13,1,14,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,CON,Jonathan Trichter,22,0,22,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,CON,Jonathan Trichter,27,4,31,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,CON,Jonathan Trichter,17,2,19,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,CON,Jonathan Trichter,10,2,12,,,,,,,,,,,,
