county,precinct,office,district,party,candidate,election_day,absentee,votes,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Governor,,REP,Marc Molinaro,188,6,194,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Governor,,REP,Marc Molinaro,224,14,238,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Governor,,REP,Marc Molinaro,260,25,285,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Governor,,REP,Marc Molinaro,370,21,391,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Governor,,REP,Marc Molinaro,324,17,341,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Governor,,REP,Marc Molinaro,302,21,323,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Governor,,REP,Marc Molinaro,205,7,212,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Governor,,REP,Marc Molinaro,295,22,317,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Governor,,REP,Marc Molinaro,71,4,75,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Governor,,REP,Marc Molinaro,47,0,47,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Governor,,REP,Marc Molinaro,98,8,106,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Governor,,REP,Marc Molinaro,93,4,97,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Governor,,REP,Marc Molinaro,146,8,154,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Governor,,REP,Marc Molinaro,97,6,103,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Governor,,REP,Marc Molinaro,79,2,81,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Governor,,REP,Marc Molinaro,237,4,241,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Governor,,REP,Marc Molinaro,184,5,189,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Governor,,REP,Marc Molinaro,221,13,234,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Governor,,REP,Marc Molinaro,183,11,194,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Governor,,REP,Marc Molinaro,377,25,402,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Governor,,REP,Marc Molinaro,88,11,99,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Governor,,REP,Marc Molinaro,72,5,77,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Governor,,REP,Marc Molinaro,79,11,90,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Governor,,REP,Marc Molinaro,147,11,158,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Governor,,REP,Marc Molinaro,311,32,343,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Governor,,REP,Marc Molinaro,152,6,158,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Governor,,REP,Marc Molinaro,123,12,135,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Governor,,REP,Marc Molinaro,201,12,213,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Governor,,REP,Marc Molinaro,334,20,354,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Governor,,REP,Marc Molinaro,375,14,389,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Governor,,REP,Marc Molinaro,79,3,82,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Governor,,REP,Marc Molinaro,371,21,392,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Governor,,REP,Marc Molinaro,141,9,150,,,,,,,,,,,,
Herkimer,Town of Newport 1,Governor,,REP,Marc Molinaro,465,29,494,,,,,,,,,,,,
Herkimer,Town of Norway 1,Governor,,REP,Marc Molinaro,197,6,203,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Governor,,REP,Marc Molinaro,243,15,258,,,,,,,,,,,,
Herkimer,Town of Russia 1,Governor,,REP,Marc Molinaro,282,24,306,,,,,,,,,,,,
Herkimer,Town of Russia 2,Governor,,REP,Marc Molinaro,168,10,178,,,,,,,,,,,,
Herkimer,Town of Russia 3,Governor,,REP,Marc Molinaro,74,4,78,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Governor,,REP,Marc Molinaro,402,17,419,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Governor,,REP,Marc Molinaro,148,7,155,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Governor,,REP,Marc Molinaro,290,18,308,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Governor,,REP,Marc Molinaro,270,16,286,,,,,,,,,,,,
Herkimer,Town of Stark 1,Governor,,REP,Marc Molinaro,162,5,167,,,,,,,,,,,,
Herkimer,Town of Warren 1,Governor,,REP,Marc Molinaro,189,15,204,,,,,,,,,,,,
Herkimer,Town of Webb 1,Governor,,REP,Marc Molinaro,384,37,421,,,,,,,,,,,,
Herkimer,Town of Webb 2,Governor,,REP,Marc Molinaro,76,17,93,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Governor,,REP,Marc Molinaro,233,16,249,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Governor,,REP,Marc Molinaro,185,16,201,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Governor,,CON,Marc Molinaro,21,2,23,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Governor,,CON,Marc Molinaro,44,1,45,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Governor,,CON,Marc Molinaro,8,3,11,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Governor,,CON,Marc Molinaro,9,0,9,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Governor,,CON,Marc Molinaro,18,3,21,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Governor,,CON,Marc Molinaro,34,4,38,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Governor,,CON,Marc Molinaro,20,0,20,,,,,,,,,,,,
Herkimer,Town of Danube 1,Governor,,CON,Marc Molinaro,24,1,25,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Governor,,CON,Marc Molinaro,39,4,43,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Governor,,CON,Marc Molinaro,13,2,15,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Governor,,CON,Marc Molinaro,17,1,18,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Governor,,CON,Marc Molinaro,24,1,25,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Governor,,CON,Marc Molinaro,25,0,25,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Governor,,CON,Marc Molinaro,44,2,46,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Governor,,CON,Marc Molinaro,28,2,30,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Governor,,CON,Marc Molinaro,19,1,20,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Governor,,CON,Marc Molinaro,13,1,14,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Governor,,CON,Marc Molinaro,33,1,34,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Governor,,CON,Marc Molinaro,7,0,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Governor,,CON,Marc Molinaro,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Governor,,CON,Marc Molinaro,21,2,23,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Governor,,CON,Marc Molinaro,11,0,11,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Governor,,CON,Marc Molinaro,9,2,11,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Governor,,CON,Marc Molinaro,17,1,18,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Governor,,CON,Marc Molinaro,9,1,10,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Governor,,CON,Marc Molinaro,16,1,17,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Governor,,CON,Marc Molinaro,18,1,19,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Governor,,CON,Marc Molinaro,17,0,17,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Governor,,CON,Marc Molinaro,20,2,22,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Governor,,CON,Marc Molinaro,25,3,28,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Governor,,CON,Marc Molinaro,9,1,10,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Governor,,CON,Marc Molinaro,7,1,8,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Governor,,CON,Marc Molinaro,17,1,18,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Governor,,CON,Marc Molinaro,8,0,8,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Governor,,CON,Marc Molinaro,25,1,26,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Governor,,CON,Marc Molinaro,20,0,20,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Governor,,CON,Marc Molinaro,15,1,16,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Governor,,CON,Marc Molinaro,17,1,18,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Governor,,CON,Marc Molinaro,37,3,40,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Governor,,CON,Marc Molinaro,36,1,37,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Governor,,CON,Marc Molinaro,6,0,6,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Governor,,CON,Marc Molinaro,54,2,56,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Governor,,CON,Marc Molinaro,19,2,21,,,,,,,,,,,,
Herkimer,Town of Newport 1,Governor,,CON,Marc Molinaro,53,1,54,,,,,,,,,,,,
Herkimer,Town of Norway 1,Governor,,CON,Marc Molinaro,14,0,14,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Governor,,CON,Marc Molinaro,21,0,21,,,,,,,,,,,,
Herkimer,Town of Russia 1,Governor,,CON,Marc Molinaro,37,5,42,,,,,,,,,,,,
Herkimer,Town of Russia 2,Governor,,CON,Marc Molinaro,14,2,16,,,,,,,,,,,,
Herkimer,Town of Russia 3,Governor,,CON,Marc Molinaro,7,2,9,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Governor,,CON,Marc Molinaro,30,2,32,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Governor,,CON,Marc Molinaro,13,2,15,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Governor,,CON,Marc Molinaro,21,3,24,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Governor,,CON,Marc Molinaro,30,1,31,,,,,,,,,,,,
Herkimer,Town of Stark 1,Governor,,CON,Marc Molinaro,18,0,18,,,,,,,,,,,,
Herkimer,Town of Warren 1,Governor,,CON,Marc Molinaro,40,2,42,,,,,,,,,,,,
Herkimer,Town of Webb 1,Governor,,CON,Marc Molinaro,28,6,34,,,,,,,,,,,,
Herkimer,Town of Webb 2,Governor,,CON,Marc Molinaro,6,2,8,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Governor,,CON,Marc Molinaro,19,2,21,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Governor,,CON,Marc Molinaro,24,1,25,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Governor,,REF,Marc Molinaro,2,1,3,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Governor,,REF,Marc Molinaro,3,2,5,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Governor,,REF,Marc Molinaro,0,0,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Governor,,REF,Marc Molinaro,1,0,1,,,,,,,,,,,,
Herkimer,Town of Danube 1,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Governor,,REF,Marc Molinaro,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Governor,,REF,Marc Molinaro,4,0,4,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Governor,,REF,Marc Molinaro,1,0,1,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Governor,,REF,Marc Molinaro,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Governor,,REF,Marc Molinaro,7,0,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Governor,,REF,Marc Molinaro,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Governor,,REF,Marc Molinaro,12,0,12,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Governor,,REF,Marc Molinaro,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Governor,,REF,Marc Molinaro,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Governor,,REF,Marc Molinaro,4,1,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Governor,,REF,Marc Molinaro,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Governor,,REF,Marc Molinaro,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Governor,,REF,Marc Molinaro,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Governor,,REF,Marc Molinaro,5,0,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Governor,,REF,Marc Molinaro,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Governor,,REF,Marc Molinaro,0,0,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Governor,,REF,Marc Molinaro,4,0,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Governor,,REF,Marc Molinaro,0,0,0,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Governor,,REF,Marc Molinaro,4,0,4,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Governor,,REF,Marc Molinaro,6,1,7,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Governor,,REF,Marc Molinaro,8,0,8,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Newport 1,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Norway 1,Governor,,REF,Marc Molinaro,1,1,2,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of Russia 1,Governor,,REF,Marc Molinaro,0,0,0,,,,,,,,,,,,
Herkimer,Town of Russia 2,Governor,,REF,Marc Molinaro,0,0,0,,,,,,,,,,,,
Herkimer,Town of Russia 3,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Governor,,REF,Marc Molinaro,7,0,7,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Governor,,REF,Marc Molinaro,4,0,4,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Governor,,REF,Marc Molinaro,3,0,3,,,,,,,,,,,,
Herkimer,Town of Stark 1,Governor,,REF,Marc Molinaro,1,0,1,,,,,,,,,,,,
Herkimer,Town of Warren 1,Governor,,REF,Marc Molinaro,5,0,5,,,,,,,,,,,,
Herkimer,Town of Webb 1,Governor,,REF,Marc Molinaro,5,1,6,,,,,,,,,,,,
Herkimer,Town of Webb 2,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Governor,,REF,Marc Molinaro,4,0,4,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Governor,,REF,Marc Molinaro,2,0,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Governor,,GRE,Howie Hawkins,5,1,6,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Governor,,GRE,Howie Hawkins,7,3,10,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Governor,,GRE,Howie Hawkins,1,0,1,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Governor,,GRE,Howie Hawkins,7,0,7,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Governor,,GRE,Howie Hawkins,9,2,11,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Governor,,GRE,Howie Hawkins,4,0,4,,,,,,,,,,,,
Herkimer,Town of Danube 1,Governor,,GRE,Howie Hawkins,3,0,3,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Governor,,GRE,Howie Hawkins,4,3,7,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Governor,,GRE,Howie Hawkins,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Governor,,GRE,Howie Hawkins,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Governor,,GRE,Howie Hawkins,0,0,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Governor,,GRE,Howie Hawkins,12,1,13,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Governor,,GRE,Howie Hawkins,6,1,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Governor,,GRE,Howie Hawkins,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Governor,,GRE,Howie Hawkins,7,1,8,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Governor,,GRE,Howie Hawkins,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Governor,,GRE,Howie Hawkins,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Governor,,GRE,Howie Hawkins,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Governor,,GRE,Howie Hawkins,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Governor,,GRE,Howie Hawkins,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Governor,,GRE,Howie Hawkins,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Governor,,GRE,Howie Hawkins,2,1,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Governor,,GRE,Howie Hawkins,10,0,10,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Governor,,GRE,Howie Hawkins,7,0,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Governor,,GRE,Howie Hawkins,11,0,11,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Governor,,GRE,Howie Hawkins,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Governor,,GRE,Howie Hawkins,4,0,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Governor,,GRE,Howie Hawkins,4,1,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Governor,,GRE,Howie Hawkins,7,1,8,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Governor,,GRE,Howie Hawkins,3,1,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Governor,,GRE,Howie Hawkins,7,0,7,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Governor,,GRE,Howie Hawkins,2,0,2,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Governor,,GRE,Howie Hawkins,4,1,5,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Governor,,GRE,Howie Hawkins,0,0,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Governor,,GRE,Howie Hawkins,7,4,11,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Governor,,GRE,Howie Hawkins,3,0,3,,,,,,,,,,,,
Herkimer,Town of Newport 1,Governor,,GRE,Howie Hawkins,10,1,11,,,,,,,,,,,,
Herkimer,Town of Norway 1,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Russia 1,Governor,,GRE,Howie Hawkins,8,0,8,,,,,,,,,,,,
Herkimer,Town of Russia 2,Governor,,GRE,Howie Hawkins,1,0,1,,,,,,,,,,,,
Herkimer,Town of Russia 3,Governor,,GRE,Howie Hawkins,1,0,1,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Governor,,GRE,Howie Hawkins,8,2,10,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Governor,,GRE,Howie Hawkins,1,0,1,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Governor,,GRE,Howie Hawkins,2,1,3,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Governor,,GRE,Howie Hawkins,6,0,6,,,,,,,,,,,,
Herkimer,Town of Stark 1,Governor,,GRE,Howie Hawkins,4,0,4,,,,,,,,,,,,
Herkimer,Town of Warren 1,Governor,,GRE,Howie Hawkins,3,0,3,,,,,,,,,,,,
Herkimer,Town of Webb 1,Governor,,GRE,Howie Hawkins,11,2,13,,,,,,,,,,,,
Herkimer,Town of Webb 2,Governor,,GRE,Howie Hawkins,3,1,4,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Governor,,GRE,Howie Hawkins,6,2,8,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Governor,,GRE,Howie Hawkins,5,0,5,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Governor,,SAM,Stephanie A. Miner,4,2,6,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Governor,,SAM,Stephanie A. Miner,7,3,10,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Governor,,SAM,Stephanie A. Miner,2,0,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Governor,,SAM,Stephanie A. Miner,3,0,3,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Governor,,SAM,Stephanie A. Miner,6,0,6,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Governor,,SAM,Stephanie A. Miner,6,2,8,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Governor,,SAM,Stephanie A. Miner,1,0,1,,,,,,,,,,,,
Herkimer,Town of Danube 1,Governor,,SAM,Stephanie A. Miner,3,0,3,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Governor,,SAM,Stephanie A. Miner,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Governor,,SAM,Stephanie A. Miner,3,0,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Governor,,SAM,Stephanie A. Miner,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Governor,,SAM,Stephanie A. Miner,4,2,6,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Governor,,SAM,Stephanie A. Miner,4,1,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Governor,,SAM,Stephanie A. Miner,9,0,9,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Governor,,SAM,Stephanie A. Miner,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Governor,,SAM,Stephanie A. Miner,6,1,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Governor,,SAM,Stephanie A. Miner,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Governor,,SAM,Stephanie A. Miner,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Governor,,SAM,Stephanie A. Miner,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Governor,,SAM,Stephanie A. Miner,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Governor,,SAM,Stephanie A. Miner,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Governor,,SAM,Stephanie A. Miner,5,2,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Governor,,SAM,Stephanie A. Miner,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Governor,,SAM,Stephanie A. Miner,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Governor,,SAM,Stephanie A. Miner,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Governor,,SAM,Stephanie A. Miner,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Governor,,SAM,Stephanie A. Miner,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Governor,,SAM,Stephanie A. Miner,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Governor,,SAM,Stephanie A. Miner,5,0,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Governor,,SAM,Stephanie A. Miner,7,0,7,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Governor,,SAM,Stephanie A. Miner,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Governor,,SAM,Stephanie A. Miner,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Governor,,SAM,Stephanie A. Miner,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Governor,,SAM,Stephanie A. Miner,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Governor,,SAM,Stephanie A. Miner,8,4,12,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Governor,,SAM,Stephanie A. Miner,5,0,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Governor,,SAM,Stephanie A. Miner,2,2,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Governor,,SAM,Stephanie A. Miner,5,0,5,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Governor,,SAM,Stephanie A. Miner,7,1,8,,,,,,,,,,,,
