county,precinct,office,district,candidate,party,election_day,absentee,votes
Columbia,Austerlitz-1,State Assembly,107,TISTRYA G HOUGHTLING,Democratic,97,17,114
Columbia,Austerlitz-1,State Assembly,107,DONALD G BOYAJIAN,Democratic,8,4,12
Columbia,Austerlitz-1,State Assembly,107,Blanks,Democratic,7,3,10
Columbia,Austerlitz-1,State Assembly,107,Voids,Democratic,1,0,1
Columbia,Austerlitz-1,State Assembly,107,Scatterings,Democratic,1,0,1
Columbia,Austerlitz-2,Governor,,CYNTHIA E NIXON,Democratic,71,22,93
Columbia,Austerlitz-2,Governor,,ANDREW M CUOMO,Democratic,56,18,74
Columbia,Austerlitz-2,Governor,,Blanks,Democratic,3,0,3
Columbia,Austerlitz-2,Governor,,Voids,Democratic,0,0,0
Columbia,Austerlitz-2,Governor,,Scatterings,Democratic,0,0,0
Columbia,Austerlitz-2,Lieutenant Governor,,KATHY C HOCHUL,Democratic,54,17,71
Columbia,Austerlitz-2,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,72,21,93
Columbia,Austerlitz-2,Lieutenant Governor,,Blanks,Democratic,4,2,6
Columbia,Austerlitz-2,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Austerlitz-2,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Austerlitz-2,Attorney General,,SEAN PATRICK MALONEY,Democratic,21,4,25
Columbia,Austerlitz-2,Attorney General,,LETITIA A JAMES,Democratic,12,0,12
Columbia,Austerlitz-2,Attorney General,,LEECIA R EVE,Democratic,2,2,4
Columbia,Austerlitz-2,Attorney General,,ZEPHYR TEACHOUT,Democratic,93,33,126
Columbia,Austerlitz-2,Attorney General,,Blanks,Democratic,1,1,2
Columbia,Austerlitz-2,Attorney General,,Voids,Democratic,1,0,1
Columbia,Austerlitz-2,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Austerlitz-2,State Assembly,107,TISTRYA G HOUGHTLING,Democratic,106,33,139
Columbia,Austerlitz-2,State Assembly,107,DONALD G BOYAJIAN,Democratic,19,5,24
Columbia,Austerlitz-2,State Assembly,107,Blanks,Democratic,5,2,7
Columbia,Austerlitz-2,State Assembly,107,Voids,Democratic,0,0,0
Columbia,Austerlitz-2,State Assembly,107,Scatterings,Democratic,0,0,0
Columbia,Canaan-1,Governor,,CYNTHIA E NIXON,Democratic,72,7,79
Columbia,Canaan-1,Governor,,ANDREW M CUOMO,Democratic,57,15,72
Columbia,Canaan-1,Governor,,Blanks,Democratic,2,0,2
Columbia,Canaan-1,Governor,,Voids,Democratic,0,0,0
Columbia,Canaan-1,Governor,,Scatterings,Democratic,0,0,0
Columbia,Canaan-1,Lieutenant Governor,,KATHY C HOCHUL,Democratic,62,15,77
Columbia,Canaan-1,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,79,6,85
Columbia,Canaan-1,Lieutenant Governor,,Blanks,Democratic,7,1,8
Columbia,Canaan-1,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Canaan-1,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Canaan-1,Attorney General,,SEAN PATRICK MALONEY,Democratic,33,4,37
Columbia,Canaan-1,Attorney General,,LETITIA A JAMES,Democratic,7,3,10
Columbia,Canaan-1,Attorney General,,LEECIA R EVE,Democratic,4,0,4
Columbia,Canaan-1,Attorney General,,ZEPHYR TEACHOUT,Democratic,103,15,118
Columbia,Canaan-1,Attorney General,,Blanks,Democratic,1,0,1
Columbia,Canaan-1,Attorney General,,Voids,Democratic,0,0,0
Columbia,Canaan-1,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Canaan-1,State Assembly,107,TISTRYA G HOUGHTLING,Democratic,120,15,135
Columbia,Canaan-1,State Assembly,107,DONALD G BOYAJIAN,Democratic,25,6,31
Columbia,Canaan-1,State Assembly,107,Blanks,Democratic,3,1,4
Columbia,Canaan-1,State Assembly,107,Voids,Democratic,0,0,0
Columbia,Canaan-1,State Assembly,107,Scatterings,Democratic,0,0,0
Columbia,Canaan-2,Governor,,CYNTHIA E NIXON,Democratic,51,5,56
Columbia,Canaan-2,Governor,,ANDREW M CUOMO,Democratic,40,19,59
Columbia,Canaan-2,Governor,,Blanks,Democratic,2,0,2
Columbia,Canaan-2,Governor,,Voids,Democratic,0,0,0
Columbia,Canaan-2,Governor,,Scatterings,Democratic,0,0,0
Columbia,Canaan-2,Lieutenant Governor,,KATHY C HOCHUL,Democratic,37,14,51
Columbia,Canaan-2,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,47,10,57
Columbia,Canaan-2,Lieutenant Governor,,Blanks,Democratic,9,0,9
Columbia,Canaan-2,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Canaan-2,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Canaan-2,Attorney General,,SEAN PATRICK MALONEY,Democratic,20,5,25
Columbia,Canaan-2,Attorney General,,LETITIA A JAMES,Democratic,2,5,7
Columbia,Canaan-2,Attorney General,,LEECIA R EVE,Democratic,5,0,5
Columbia,Canaan-2,Attorney General,,ZEPHYR TEACHOUT,Democratic,48,13,61
Columbia,Canaan-2,Attorney General,,Blanks,Democratic,1,1,2
Columbia,Canaan-2,Attorney General,,Voids,Democratic,0,0,0
Columbia,Canaan-2,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Canaan-2,State Assembly,107,TISTRYA G HOUGHTLING,Democratic,61,21,82
Columbia,Canaan-2,State Assembly,107,DONALD G BOYAJIAN,Democratic,8,3,11
Columbia,Canaan-2,State Assembly,107,Blanks,Democratic,7,0,7
Columbia,Canaan-2,State Assembly,107,Voids,Democratic,0,0,0
Columbia,Canaan-2,State Assembly,107,Scatterings,Democratic,0,0,0
Columbia,Chatham-1,Governor,,CYNTHIA E NIXON,Democratic,107,15,122
Columbia,Chatham-1,Governor,,ANDREW M CUOMO,Democratic,75,20,95
Columbia,Chatham-1,Governor,,Blanks,Democratic,3,1,4
Columbia,Chatham-1,Governor,,Voids,Democratic,0,0,0
Columbia,Chatham-1,Governor,,Scatterings,Democratic,1,0,1
Columbia,Chatham-1,Lieutenant Governor,,KATHY C HOCHUL,Democratic,82,17,99
Columbia,Chatham-1,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,93,16,109
Columbia,Chatham-1,Lieutenant Governor,,Blanks,Democratic,11,3,14
Columbia,Chatham-1,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Chatham-1,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Chatham-1,Attorney General,,SEAN PATRICK MALONEY,Democratic,35,9,44
Columbia,Chatham-1,Attorney General,,LETITIA A JAMES,Democratic,20,2,22
Columbia,Chatham-1,Attorney General,,LEECIA R EVE,Democratic,0,1,1
Columbia,Chatham-1,Attorney General,,ZEPHYR TEACHOUT,Democratic,131,23,154
Columbia,Chatham-1,Attorney General,,Blanks,Democratic,0,1,1
Columbia,Chatham-1,Attorney General,,Voids,Democratic,0,0,0
Columbia,Chatham-1,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Chatham-1,State Assembly,107,TISTRYA G HOUGHTLING,Democratic,144,32,176
Columbia,Chatham-1,State Assembly,107,DONALD G BOYAJIAN,Democratic,35,3,38
Columbia,Chatham-1,State Assembly,107,Blanks,Democratic,7,1,8
Columbia,Chatham-1,State Assembly,107,Voids,Democratic,0,0,0
Columbia,Chatham-1,State Assembly,107,Scatterings,Democratic,0,0,0
Columbia,Chatham-2,Governor,,CYNTHIA E NIXON,Democratic,75,14,89
Columbia,Chatham-2,Governor,,ANDREW M CUOMO,Democratic,51,2,53
Columbia,Chatham-2,Governor,,Blanks,Democratic,1,0,1
Columbia,Chatham-2,Governor,,Voids,Democratic,0,0,0
Columbia,Chatham-2,Governor,,Scatterings,Democratic,0,0,0
Columbia,Chatham-2,Lieutenant Governor,,KATHY C HOCHUL,Democratic,48,5,53
Columbia,Chatham-2,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,73,7,80
Columbia,Chatham-2,Lieutenant Governor,,Blanks,Democratic,6,4,10
Columbia,Chatham-2,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Chatham-2,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Chatham-2,Attorney General,,SEAN PATRICK MALONEY,Democratic,25,2,27
Columbia,Chatham-2,Attorney General,,LETITIA A JAMES,Democratic,18,0,18
Columbia,Chatham-2,Attorney General,,LEECIA R EVE,Democratic,1,1,2
Columbia,Chatham-2,Attorney General,,ZEPHYR TEACHOUT,Democratic,83,13,96
Columbia,Chatham-2,Attorney General,,Blanks,Democratic,0,0,0
Columbia,Chatham-2,Attorney General,,Voids,Democratic,0,0,0
Columbia,Chatham-2,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Chatham-2,State Assembly,107,TISTRYA G HOUGHTLING,Democratic,93,13,106
Columbia,Chatham-2,State Assembly,107,DONALD G BOYAJIAN,Democratic,32,2,34
Columbia,Chatham-2,State Assembly,107,Blanks,Democratic,2,1,3
Columbia,Chatham-2,State Assembly,107,Voids,Democratic,0,0,0
Columbia,Chatham-2,State Assembly,107,Scatterings,Democratic,0,0,0
Columbia,Chatham-3,Governor,,CYNTHIA E NIXON,Democratic,87,18,105
Columbia,Chatham-3,Governor,,ANDREW M CUOMO,Democratic,75,23,98
Columbia,Chatham-3,Governor,,Blanks,Democratic,2,0,2
Columbia,Chatham-3,Governor,,Voids,Democratic,0,0,0
Columbia,Chatham-3,Governor,,Scatterings,Democratic,2,0,2
Columbia,Chatham-3,Lieutenant Governor,,KATHY C HOCHUL,Democratic,78,32,110
Columbia,Chatham-3,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,77,8,85
Columbia,Chatham-3,Lieutenant Governor,,Blanks,Democratic,10,1,11
Columbia,Chatham-3,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Chatham-3,Lieutenant Governor,,Scatterings,Democratic,1,0,1
Columbia,Chatham-3,Attorney General,,SEAN PATRICK MALONEY,Democratic,43,5,48
Columbia,Chatham-3,Attorney General,,LETITIA A JAMES,Democratic,15,4,19
Columbia,Chatham-3,Attorney General,,LEECIA R EVE,Democratic,6,2,8
Columbia,Chatham-3,Attorney General,,ZEPHYR TEACHOUT,Democratic,102,27,129
Columbia,Chatham-3,Attorney General,,Blanks,Democratic,0,0,0
Columbia,Chatham-3,Attorney General,,Voids,Democratic,0,3,3
Columbia,Chatham-3,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Chatham-3,State Assembly,107,TISTRYA G HOUGHTLING,Democratic,122,29,151
Columbia,Chatham-3,State Assembly,107,DONALD G BOYAJIAN,Democratic,41,12,53
Columbia,Chatham-3,State Assembly,107,Blanks,Democratic,2,0,2
Columbia,Chatham-3,State Assembly,107,Voids,Democratic,0,0,0
Columbia,Chatham-3,State Assembly,107,Scatterings,Democratic,1,0,1
Columbia,Claverack-1,Governor,,CYNTHIA E NIXON,Democratic,32,4,36
Columbia,Claverack-1,Governor,,ANDREW M CUOMO,Democratic,22,5,27
Columbia,Claverack-1,Governor,,Blanks,Democratic,2,0,2
Columbia,Claverack-1,Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-1,Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-1,Lieutenant Governor,,KATHY C HOCHUL,Democratic,26,5,31
Columbia,Claverack-1,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,23,4,27
Columbia,Claverack-1,Lieutenant Governor,,Blanks,Democratic,7,0,7
Columbia,Claverack-1,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-1,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-1,Attorney General,,SEAN PATRICK MALONEY,Democratic,18,2,20
Columbia,Claverack-1,Attorney General,,LETITIA A JAMES,Democratic,1,0,1
Columbia,Claverack-1,Attorney General,,LEECIA R EVE,Democratic,1,0,1
Columbia,Claverack-1,Attorney General,,ZEPHYR TEACHOUT,Democratic,32,7,39
Columbia,Claverack-1,Attorney General,,Blanks,Democratic,4,0,4
Columbia,Claverack-1,Attorney General,,Voids,Democratic,0,0,0
Columbia,Claverack-1,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Claverack-2,Governor,,CYNTHIA E NIXON,Democratic,53,12,65
Columbia,Claverack-2,Governor,,ANDREW M CUOMO,Democratic,31,3,34
Columbia,Claverack-2,Governor,,Blanks,Democratic,0,0,0
Columbia,Claverack-2,Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-2,Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-2,Lieutenant Governor,,KATHY C HOCHUL,Democratic,29,5,34
Columbia,Claverack-2,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,51,9,60
Columbia,Claverack-2,Lieutenant Governor,,Blanks,Democratic,4,1,5
Columbia,Claverack-2,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-2,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-2,Attorney General,,SEAN PATRICK MALONEY,Democratic,24,3,27
Columbia,Claverack-2,Attorney General,,LETITIA A JAMES,Democratic,6,3,9
Columbia,Claverack-2,Attorney General,,LEECIA R EVE,Democratic,1,3,4
Columbia,Claverack-2,Attorney General,,ZEPHYR TEACHOUT,Democratic,50,6,56
Columbia,Claverack-2,Attorney General,,Blanks,Democratic,3,0,3
Columbia,Claverack-2,Attorney General,,Voids,Democratic,0,0,0
Columbia,Claverack-2,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Claverack-3,Governor,,CYNTHIA E NIXON,Democratic,45,4,49
Columbia,Claverack-3,Governor,,ANDREW M CUOMO,Democratic,35,8,43
Columbia,Claverack-3,Governor,,Blanks,Democratic,0,1,1
Columbia,Claverack-3,Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-3,Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-3,Lieutenant Governor,,KATHY C HOCHUL,Democratic,36,8,44
Columbia,Claverack-3,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,43,4,47
Columbia,Claverack-3,Lieutenant Governor,,Blanks,Democratic,1,1,2
Columbia,Claverack-3,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-3,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-3,Attorney General,,SEAN PATRICK MALONEY,Democratic,21,3,24
Columbia,Claverack-3,Attorney General,,LETITIA A JAMES,Democratic,8,2,10
Columbia,Claverack-3,Attorney General,,LEECIA R EVE,Democratic,1,0,1
Columbia,Claverack-3,Attorney General,,ZEPHYR TEACHOUT,Democratic,50,8,58
Columbia,Claverack-3,Attorney General,,Blanks,Democratic,0,0,0
Columbia,Claverack-3,Attorney General,,Voids,Democratic,0,0,0
Columbia,Claverack-3,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Claverack-4,Governor,,CYNTHIA E NIXON,Democratic,61,15,76
Columbia,Claverack-4,Governor,,ANDREW M CUOMO,Democratic,45,6,51
Columbia,Claverack-4,Governor,,Blanks,Democratic,2,0,2
Columbia,Claverack-4,Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-4,Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-4,Lieutenant Governor,,KATHY C HOCHUL,Democratic,46,7,53
Columbia,Claverack-4,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,56,8,64
Columbia,Claverack-4,Lieutenant Governor,,Blanks,Democratic,6,6,12
Columbia,Claverack-4,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-4,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-4,Attorney General,,SEAN PATRICK MALONEY,Democratic,23,2,25
Columbia,Claverack-4,Attorney General,,LETITIA A JAMES,Democratic,6,3,9
Columbia,Claverack-4,Attorney General,,LEECIA R EVE,Democratic,3,0,3
Columbia,Claverack-4,Attorney General,,ZEPHYR TEACHOUT,Democratic,75,12,87
Columbia,Claverack-4,Attorney General,,Blanks,Democratic,1,1,2
Columbia,Claverack-4,Attorney General,,Voids,Democratic,0,3,3
Columbia,Claverack-4,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Claverack-5,Governor,,CYNTHIA E NIXON,Democratic,22,8,30
Columbia,Claverack-5,Governor,,ANDREW M CUOMO,Democratic,13,4,17
Columbia,Claverack-5,Governor,,Blanks,Democratic,0,0,0
Columbia,Claverack-5,Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-5,Governor,,Scatterings,Democratic,1,0,1
Columbia,Claverack-5,Lieutenant Governor,,KATHY C HOCHUL,Democratic,15,6,21
Columbia,Claverack-5,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,18,3,21
Columbia,Claverack-5,Lieutenant Governor,,Blanks,Democratic,3,3,6
Columbia,Claverack-5,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Claverack-5,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Claverack-5,Attorney General,,SEAN PATRICK MALONEY,Democratic,10,0,10
Columbia,Claverack-5,Attorney General,,LETITIA A JAMES,Democratic,3,3,6
Columbia,Claverack-5,Attorney General,,LEECIA R EVE,Democratic,3,0,3
Columbia,Claverack-5,Attorney General,,ZEPHYR TEACHOUT,Democratic,20,8,28
Columbia,Claverack-5,Attorney General,,Blanks,Democratic,0,1,1
Columbia,Claverack-5,Attorney General,,Voids,Democratic,0,0,0
Columbia,Claverack-5,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Clermont-1,Governor,,CYNTHIA E NIXON,Democratic,72,14,86
Columbia,Clermont-1,Governor,,ANDREW M CUOMO,Democratic,39,5,44
Columbia,Clermont-1,Governor,,Blanks,Democratic,3,0,3
Columbia,Clermont-1,Governor,,Voids,Democratic,0,0,0
Columbia,Clermont-1,Governor,,Scatterings,Democratic,0,1,1
Columbia,Clermont-1,Lieutenant Governor,,KATHY C HOCHUL,Democratic,46,5,51
Columbia,Clermont-1,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,64,12,76
Columbia,Clermont-1,Lieutenant Governor,,Blanks,Democratic,4,2,6
Columbia,Clermont-1,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Clermont-1,Lieutenant Governor,,Scatterings,Democratic,0,1,1
Columbia,Clermont-1,Attorney General,,SEAN PATRICK MALONEY,Democratic,24,1,25
Columbia,Clermont-1,Attorney General,,LETITIA A JAMES,Democratic,11,1,12
Columbia,Clermont-1,Attorney General,,LEECIA R EVE,Democratic,3,0,3
Columbia,Clermont-1,Attorney General,,ZEPHYR TEACHOUT,Democratic,74,15,89
Columbia,Clermont-1,Attorney General,,Blanks,Democratic,2,1,3
Columbia,Clermont-1,Attorney General,,Voids,Democratic,0,2,2
Columbia,Clermont-1,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Copake-1,Governor,,CYNTHIA E NIXON,Democratic,65,16,81
Columbia,Copake-1,Governor,,ANDREW M CUOMO,Democratic,56,34,90
Columbia,Copake-1,Governor,,Blanks,Democratic,1,1,2
Columbia,Copake-1,Governor,,Voids,Democratic,0,1,1
Columbia,Copake-1,Governor,,Scatterings,Democratic,0,0,0
Columbia,Copake-1,Lieutenant Governor,,KATHY C HOCHUL,Democratic,57,31,88
Columbia,Copake-1,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,63,16,79
Columbia,Copake-1,Lieutenant Governor,,Blanks,Democratic,2,4,6
Columbia,Copake-1,Lieutenant Governor,,Voids,Democratic,0,1,1
Columbia,Copake-1,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Copake-1,Attorney General,,SEAN PATRICK MALONEY,Democratic,30,5,35
Columbia,Copake-1,Attorney General,,LETITIA A JAMES,Democratic,19,10,29
Columbia,Copake-1,Attorney General,,LEECIA R EVE,Democratic,4,1,5
Columbia,Copake-1,Attorney General,,ZEPHYR TEACHOUT,Democratic,69,34,103
Columbia,Copake-1,Attorney General,,Blanks,Democratic,0,1,1
Columbia,Copake-1,Attorney General,,Voids,Democratic,0,1,1
Columbia,Copake-1,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Copake-2,Governor,,CYNTHIA E NIXON,Democratic,49,19,68
Columbia,Copake-2,Governor,,ANDREW M CUOMO,Democratic,41,26,67
Columbia,Copake-2,Governor,,Blanks,Democratic,0,3,3
Columbia,Copake-2,Governor,,Voids,Democratic,0,0,0
Columbia,Copake-2,Governor,,Scatterings,Democratic,0,0,0
Columbia,Copake-2,Lieutenant Governor,,KATHY C HOCHUL,Democratic,41,26,67
Columbia,Copake-2,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,44,20,64
Columbia,Copake-2,Lieutenant Governor,,Blanks,Democratic,5,2,7
Columbia,Copake-2,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Copake-2,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Copake-2,Attorney General,,SEAN PATRICK MALONEY,Democratic,29,8,37
Columbia,Copake-2,Attorney General,,LETITIA A JAMES,Democratic,10,6,16
Columbia,Copake-2,Attorney General,,LEECIA R EVE,Democratic,2,1,3
Columbia,Copake-2,Attorney General,,ZEPHYR TEACHOUT,Democratic,48,32,80
Columbia,Copake-2,Attorney General,,Blanks,Democratic,1,1,2
Columbia,Copake-2,Attorney General,,Voids,Democratic,0,0,0
Columbia,Copake-2,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Gallatin-1,Governor,,CYNTHIA E NIXON,Democratic,41,13,54
Columbia,Gallatin-1,Governor,,ANDREW M CUOMO,Democratic,46,17,63
Columbia,Gallatin-1,Governor,,Blanks,Democratic,1,0,1
Columbia,Gallatin-1,Governor,,Voids,Democratic,0,0,0
Columbia,Gallatin-1,Governor,,Scatterings,Democratic,0,1,1
Columbia,Gallatin-1,Lieutenant Governor,,KATHY C HOCHUL,Democratic,27,14,41
Columbia,Gallatin-1,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,58,16,74
Columbia,Gallatin-1,Lieutenant Governor,,Blanks,Democratic,3,1,4
Columbia,Gallatin-1,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Gallatin-1,Lieutenant Governor,,Scatterings,Democratic,0,0,0
Columbia,Gallatin-1,Attorney General,,SEAN PATRICK MALONEY,Democratic,17,4,21
Columbia,Gallatin-1,Attorney General,,LETITIA A JAMES,Democratic,10,3,13
Columbia,Gallatin-1,Attorney General,,LEECIA R EVE,Democratic,1,1,2
Columbia,Gallatin-1,Attorney General,,ZEPHYR TEACHOUT,Democratic,60,22,82
Columbia,Gallatin-1,Attorney General,,Blanks,Democratic,0,0,0
Columbia,Gallatin-1,Attorney General,,Voids,Democratic,0,1,1
Columbia,Gallatin-1,Attorney General,,Scatterings,Democratic,0,0,0
Columbia,Germantown-1,Governor,,CYNTHIA E NIXON,Democratic,60,10,70
Columbia,Germantown-1,Governor,,ANDREW M CUOMO,Democratic,43,13,56
Columbia,Germantown-1,Governor,,Blanks,Democratic,0,0,0
Columbia,Germantown-1,Governor,,Voids,Democratic,0,0,0
Columbia,Germantown-1,Governor,,Scatterings,Democratic,1,0,1
Columbia,Germantown-1,Lieutenant Governor,,KATHY C HOCHUL,Democratic,40,15,55
Columbia,Germantown-1,Lieutenant Governor,,JUMAANE WILLIAMS,Democratic,61,8,69
Columbia,Germantown-1,Lieutenant Governor,,Blanks,Democratic,2,0,2
Columbia,Germantown-1,Lieutenant Governor,,Voids,Democratic,0,0,0
Columbia,Germantown-1,Lieutenant Governor,,Scatterings,Democratic,1,0,1
Columbia,Germantown-1,Attorney General,,SEAN PATRICK MALONEY,Democratic,20,1,21
