county,precinct,office,district,candidate,party,votes,,,,,,,
Monroe,Webster 40,Governor,,Marc Molinaro,CON,51,,,,,,,
Monroe,Webster 41,Governor,,Marc Molinaro,CON,50,,,,,,,
Monroe,Webster 42,Governor,,Marc Molinaro,CON,43,,,,,,,
Monroe,Webster 43,Governor,,Marc Molinaro,CON,23,,,,,,,
Monroe,Wheatland 01,Governor,,Marc Molinaro,CON,37,,,,,,,
Monroe,Wheatland 02,Governor,,Marc Molinaro,CON,43,,,,,,,
Monroe,Wheatland 03,Governor,,Marc Molinaro,CON,40,,,,,,,
Monroe,Wheatland 04,Governor,,Marc Molinaro,CON,34,,,,,,,
Monroe,Wheatland 05,Governor,,Marc Molinaro,CON,60,,,,,,,
Monroe,Brighton 1,Governor,,Howie Hawkins,GRE,19,,,,,,,
Monroe,Brighton 2,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Brighton 3,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Brighton 4,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Brighton 5,Governor,,Howie Hawkins,GRE,14,,,,,,,
Monroe,Brighton 6,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Brighton 7,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Brighton 8,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Brighton 9,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Brighton 10,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Brighton 11,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Brighton 12,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Brighton 13,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Brighton 14,Governor,,Howie Hawkins,GRE,18,,,,,,,
Monroe,Brighton 15,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Brighton 16,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Brighton 17,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Brighton 18,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Brighton 19,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Brighton 20,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Brighton 21,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Brighton 22,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Brighton 23,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Brighton 24,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Brighton 25,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Brighton 26,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Brighton 27,Governor,,Howie Hawkins,GRE,14,,,,,,,
Monroe,Brighton 28,Governor,,Howie Hawkins,GRE,14,,,,,,,
Monroe,Brighton 29,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Brighton 30,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Brighton 31,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Brighton 32,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Brighton 33,Governor,,Howie Hawkins,GRE,11,,,,,,,
Monroe,Brighton 34,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Brighton 35,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Brighton 36,Governor,,Howie Hawkins,GRE,11,,,,,,,
Monroe,Brighton 37,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Brighton 38,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Brighton 39,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Brighton 40,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Brighton 41,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Brighton 42,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Brighton 43,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Brighton 44,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Brighton 45,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Brighton 46,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Chili 1,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Chili 2,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Chili 3,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Chili 4,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Chili 5,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Chili 6,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Chili 7,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Chili 8,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Chili 9,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Chili 10,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Chili 11,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Chili 12,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Chili 13,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Chili 14,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Chili 15,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Chili 16,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Chili 17,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Chili 18,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Chili 19,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Chili 20,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Chili 21,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Chili 22,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Chili 23,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Chili 24,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Chili 25,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Chili 26,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Chili 27,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Chili 28,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Chili 29,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Chili 30,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Chili 31,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Chili 32,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Clarkson 1,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Clarkson 2,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Clarkson 3,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Clarkson 4,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Clarkson 5,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Clarkson 6,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,East Rochester 1,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,East Rochester 2,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,East Rochester 3,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,East Rochester 4,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,East Rochester 5,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,East Rochester 6,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,East Rochester 7,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Gates 1,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Gates 2,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Gates 3,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Gates 4,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Gates 5,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Gates 6,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Gates 7,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Gates 8,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Gates 9,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Gates 10,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Gates 11,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Gates 12,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Gates 13,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Gates 14,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Gates 15,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Gates 16,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Gates 17,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Gates 18,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Gates 19,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Gates 20,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Gates 21,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Gates 22,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Gates 23,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Gates 24,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Gates 25,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Gates 26,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Gates 27,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Gates 28,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Gates 29,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Gates 30,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Gates 31,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Gates 32,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Gates 33,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Gates 34,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Gates 35,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 1,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 2,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 3,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 4,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Greece 5,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 6,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 7,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 8,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 9,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Greece 10,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 11,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 12,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 13,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 14,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 15,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 16,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 17,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 18,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 19,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 20,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Greece 21,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 22,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 23,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 24,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Greece 25,Governor,,Howie Hawkins,GRE,12,,,,,,,
Monroe,Greece 26,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 27,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 28,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Greece 29,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 30,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 31,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 32,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Greece 33,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Greece 34,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 35,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 36,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 37,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 38,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Greece 39,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 40,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 41,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Greece 42,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Greece 43,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 44,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 45,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Greece 46,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 47,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 48,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 49,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Greece 50,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 51,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 52,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 53,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Greece 54,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 55,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 56,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 57,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 58,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 59,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 60,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 61,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 62,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Greece 63,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 64,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 65,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 66,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 67,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 68,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 69,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 70,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Greece 71,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 72,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 73,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 74,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 75,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Greece 76,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Greece 77,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 78,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 79,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 80,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 81,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 82,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Greece 83,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 84,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 85,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 86,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Greece 87,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 88,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 89,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 90,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 91,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 92,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Greece 93,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 94,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 95,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 96,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Greece 97,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Greece 98,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 99,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 100,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Greece 101,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 102,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Greece 103,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 104,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Greece 105,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Greece 106,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Greece 107,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 108,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Greece 109,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Hamlin 1,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Hamlin 2,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Hamlin 3,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Hamlin 4,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Hamlin 5,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Hamlin 6,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Hamlin 7,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Hamlin 8,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Hamlin 9,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Hamlin 10,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Henrietta 1,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Henrietta 2,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Henrietta 3,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Henrietta 4,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Henrietta 5,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Henrietta 6,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Henrietta 7,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Henrietta 8,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Henrietta 9,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Henrietta 10,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Henrietta 11,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Henrietta 12,Governor,,Howie Hawkins,GRE,11,,,,,,,
Monroe,Henrietta 13,Governor,,Howie Hawkins,GRE,11,,,,,,,
Monroe,Henrietta 14,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Henrietta 15,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Henrietta 16,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Henrietta 17,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Henrietta 18,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Henrietta 19,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Henrietta 20,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Henrietta 21,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Henrietta 22,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Henrietta 23,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Henrietta 24,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Henrietta 25,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Henrietta 26,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Henrietta 27,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Henrietta 28,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Henrietta 29,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Henrietta 30,Governor,,Howie Hawkins,GRE,14,,,,,,,
Monroe,Henrietta 31,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Henrietta 32,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Henrietta 33,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Henrietta 34,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Henrietta 35,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 1,Governor,,Howie Hawkins,GRE,16,,,,,,,
Monroe,Irondequoit 2,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 3,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Irondequoit 4,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Irondequoit 5,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Irondequoit 6,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Irondequoit 7,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 8,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Irondequoit 9,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 10,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 11,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 12,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Irondequoit 13,Governor,,Howie Hawkins,GRE,13,,,,,,,
Monroe,Irondequoit 14,Governor,,Howie Hawkins,GRE,15,,,,,,,
Monroe,Irondequoit 15,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Irondequoit 16,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Irondequoit 17,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 18,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Irondequoit 19,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Irondequoit 20,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 21,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Irondequoit 22,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Irondequoit 23,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Irondequoit 24,Governor,,Howie Hawkins,GRE,8,,,,,,,
Monroe,Irondequoit 25,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Irondequoit 26,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 27,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Irondequoit 28,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Irondequoit 29,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 30,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 31,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Irondequoit 32,Governor,,Howie Hawkins,GRE,10,,,,,,,
Monroe,Irondequoit 33,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 34,Governor,,Howie Hawkins,GRE,11,,,,,,,
Monroe,Irondequoit 35,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 36,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Irondequoit 37,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Irondequoit 38,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 39,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Irondequoit 40,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Irondequoit 41,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Irondequoit 42,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Irondequoit 43,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Irondequoit 44,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Irondequoit 45,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Irondequoit 46,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Irondequoit 47,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Irondequoit 48,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 49,Governor,,Howie Hawkins,GRE,7,,,,,,,
Monroe,Irondequoit 50,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Irondequoit 51,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 52,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Irondequoit 53,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Irondequoit 54,Governor,,Howie Hawkins,GRE,0,,,,,,,
Monroe,Irondequoit 55,Governor,,Howie Hawkins,GRE,11,,,,,,,
Monroe,Irondequoit 56,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 57,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Irondequoit 58,Governor,,Howie Hawkins,GRE,4,,,,,,,
Monroe,Irondequoit 59,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 60,Governor,,Howie Hawkins,GRE,9,,,,,,,
Monroe,Irondequoit 61,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 62,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 63,Governor,,Howie Hawkins,GRE,3,,,,,,,
Monroe,Irondequoit 64,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 65,Governor,,Howie Hawkins,GRE,6,,,,,,,
Monroe,Irondequoit 66,Governor,,Howie Hawkins,GRE,2,,,,,,,
Monroe,Irondequoit 67,Governor,,Howie Hawkins,GRE,5,,,,,,,
Monroe,Irondequoit 68,Governor,,Howie Hawkins,GRE,1,,,,,,,
Monroe,Mendon 1,Governor,,Howie Hawkins,GRE,8,,,,,,,
