county,precinct,office,district,candidate,party,votes,,,,,,,
Monroe,East Rochester 3,Governor,,Blank/Void,,9,,,,,,,
Monroe,East Rochester 4,Governor,,Blank/Void,,15,,,,,,,
Monroe,East Rochester 5,Governor,,Blank/Void,,11,,,,,,,
Monroe,East Rochester 6,Governor,,Blank/Void,,7,,,,,,,
Monroe,East Rochester 7,Governor,,Blank/Void,,9,,,,,,,
Monroe,Gates 1,Governor,,Blank/Void,,4,,,,,,,
Monroe,Gates 2,Governor,,Blank/Void,,10,,,,,,,
Monroe,Gates 3,Governor,,Blank/Void,,6,,,,,,,
Monroe,Gates 4,Governor,,Blank/Void,,6,,,,,,,
Monroe,Gates 5,Governor,,Blank/Void,,3,,,,,,,
Monroe,Gates 6,Governor,,Blank/Void,,7,,,,,,,
Monroe,Gates 7,Governor,,Blank/Void,,13,,,,,,,
Monroe,Gates 8,Governor,,Blank/Void,,7,,,,,,,
Monroe,Gates 9,Governor,,Blank/Void,,8,,,,,,,
Monroe,Gates 10,Governor,,Blank/Void,,10,,,,,,,
Monroe,Gates 11,Governor,,Blank/Void,,11,,,,,,,
Monroe,Gates 12,Governor,,Blank/Void,,3,,,,,,,
Monroe,Gates 13,Governor,,Blank/Void,,9,,,,,,,
Monroe,Gates 14,Governor,,Blank/Void,,7,,,,,,,
Monroe,Gates 15,Governor,,Blank/Void,,22,,,,,,,
Monroe,Gates 16,Governor,,Blank/Void,,5,,,,,,,
Monroe,Gates 17,Governor,,Blank/Void,,8,,,,,,,
Monroe,Gates 18,Governor,,Blank/Void,,9,,,,,,,
Monroe,Gates 19,Governor,,Blank/Void,,7,,,,,,,
Monroe,Gates 20,Governor,,Blank/Void,,12,,,,,,,
Monroe,Gates 21,Governor,,Blank/Void,,9,,,,,,,
Monroe,Gates 22,Governor,,Blank/Void,,6,,,,,,,
Monroe,Gates 23,Governor,,Blank/Void,,5,,,,,,,
Monroe,Gates 24,Governor,,Blank/Void,,11,,,,,,,
Monroe,Gates 25,Governor,,Blank/Void,,9,,,,,,,
Monroe,Gates 26,Governor,,Blank/Void,,9,,,,,,,
Monroe,Gates 27,Governor,,Blank/Void,,8,,,,,,,
Monroe,Gates 28,Governor,,Blank/Void,,6,,,,,,,
Monroe,Gates 29,Governor,,Blank/Void,,4,,,,,,,
Monroe,Gates 30,Governor,,Blank/Void,,5,,,,,,,
Monroe,Gates 31,Governor,,Blank/Void,,4,,,,,,,
Monroe,Gates 32,Governor,,Blank/Void,,3,,,,,,,
Monroe,Gates 33,Governor,,Blank/Void,,2,,,,,,,
Monroe,Gates 34,Governor,,Blank/Void,,10,,,,,,,
Monroe,Gates 35,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 1,Governor,,Blank/Void,,9,,,,,,,
Monroe,Greece 2,Governor,,Blank/Void,,12,,,,,,,
Monroe,Greece 3,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 4,Governor,,Blank/Void,,9,,,,,,,
Monroe,Greece 5,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 6,Governor,,Blank/Void,,3,,,,,,,
Monroe,Greece 7,Governor,,Blank/Void,,15,,,,,,,
Monroe,Greece 8,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 9,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 10,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 11,Governor,,Blank/Void,,4,,,,,,,
Monroe,Greece 12,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 13,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 14,Governor,,Blank/Void,,4,,,,,,,
Monroe,Greece 15,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 16,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 17,Governor,,Blank/Void,,12,,,,,,,
Monroe,Greece 18,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 19,Governor,,Blank/Void,,14,,,,,,,
Monroe,Greece 20,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 21,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 22,Governor,,Blank/Void,,3,,,,,,,
Monroe,Greece 23,Governor,,Blank/Void,,20,,,,,,,
Monroe,Greece 24,Governor,,Blank/Void,,11,,,,,,,
Monroe,Greece 25,Governor,,Blank/Void,,12,,,,,,,
Monroe,Greece 26,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 27,Governor,,Blank/Void,,26,,,,,,,
Monroe,Greece 28,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 29,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 30,Governor,,Blank/Void,,4,,,,,,,
Monroe,Greece 31,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 32,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 33,Governor,,Blank/Void,,21,,,,,,,
Monroe,Greece 34,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 35,Governor,,Blank/Void,,13,,,,,,,
Monroe,Greece 36,Governor,,Blank/Void,,13,,,,,,,
Monroe,Greece 37,Governor,,Blank/Void,,2,,,,,,,
Monroe,Greece 38,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 39,Governor,,Blank/Void,,2,,,,,,,
Monroe,Greece 40,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 41,Governor,,Blank/Void,,14,,,,,,,
Monroe,Greece 42,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 43,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 44,Governor,,Blank/Void,,13,,,,,,,
Monroe,Greece 45,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 46,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 47,Governor,,Blank/Void,,4,,,,,,,
Monroe,Greece 48,Governor,,Blank/Void,,12,,,,,,,
Monroe,Greece 49,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 50,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 51,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 52,Governor,,Blank/Void,,4,,,,,,,
Monroe,Greece 53,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 54,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 55,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 56,Governor,,Blank/Void,,9,,,,,,,
Monroe,Greece 57,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 58,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 59,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 60,Governor,,Blank/Void,,11,,,,,,,
Monroe,Greece 61,Governor,,Blank/Void,,14,,,,,,,
Monroe,Greece 62,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 63,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 64,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 65,Governor,,Blank/Void,,13,,,,,,,
Monroe,Greece 66,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 67,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 68,Governor,,Blank/Void,,14,,,,,,,
Monroe,Greece 69,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 70,Governor,,Blank/Void,,21,,,,,,,
Monroe,Greece 71,Governor,,Blank/Void,,9,,,,,,,
Monroe,Greece 72,Governor,,Blank/Void,,15,,,,,,,
Monroe,Greece 73,Governor,,Blank/Void,,3,,,,,,,
Monroe,Greece 74,Governor,,Blank/Void,,9,,,,,,,
Monroe,Greece 75,Governor,,Blank/Void,,3,,,,,,,
Monroe,Greece 76,Governor,,Blank/Void,,4,,,,,,,
Monroe,Greece 77,Governor,,Blank/Void,,16,,,,,,,
Monroe,Greece 78,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 79,Governor,,Blank/Void,,14,,,,,,,
Monroe,Greece 80,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 81,Governor,,Blank/Void,,10,,,,,,,
Monroe,Greece 82,Governor,,Blank/Void,,14,,,,,,,
Monroe,Greece 83,Governor,,Blank/Void,,0,,,,,,,
Monroe,Greece 84,Governor,,Blank/Void,,13,,,,,,,
Monroe,Greece 85,Governor,,Blank/Void,,5,,,,,,,
Monroe,Greece 86,Governor,,Blank/Void,,17,,,,,,,
Monroe,Greece 87,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 88,Governor,,Blank/Void,,17,,,,,,,
Monroe,Greece 89,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 90,Governor,,Blank/Void,,13,,,,,,,
Monroe,Greece 91,Governor,,Blank/Void,,16,,,,,,,
Monroe,Greece 92,Governor,,Blank/Void,,23,,,,,,,
Monroe,Greece 93,Governor,,Blank/Void,,11,,,,,,,
Monroe,Greece 94,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 95,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 96,Governor,,Blank/Void,,12,,,,,,,
Monroe,Greece 97,Governor,,Blank/Void,,23,,,,,,,
Monroe,Greece 98,Governor,,Blank/Void,,13,,,,,,,
Monroe,Greece 99,Governor,,Blank/Void,,16,,,,,,,
Monroe,Greece 100,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 101,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 102,Governor,,Blank/Void,,11,,,,,,,
Monroe,Greece 103,Governor,,Blank/Void,,13,,,,,,,
Monroe,Greece 104,Governor,,Blank/Void,,9,,,,,,,
Monroe,Greece 105,Governor,,Blank/Void,,8,,,,,,,
Monroe,Greece 106,Governor,,Blank/Void,,6,,,,,,,
Monroe,Greece 107,Governor,,Blank/Void,,3,,,,,,,
Monroe,Greece 108,Governor,,Blank/Void,,7,,,,,,,
Monroe,Greece 109,Governor,,Blank/Void,,11,,,,,,,
Monroe,Hamlin 1,Governor,,Blank/Void,,1,,,,,,,
Monroe,Hamlin 2,Governor,,Blank/Void,,4,,,,,,,
Monroe,Hamlin 3,Governor,,Blank/Void,,9,,,,,,,
Monroe,Hamlin 4,Governor,,Blank/Void,,2,,,,,,,
Monroe,Hamlin 5,Governor,,Blank/Void,,4,,,,,,,
Monroe,Hamlin 6,Governor,,Blank/Void,,3,,,,,,,
Monroe,Hamlin 7,Governor,,Blank/Void,,6,,,,,,,
Monroe,Hamlin 8,Governor,,Blank/Void,,3,,,,,,,
Monroe,Hamlin 9,Governor,,Blank/Void,,5,,,,,,,
Monroe,Hamlin 10,Governor,,Blank/Void,,4,,,,,,,
Monroe,Henrietta 1,Governor,,Blank/Void,,7,,,,,,,
Monroe,Henrietta 2,Governor,,Blank/Void,,5,,,,,,,
Monroe,Henrietta 3,Governor,,Blank/Void,,4,,,,,,,
Monroe,Henrietta 4,Governor,,Blank/Void,,9,,,,,,,
Monroe,Henrietta 5,Governor,,Blank/Void,,3,,,,,,,
Monroe,Henrietta 6,Governor,,Blank/Void,,6,,,,,,,
Monroe,Henrietta 7,Governor,,Blank/Void,,15,,,,,,,
Monroe,Henrietta 8,Governor,,Blank/Void,,5,,,,,,,
Monroe,Henrietta 9,Governor,,Blank/Void,,7,,,,,,,
Monroe,Henrietta 10,Governor,,Blank/Void,,8,,,,,,,
Monroe,Henrietta 11,Governor,,Blank/Void,,13,,,,,,,
Monroe,Henrietta 12,Governor,,Blank/Void,,8,,,,,,,
Monroe,Henrietta 13,Governor,,Blank/Void,,11,,,,,,,
Monroe,Henrietta 14,Governor,,Blank/Void,,5,,,,,,,
Monroe,Henrietta 15,Governor,,Blank/Void,,12,,,,,,,
Monroe,Henrietta 16,Governor,,Blank/Void,,8,,,,,,,
Monroe,Henrietta 17,Governor,,Blank/Void,,9,,,,,,,
Monroe,Henrietta 18,Governor,,Blank/Void,,2,,,,,,,
Monroe,Henrietta 19,Governor,,Blank/Void,,11,,,,,,,
Monroe,Henrietta 20,Governor,,Blank/Void,,8,,,,,,,
Monroe,Henrietta 21,Governor,,Blank/Void,,4,,,,,,,
Monroe,Henrietta 22,Governor,,Blank/Void,,14,,,,,,,
Monroe,Henrietta 23,Governor,,Blank/Void,,11,,,,,,,
Monroe,Henrietta 24,Governor,,Blank/Void,,14,,,,,,,
Monroe,Henrietta 25,Governor,,Blank/Void,,7,,,,,,,
Monroe,Henrietta 26,Governor,,Blank/Void,,22,,,,,,,
Monroe,Henrietta 27,Governor,,Blank/Void,,15,,,,,,,
Monroe,Henrietta 28,Governor,,Blank/Void,,7,,,,,,,
Monroe,Henrietta 29,Governor,,Blank/Void,,19,,,,,,,
Monroe,Henrietta 30,Governor,,Blank/Void,,16,,,,,,,
Monroe,Henrietta 31,Governor,,Blank/Void,,12,,,,,,,
Monroe,Henrietta 32,Governor,,Blank/Void,,13,,,,,,,
Monroe,Henrietta 33,Governor,,Blank/Void,,7,,,,,,,
Monroe,Henrietta 34,Governor,,Blank/Void,,8,,,,,,,
Monroe,Henrietta 35,Governor,,Blank/Void,,4,,,,,,,
Monroe,Irondequoit 1,Governor,,Blank/Void,,14,,,,,,,
Monroe,Irondequoit 2,Governor,,Blank/Void,,6,,,,,,,
Monroe,Irondequoit 3,Governor,,Blank/Void,,18,,,,,,,
Monroe,Irondequoit 4,Governor,,Blank/Void,,6,,,,,,,
Monroe,Irondequoit 5,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 6,Governor,,Blank/Void,,10,,,,,,,
Monroe,Irondequoit 7,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 8,Governor,,Blank/Void,,10,,,,,,,
Monroe,Irondequoit 9,Governor,,Blank/Void,,9,,,,,,,
Monroe,Irondequoit 10,Governor,,Blank/Void,,12,,,,,,,
Monroe,Irondequoit 11,Governor,,Blank/Void,,4,,,,,,,
Monroe,Irondequoit 12,Governor,,Blank/Void,,5,,,,,,,
Monroe,Irondequoit 13,Governor,,Blank/Void,,10,,,,,,,
Monroe,Irondequoit 14,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 15,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 16,Governor,,Blank/Void,,9,,,,,,,
Monroe,Irondequoit 17,Governor,,Blank/Void,,6,,,,,,,
Monroe,Irondequoit 18,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 19,Governor,,Blank/Void,,13,,,,,,,
Monroe,Irondequoit 20,Governor,,Blank/Void,,6,,,,,,,
Monroe,Irondequoit 21,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 22,Governor,,Blank/Void,,8,,,,,,,
Monroe,Irondequoit 23,Governor,,Blank/Void,,4,,,,,,,
Monroe,Irondequoit 24,Governor,,Blank/Void,,2,,,,,,,
Monroe,Irondequoit 25,Governor,,Blank/Void,,8,,,,,,,
Monroe,Irondequoit 26,Governor,,Blank/Void,,10,,,,,,,
Monroe,Irondequoit 27,Governor,,Blank/Void,,10,,,,,,,
Monroe,Irondequoit 28,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 29,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 30,Governor,,Blank/Void,,8,,,,,,,
Monroe,Irondequoit 31,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 32,Governor,,Blank/Void,,9,,,,,,,
Monroe,Irondequoit 33,Governor,,Blank/Void,,12,,,,,,,
Monroe,Irondequoit 34,Governor,,Blank/Void,,19,,,,,,,
Monroe,Irondequoit 35,Governor,,Blank/Void,,3,,,,,,,
Monroe,Irondequoit 36,Governor,,Blank/Void,,13,,,,,,,
Monroe,Irondequoit 37,Governor,,Blank/Void,,9,,,,,,,
Monroe,Irondequoit 38,Governor,,Blank/Void,,10,,,,,,,
Monroe,Irondequoit 39,Governor,,Blank/Void,,1,,,,,,,
Monroe,Irondequoit 40,Governor,,Blank/Void,,3,,,,,,,
Monroe,Irondequoit 41,Governor,,Blank/Void,,5,,,,,,,
Monroe,Irondequoit 42,Governor,,Blank/Void,,12,,,,,,,
Monroe,Irondequoit 43,Governor,,Blank/Void,,9,,,,,,,
Monroe,Irondequoit 44,Governor,,Blank/Void,,21,,,,,,,
Monroe,Irondequoit 45,Governor,,Blank/Void,,8,,,,,,,
Monroe,Irondequoit 46,Governor,,Blank/Void,,11,,,,,,,
Monroe,Irondequoit 47,Governor,,Blank/Void,,3,,,,,,,
Monroe,Irondequoit 48,Governor,,Blank/Void,,10,,,,,,,
Monroe,Irondequoit 49,Governor,,Blank/Void,,13,,,,,,,
Monroe,Irondequoit 50,Governor,,Blank/Void,,16,,,,,,,
Monroe,Irondequoit 51,Governor,,Blank/Void,,15,,,,,,,
Monroe,Irondequoit 52,Governor,,Blank/Void,,19,,,,,,,
Monroe,Irondequoit 53,Governor,,Blank/Void,,8,,,,,,,
Monroe,Irondequoit 54,Governor,,Blank/Void,,5,,,,,,,
Monroe,Irondequoit 55,Governor,,Blank/Void,,6,,,,,,,
Monroe,Irondequoit 56,Governor,,Blank/Void,,3,,,,,,,
Monroe,Irondequoit 57,Governor,,Blank/Void,,15,,,,,,,
Monroe,Irondequoit 58,Governor,,Blank/Void,,3,,,,,,,
Monroe,Irondequoit 59,Governor,,Blank/Void,,7,,,,,,,
Monroe,Irondequoit 60,Governor,,Blank/Void,,13,,,,,,,
Monroe,Irondequoit 61,Governor,,Blank/Void,,12,,,,,,,
Monroe,Irondequoit 62,Governor,,Blank/Void,,16,,,,,,,
Monroe,Irondequoit 63,Governor,,Blank/Void,,9,,,,,,,
Monroe,Irondequoit 64,Governor,,Blank/Void,,3,,,,,,,
Monroe,Irondequoit 65,Governor,,Blank/Void,,14,,,,,,,
Monroe,Irondequoit 66,Governor,,Blank/Void,,5,,,,,,,
Monroe,Irondequoit 67,Governor,,Blank/Void,,9,,,,,,,
Monroe,Irondequoit 68,Governor,,Blank/Void,,10,,,,,,,
Monroe,Mendon 1,Governor,,Blank/Void,,12,,,,,,,
Monroe,Mendon 2,Governor,,Blank/Void,,12,,,,,,,
Monroe,Mendon 3,Governor,,Blank/Void,,10,,,,,,,
Monroe,Mendon 4,Governor,,Blank/Void,,7,,,,,,,
Monroe,Mendon 5,Governor,,Blank/Void,,10,,,,,,,
Monroe,Mendon 6,Governor,,Blank/Void,,9,,,,,,,
Monroe,Mendon 7,Governor,,Blank/Void,,14,,,,,,,
Monroe,Mendon 8,Governor,,Blank/Void,,3,,,,,,,
Monroe,Mendon 9,Governor,,Blank/Void,,12,,,,,,,
Monroe,Ogden 1,Governor,,Blank/Void,,7,,,,,,,
Monroe,Ogden 2,Governor,,Blank/Void,,8,,,,,,,
Monroe,Ogden 3,Governor,,Blank/Void,,10,,,,,,,
Monroe,Ogden 4,Governor,,Blank/Void,,2,,,,,,,
Monroe,Ogden 5,Governor,,Blank/Void,,5,,,,,,,
Monroe,Ogden 6,Governor,,Blank/Void,,8,,,,,,,
Monroe,Ogden 7,Governor,,Blank/Void,,3,,,,,,,
Monroe,Ogden 8,Governor,,Blank/Void,,13,,,,,,,
Monroe,Ogden 9,Governor,,Blank/Void,,10,,,,,,,
Monroe,Ogden 10,Governor,,Blank/Void,,7,,,,,,,
Monroe,Ogden 11,Governor,,Blank/Void,,6,,,,,,,
Monroe,Ogden 12,Governor,,Blank/Void,,12,,,,,,,
Monroe,Ogden 13,Governor,,Blank/Void,,10,,,,,,,
Monroe,Ogden 14,Governor,,Blank/Void,,16,,,,,,,
Monroe,Ogden 15,Governor,,Blank/Void,,6,,,,,,,
Monroe,Ogden 16,Governor,,Blank/Void,,6,,,,,,,
Monroe,Ogden 17,Governor,,Blank/Void,,7,,,,,,,
Monroe,Ogden 18,Governor,,Blank/Void,,14,,,,,,,
Monroe,Ogden 19,Governor,,Blank/Void,,11,,,,,,,
Monroe,Ogden 20,Governor,,Blank/Void,,6,,,,,,,
Monroe,Parma 1,Governor,,Blank/Void,,16,,,,,,,
Monroe,Parma 2,Governor,,Blank/Void,,17,,,,,,,
Monroe,Parma 3,Governor,,Blank/Void,,10,,,,,,,
Monroe,Parma 4,Governor,,Blank/Void,,8,,,,,,,
Monroe,Parma 5,Governor,,Blank/Void,,4,,,,,,,
Monroe,Parma 6,Governor,,Blank/Void,,6,,,,,,,
Monroe,Parma 7,Governor,,Blank/Void,,8,,,,,,,
Monroe,Parma 8,Governor,,Blank/Void,,23,,,,,,,
Monroe,Parma 9,Governor,,Blank/Void,,15,,,,,,,
Monroe,Parma 10,Governor,,Blank/Void,,8,,,,,,,
Monroe,Parma 11,Governor,,Blank/Void,,21,,,,,,,
Monroe,Parma 12,Governor,,Blank/Void,,6,,,,,,,
Monroe,Parma 13,Governor,,Blank/Void,,20,,,,,,,
Monroe,Parma 14,Governor,,Blank/Void,,14,,,,,,,
Monroe,Parma 15,Governor,,Blank/Void,,10,,,,,,,
Monroe,Penfield 1,Governor,,Blank/Void,,7,,,,,,,
Monroe,Penfield 2,Governor,,Blank/Void,,10,,,,,,,
Monroe,Penfield 3,Governor,,Blank/Void,,9,,,,,,,
Monroe,Penfield 4,Governor,,Blank/Void,,7,,,,,,,
Monroe,Penfield 5,Governor,,Blank/Void,,14,,,,,,,
Monroe,Penfield 6,Governor,,Blank/Void,,11,,,,,,,
Monroe,Penfield 7,Governor,,Blank/Void,,12,,,,,,,
Monroe,Penfield 8,Governor,,Blank/Void,,6,,,,,,,
Monroe,Penfield 9,Governor,,Blank/Void,,11,,,,,,,
Monroe,Penfield 10,Governor,,Blank/Void,,3,,,,,,,
Monroe,Penfield 11,Governor,,Blank/Void,,8,,,,,,,
Monroe,Penfield 12,Governor,,Blank/Void,,10,,,,,,,
Monroe,Penfield 13,Governor,,Blank/Void,,17,,,,,,,
Monroe,Penfield 14,Governor,,Blank/Void,,9,,,,,,,
Monroe,Penfield 15,Governor,,Blank/Void,,9,,,,,,,
Monroe,Penfield 16,Governor,,Blank/Void,,3,,,,,,,
Monroe,Penfield 17,Governor,,Blank/Void,,13,,,,,,,
Monroe,Penfield 18,Governor,,Blank/Void,,4,,,,,,,
Monroe,Penfield 19,Governor,,Blank/Void,,14,,,,,,,
Monroe,Penfield 20,Governor,,Blank/Void,,5,,,,,,,
Monroe,Penfield 21,Governor,,Blank/Void,,17,,,,,,,
Monroe,Penfield 22,Governor,,Blank/Void,,9,,,,,,,
Monroe,Penfield 23,Governor,,Blank/Void,,24,,,,,,,
Monroe,Penfield 24,Governor,,Blank/Void,,9,,,,,,,
Monroe,Penfield 25,Governor,,Blank/Void,,5,,,,,,,
Monroe,Penfield 26,Governor,,Blank/Void,,11,,,,,,,
Monroe,Penfield 27,Governor,,Blank/Void,,6,,,,,,,
Monroe,Penfield 28,Governor,,Blank/Void,,12,,,,,,,
Monroe,Penfield 29,Governor,,Blank/Void,,14,,,,,,,
Monroe,Penfield 30,Governor,,Blank/Void,,13,,,,,,,
Monroe,Penfield 31,Governor,,Blank/Void,,9,,,,,,,
Monroe,Penfield 32,Governor,,Blank/Void,,3,,,,,,,
Monroe,Penfield 33,Governor,,Blank/Void,,8,,,,,,,
Monroe,Penfield 34,Governor,,Blank/Void,,13,,,,,,,
Monroe,Penfield 35,Governor,,Blank/Void,,15,,,,,,,
Monroe,Penfield 36,Governor,,Blank/Void,,3,,,,,,,
Monroe,Penfield 37,Governor,,Blank/Void,,15,,,,,,,
Monroe,Penfield 38,Governor,,Blank/Void,,10,,,,,,,
Monroe,Penfield 39,Governor,,Blank/Void,,9,,,,,,,
Monroe,Penfield 40,Governor,,Blank/Void,,14,,,,,,,
Monroe,Penfield 41,Governor,,Blank/Void,,16,,,,,,,
Monroe,Penfield 42,Governor,,Blank/Void,,5,,,,,,,
Monroe,Perinton 1,Governor,,Blank/Void,,19,,,,,,,
Monroe,Perinton 2,Governor,,Blank/Void,,11,,,,,,,
Monroe,Perinton 3,Governor,,Blank/Void,,14,,,,,,,
Monroe,Perinton 4,Governor,,Blank/Void,,7,,,,,,,
Monroe,Perinton 5,Governor,,Blank/Void,,6,,,,,,,
Monroe,Perinton 6,Governor,,Blank/Void,,18,,,,,,,
Monroe,Perinton 7,Governor,,Blank/Void,,6,,,,,,,
Monroe,Perinton 8,Governor,,Blank/Void,,15,,,,,,,
Monroe,Perinton 9,Governor,,Blank/Void,,9,,,,,,,
Monroe,Perinton 10,Governor,,Blank/Void,,15,,,,,,,
Monroe,Perinton 11,Governor,,Blank/Void,,7,,,,,,,
Monroe,Perinton 12,Governor,,Blank/Void,,6,,,,,,,
Monroe,Perinton 13,Governor,,Blank/Void,,6,,,,,,,
Monroe,Perinton 14,Governor,,Blank/Void,,9,,,,,,,
Monroe,Perinton 15,Governor,,Blank/Void,,13,,,,,,,
Monroe,Perinton 16,Governor,,Blank/Void,,5,,,,,,,
Monroe,Perinton 17,Governor,,Blank/Void,,10,,,,,,,
Monroe,Perinton 18,Governor,,Blank/Void,,17,,,,,,,
Monroe,Perinton 19,Governor,,Blank/Void,,10,,,,,,,
Monroe,Perinton 20,Governor,,Blank/Void,,2,,,,,,,
Monroe,Perinton 21,Governor,,Blank/Void,,11,,,,,,,
Monroe,Perinton 22,Governor,,Blank/Void,,4,,,,,,,
Monroe,Perinton 23,Governor,,Blank/Void,,12,,,,,,,
Monroe,Perinton 24,Governor,,Blank/Void,,22,,,,,,,
Monroe,Perinton 25,Governor,,Blank/Void,,10,,,,,,,
Monroe,Perinton 26,Governor,,Blank/Void,,7,,,,,,,
Monroe,Perinton 27,Governor,,Blank/Void,,11,,,,,,,
Monroe,Perinton 28,Governor,,Blank/Void,,5,,,,,,,
Monroe,Perinton 29,Governor,,Blank/Void,,2,,,,,,,
Monroe,Perinton 30,Governor,,Blank/Void,,10,,,,,,,
Monroe,Perinton 31,Governor,,Blank/Void,,6,,,,,,,
Monroe,Perinton 32,Governor,,Blank/Void,,11,,,,,,,
Monroe,Perinton 33,Governor,,Blank/Void,,20,,,,,,,
Monroe,Perinton 34,Governor,,Blank/Void,,15,,,,,,,
Monroe,Perinton 35,Governor,,Blank/Void,,4,,,,,,,
Monroe,Perinton 36,Governor,,Blank/Void,,2,,,,,,,
Monroe,Perinton 37,Governor,,Blank/Void,,7,,,,,,,
Monroe,Perinton 38,Governor,,Blank/Void,,14,,,,,,,
Monroe,Perinton 39,Governor,,Blank/Void,,11,,,,,,,
Monroe,Perinton 40,Governor,,Blank/Void,,5,,,,,,,
Monroe,Perinton 41,Governor,,Blank/Void,,4,,,,,,,
Monroe,Perinton 42,Governor,,Blank/Void,,8,,,,,,,
Monroe,Perinton 43,Governor,,Blank/Void,,15,,,,,,,
Monroe,Perinton 44,Governor,,Blank/Void,,11,,,,,,,
Monroe,Perinton 45,Governor,,Blank/Void,,18,,,,,,,
Monroe,Perinton 46,Governor,,Blank/Void,,2,,,,,,,
Monroe,Perinton 47,Governor,,Blank/Void,,10,,,,,,,
Monroe,Perinton 48,Governor,,Blank/Void,,7,,,,,,,
Monroe,Perinton 49,Governor,,Blank/Void,,4,,,,,,,
Monroe,Perinton 50,Governor,,Blank/Void,,1,,,,,,,
Monroe,Perinton 51,Governor,,Blank/Void,,11,,,,,,,
Monroe,Perinton 52,Governor,,Blank/Void,,7,,,,,,,
Monroe,Perinton 53,Governor,,Blank/Void,,7,,,,,,,
Monroe,Perinton 54,Governor,,Blank/Void,,13,,,,,,,
Monroe,Perinton 55,Governor,,Blank/Void,,9,,,,,,,
Monroe,Perinton 56,Governor,,Blank/Void,,17,,,,,,,
Monroe,Pittsford 1,Governor,,Blank/Void,,7,,,,,,,
Monroe,Pittsford 2,Governor,,Blank/Void,,17,,,,,,,
Monroe,Pittsford 3,Governor,,Blank/Void,,22,,,,,,,
Monroe,Pittsford 4,Governor,,Blank/Void,,8,,,,,,,
Monroe,Pittsford 5,Governor,,Blank/Void,,6,,,,,,,
Monroe,Pittsford 6,Governor,,Blank/Void,,6,,,,,,,
