county,precinct,office,district,candidate,party,votes
Albany,0001 ALBANY W1 ED1,President,,Hillary Clinton,DEM,39
Albany,0002 ALBANY W1 ED2,President,,Hillary Clinton,DEM,194
Albany,0003 ALBANY W1 ED3,President,,Hillary Clinton,DEM,294
Albany,0004 ALBANY W1 ED4,President,,Hillary Clinton,DEM,325
Albany,0005 ALBANY W1 ED5,President,,Hillary Clinton,DEM,6
Albany,0006 ALBANY W1 ED6,President,,Hillary Clinton,DEM,311
Albany,0007 ALBANY W1 ED7,President,,Hillary Clinton,DEM,302
Albany,0008 ALBANY W1 ED8,President,,Hillary Clinton,DEM,72
Albany,0009 ALBANY W1 ED9,President,,Hillary Clinton,DEM,272
Albany,0010 ALBANY W1 ED10,President,,Hillary Clinton,DEM,29
Albany,0011 ALBANY W2 ED1,President,,Hillary Clinton,DEM,306
Albany,0012 ALBANY W2 ED2,President,,Hillary Clinton,DEM,152
Albany,0013 ALBANY W2 ED3,President,,Hillary Clinton,DEM,145
Albany,0014 ALBANY W2 ED4,President,,Hillary Clinton,DEM,328
Albany,0015 ALBANY W2 ED5,President,,Hillary Clinton,DEM,223
Albany,0016 ALBANY W2 ED6,President,,Hillary Clinton,DEM,169
Albany,0017 ALBANY W2 ED7,President,,Hillary Clinton,DEM,3
Albany,0018 ALBANY W2 ED8,President,,Hillary Clinton,DEM,62
Albany,0019 ALBANY W2 ED9,President,,Hillary Clinton,DEM,208
Albany,0020 ALBANY W2 ED10,President,,Hillary Clinton,DEM,0
Albany,0021 ALBANY W3 ED1,President,,Hillary Clinton,DEM,262
Albany,0022 ALBANY W3 ED2,President,,Hillary Clinton,DEM,6
Albany,0023 ALBANY W3 ED3,President,,Hillary Clinton,DEM,10
Albany,0024 ALBANY W3 ED4,President,,Hillary Clinton,DEM,175
Albany,0025 ALBANY W3 ED5,President,,Hillary Clinton,DEM,127
Albany,0026 ALBANY W3 ED6,President,,Hillary Clinton,DEM,118
Albany,0027 ALBANY W3 ED7,President,,Hillary Clinton,DEM,248
Albany,0028 ALBANY W3 ED8,President,,Hillary Clinton,DEM,116
Albany,0029 ALBANY W3 ED9,President,,Hillary Clinton,DEM,42
Albany,0030 ALBANY W3 ED10,President,,Hillary Clinton,DEM,192
Albany,0031 ALBANY W4 ED1,President,,Hillary Clinton,DEM,200
Albany,0032 ALBANY W4 ED2,President,,Hillary Clinton,DEM,91
Albany,0033 ALBANY W4 ED3,President,,Hillary Clinton,DEM,267
Albany,0034 ALBANY W4 ED4,President,,Hillary Clinton,DEM,424
Albany,0035 ALBANY W4 ED5,President,,Hillary Clinton,DEM,326
Albany,0036 ALBANY W4 ED6,President,,Hillary Clinton,DEM,176
Albany,0037 ALBANY W5 ED1,President,,Hillary Clinton,DEM,216
Albany,0038 ALBANY W5 ED2,President,,Hillary Clinton,DEM,137
Albany,0039 ALBANY W5 ED3,President,,Hillary Clinton,DEM,192
Albany,0040 ALBANY W5 ED4,President,,Hillary Clinton,DEM,80
Albany,0041 ALBANY W5 ED5,President,,Hillary Clinton,DEM,435
