assembly_district,precinct,county,party,office,district,candidate,votes
65,30,New York,Democratic,President,,Emergency,0
65,30,New York,Democratic,President,,Absentee/Military,8
65,30,New York,Democratic,President,,Federal,0
65,30,New York,Democratic,President,,Affidavit,2
65,30,New York,Democratic,President,,Bernie Sanders,159
65,30,New York,Democratic,President,,Hillary Clinton,336
65,31,New York,Democratic,President,,Emergency,0
65,31,New York,Democratic,President,,Absentee/Military,0
65,31,New York,Democratic,President,,Federal,0
65,31,New York,Democratic,President,,Affidavit,0
65,31,New York,Democratic,President,,Bernie Sanders,0
65,31,New York,Democratic,President,,Hillary Clinton,0
65,32,New York,Democratic,President,,Emergency,0
65,32,New York,Democratic,President,,Absentee/Military,4
65,32,New York,Democratic,President,,Federal,2
65,32,New York,Democratic,President,,Affidavit,8
65,32,New York,Democratic,President,,Bernie Sanders,120
65,32,New York,Democratic,President,,Hillary Clinton,135
65,33,New York,Democratic,President,,Emergency,0
65,33,New York,Democratic,President,,Absentee/Military,6
65,33,New York,Democratic,President,,Federal,0
65,33,New York,Democratic,President,,Affidavit,0
65,33,New York,Democratic,President,,Bernie Sanders,88
65,33,New York,Democratic,President,,Hillary Clinton,161
65,34,New York,Democratic,President,,Emergency,0
65,34,New York,Democratic,President,,Absentee/Military,4
65,34,New York,Democratic,President,,Federal,0
65,34,New York,Democratic,President,,Affidavit,4
65,34,New York,Democratic,President,,Bernie Sanders,60
65,34,New York,Democratic,President,,Hillary Clinton,128
65,35,New York,Democratic,President,,Emergency,0
65,35,New York,Democratic,President,,Absentee/Military,0
65,35,New York,Democratic,President,,Federal,1
65,35,New York,Democratic,President,,Affidavit,1
65,35,New York,Democratic,President,,Bernie Sanders,63
65,35,New York,Democratic,President,,Hillary Clinton,117
65,36,New York,Democratic,President,,Emergency,0
65,36,New York,Democratic,President,,Absentee/Military,0
65,36,New York,Democratic,President,,Federal,0
65,36,New York,Democratic,President,,Affidavit,2
65,36,New York,Democratic,President,,Bernie Sanders,53
65,36,New York,Democratic,President,,Hillary Clinton,135
65,37,New York,Democratic,President,,Emergency,0
65,37,New York,Democratic,President,,Absentee/Military,1
65,37,New York,Democratic,President,,Federal,1
65,37,New York,Democratic,President,,Affidavit,3
65,37,New York,Democratic,President,,Bernie Sanders,56
65,37,New York,Democratic,President,,Hillary Clinton,140
65,38,New York,Democratic,President,,Emergency,0
65,38,New York,Democratic,President,,Absentee/Military,8
65,38,New York,Democratic,President,,Federal,0
65,38,New York,Democratic,President,,Affidavit,4
65,38,New York,Democratic,President,,Bernie Sanders,88
65,38,New York,Democratic,President,,Hillary Clinton,135
65,39,New York,Democratic,President,,Emergency,0
65,39,New York,Democratic,President,,Absentee/Military,2
65,39,New York,Democratic,President,,Federal,0
65,39,New York,Democratic,President,,Affidavit,2
65,39,New York,Democratic,President,,Bernie Sanders,70
65,39,New York,Democratic,President,,Hillary Clinton,85
65,40,New York,Democratic,President,,Emergency,0
65,40,New York,Democratic,President,,Absentee/Military,3
65,40,New York,Democratic,President,,Federal,0
65,40,New York,Democratic,President,,Affidavit,4
65,40,New York,Democratic,President,,Bernie Sanders,76
65,40,New York,Democratic,President,,Hillary Clinton,128
65,41,New York,Democratic,President,,Emergency,0
65,41,New York,Democratic,President,,Absentee/Military,1
65,41,New York,Democratic,President,,Federal,0
65,41,New York,Democratic,President,,Affidavit,1
65,41,New York,Democratic,President,,Bernie Sanders,70
65,41,New York,Democratic,President,,Hillary Clinton,79
65,42,New York,Democratic,President,,Emergency,0
65,42,New York,Democratic,President,,Absentee/Military,11
65,42,New York,Democratic,President,,Federal,0
65,42,New York,Democratic,President,,Affidavit,0
65,42,New York,Democratic,President,,Bernie Sanders,61
65,42,New York,Democratic,President,,Hillary Clinton,100
65,43,New York,Democratic,President,,Emergency,0
65,43,New York,Democratic,President,,Absentee/Military,3
65,43,New York,Democratic,President,,Federal,0
65,43,New York,Democratic,President,,Affidavit,4
65,43,New York,Democratic,President,,Bernie Sanders,99
65,43,New York,Democratic,President,,Hillary Clinton,183
65,44,New York,Democratic,President,,Emergency,0
65,44,New York,Democratic,President,,Absentee/Military,3
65,44,New York,Democratic,President,,Federal,1
65,44,New York,Democratic,President,,Affidavit,1
65,44,New York,Democratic,President,,Bernie Sanders,147
65,44,New York,Democratic,President,,Hillary Clinton,203
65,45,New York,Democratic,President,,Emergency,0
65,45,New York,Democratic,President,,Absentee/Military,7
65,45,New York,Democratic,President,,Federal,0
65,45,New York,Democratic,President,,Affidavit,2
65,45,New York,Democratic,President,,Bernie Sanders,139
65,45,New York,Democratic,President,,Hillary Clinton,209
65,46,New York,Democratic,President,,Emergency,0
65,46,New York,Democratic,President,,Absentee/Military,1
65,46,New York,Democratic,President,,Federal,1
65,46,New York,Democratic,President,,Affidavit,3
65,46,New York,Democratic,President,,Bernie Sanders,104
65,46,New York,Democratic,President,,Hillary Clinton,151
65,47,New York,Democratic,President,,Emergency,0
65,47,New York,Democratic,President,,Absentee/Military,9
65,47,New York,Democratic,President,,Federal,0
65,47,New York,Democratic,President,,Affidavit,7
65,47,New York,Democratic,President,,Bernie Sanders,106
65,47,New York,Democratic,President,,Hillary Clinton,154
65,48,New York,Democratic,President,,Emergency,0
65,48,New York,Democratic,President,,Absentee/Military,6
65,48,New York,Democratic,President,,Federal,9
65,48,New York,Democratic,President,,Affidavit,5
65,48,New York,Democratic,President,,Bernie Sanders,158
65,48,New York,Democratic,President,,Hillary Clinton,171
65,49,New York,Democratic,President,,Emergency,0
65,49,New York,Democratic,President,,Absentee/Military,3
65,49,New York,Democratic,President,,Federal,0
65,49,New York,Democratic,President,,Affidavit,9
65,49,New York,Democratic,President,,Bernie Sanders,112
65,49,New York,Democratic,President,,Hillary Clinton,192
65,50,New York,Democratic,President,,Emergency,0
65,50,New York,Democratic,President,,Absentee/Military,4
65,50,New York,Democratic,President,,Federal,0
65,50,New York,Democratic,President,,Affidavit,2
65,50,New York,Democratic,President,,Bernie Sanders,88
65,50,New York,Democratic,President,,Hillary Clinton,142
65,51,New York,Democratic,President,,Emergency,0
65,51,New York,Democratic,President,,Absentee/Military,9
65,51,New York,Democratic,President,,Federal,0
65,51,New York,Democratic,President,,Affidavit,8
65,51,New York,Democratic,President,,Bernie Sanders,99
65,51,New York,Democratic,President,,Hillary Clinton,170
65,52,New York,Democratic,President,,Emergency,0
65,52,New York,Democratic,President,,Absentee/Military,3
65,52,New York,Democratic,President,,Federal,0
65,52,New York,Democratic,President,,Affidavit,4
65,52,New York,Democratic,President,,Bernie Sanders,111
65,52,New York,Democratic,President,,Hillary Clinton,136
65,53,New York,Democratic,President,,Emergency,0
65,53,New York,Democratic,President,,Absentee/Military,4
65,53,New York,Democratic,President,,Federal,2
65,53,New York,Democratic,President,,Affidavit,4
65,53,New York,Democratic,President,,Bernie Sanders,95
65,53,New York,Democratic,President,,Hillary Clinton,166
65,54,New York,Democratic,President,,Emergency,0
65,54,New York,Democratic,President,,Absentee/Military,3
65,54,New York,Democratic,President,,Federal,1
65,54,New York,Democratic,President,,Affidavit,8
65,54,New York,Democratic,President,,Bernie Sanders,98
65,54,New York,Democratic,President,,Hillary Clinton,142
65,55,New York,Democratic,President,,Emergency,0
65,55,New York,Democratic,President,,Absentee/Military,3
65,55,New York,Democratic,President,,Federal,2
65,55,New York,Democratic,President,,Affidavit,10
65,55,New York,Democratic,President,,Bernie Sanders,124
65,55,New York,Democratic,President,,Hillary Clinton,128
65,56,New York,Democratic,President,,Emergency,0
65,56,New York,Democratic,President,,Absentee/Military,0
65,56,New York,Democratic,President,,Federal,0
65,56,New York,Democratic,President,,Affidavit,3
65,56,New York,Democratic,President,,Bernie Sanders,89
65,56,New York,Democratic,President,,Hillary Clinton,122
65,57,New York,Democratic,President,,Emergency,0
65,57,New York,Democratic,President,,Absentee/Military,5
65,57,New York,Democratic,President,,Federal,0
65,57,New York,Democratic,President,,Affidavit,1
65,57,New York,Democratic,President,,Bernie Sanders,45
65,57,New York,Democratic,President,,Hillary Clinton,115
65,58,New York,Democratic,President,,Emergency,0
65,58,New York,Democratic,President,,Absentee/Military,4
65,58,New York,Democratic,President,,Federal,2
65,58,New York,Democratic,President,,Affidavit,10
65,58,New York,Democratic,President,,Bernie Sanders,81
65,58,New York,Democratic,President,,Hillary Clinton,88
65,59,New York,Democratic,President,,Emergency,0
65,59,New York,Democratic,President,,Absentee/Military,1
65,59,New York,Democratic,President,,Federal,2
65,59,New York,Democratic,President,,Affidavit,10
65,59,New York,Democratic,President,,Bernie Sanders,114
65,59,New York,Democratic,President,,Hillary Clinton,100
65,60,New York,Democratic,President,,Emergency,0
65,60,New York,Democratic,President,,Absentee/Military,7
65,60,New York,Democratic,President,,Federal,1
65,60,New York,Democratic,President,,Affidavit,7
65,60,New York,Democratic,President,,Bernie Sanders,75
65,60,New York,Democratic,President,,Hillary Clinton,84
65,61,New York,Democratic,President,,Emergency,0
65,61,New York,Democratic,President,,Absentee/Military,1
65,61,New York,Democratic,President,,Federal,0
65,61,New York,Democratic,President,,Affidavit,7
65,61,New York,Democratic,President,,Bernie Sanders,86
65,61,New York,Democratic,President,,Hillary Clinton,123
65,62,New York,Democratic,President,,Emergency,0
65,62,New York,Democratic,President,,Absentee/Military,4
65,62,New York,Democratic,President,,Federal,4
65,62,New York,Democratic,President,,Affidavit,2
65,62,New York,Democratic,President,,Bernie Sanders,75
65,62,New York,Democratic,President,,Hillary Clinton,90
65,63,New York,Democratic,President,,Emergency,0
65,63,New York,Democratic,President,,Absentee/Military,1
65,63,New York,Democratic,President,,Federal,1
65,63,New York,Democratic,President,,Affidavit,3
65,63,New York,Democratic,President,,Bernie Sanders,59
65,63,New York,Democratic,President,,Hillary Clinton,95
65,64,New York,Democratic,President,,Emergency,0
65,64,New York,Democratic,President,,Absentee/Military,5
65,64,New York,Democratic,President,,Federal,1
65,64,New York,Democratic,President,,Affidavit,5
65,64,New York,Democratic,President,,Bernie Sanders,69
65,64,New York,Democratic,President,,Hillary Clinton,109
65,65,New York,Democratic,President,,Emergency,0
65,65,New York,Democratic,President,,Absentee/Military,2
65,65,New York,Democratic,President,,Federal,1
65,65,New York,Democratic,President,,Affidavit,7
65,65,New York,Democratic,President,,Bernie Sanders,34
65,65,New York,Democratic,President,,Hillary Clinton,64
65,66,New York,Democratic,President,,Emergency,0
65,66,New York,Democratic,President,,Absentee/Military,0
65,66,New York,Democratic,President,,Federal,5
65,66,New York,Democratic,President,,Affidavit,4
65,66,New York,Democratic,President,,Bernie Sanders,68
65,66,New York,Democratic,President,,Hillary Clinton,73
65,67,New York,Democratic,President,,Emergency,0
65,67,New York,Democratic,President,,Absentee/Military,1
65,67,New York,Democratic,President,,Federal,0
65,67,New York,Democratic,President,,Affidavit,1
65,67,New York,Democratic,President,,Bernie Sanders,23
65,67,New York,Democratic,President,,Hillary Clinton,25
65,68,New York,Democratic,President,,Emergency,0
65,68,New York,Democratic,President,,Absentee/Military,3
65,68,New York,Democratic,President,,Federal,1
65,68,New York,Democratic,President,,Affidavit,6
65,68,New York,Democratic,President,,Bernie Sanders,98
65,68,New York,Democratic,President,,Hillary Clinton,146
65,69,New York,Democratic,President,,Emergency,0
65,69,New York,Democratic,President,,Absentee/Military,4
65,69,New York,Democratic,President,,Federal,5
65,69,New York,Democratic,President,,Affidavit,3
65,69,New York,Democratic,President,,Bernie Sanders,54
65,69,New York,Democratic,President,,Hillary Clinton,92
65,70,New York,Democratic,President,,Emergency,0
65,70,New York,Democratic,President,,Absentee/Military,1
65,70,New York,Democratic,President,,Federal,0
65,70,New York,Democratic,President,,Affidavit,4
65,70,New York,Democratic,President,,Bernie Sanders,18
65,70,New York,Democratic,President,,Hillary Clinton,18
65,71,New York,Democratic,President,,Emergency,0
65,71,New York,Democratic,President,,Absentee/Military,4
65,71,New York,Democratic,President,,Federal,2
65,71,New York,Democratic,President,,Affidavit,8
65,71,New York,Democratic,President,,Bernie Sanders,95
65,71,New York,Democratic,President,,Hillary Clinton,124
65,72,New York,Democratic,President,,Emergency,0
65,72,New York,Democratic,President,,Absentee/Military,4
65,72,New York,Democratic,President,,Federal,0
65,72,New York,Democratic,President,,Affidavit,4
65,72,New York,Democratic,President,,Bernie Sanders,77
65,72,New York,Democratic,President,,Hillary Clinton,111
65,73,New York,Democratic,President,,Emergency,0
65,73,New York,Democratic,President,,Absentee/Military,3
65,73,New York,Democratic,President,,Federal,2
65,73,New York,Democratic,President,,Affidavit,5
65,73,New York,Democratic,President,,Bernie Sanders,119
65,73,New York,Democratic,President,,Hillary Clinton,178
65,74,New York,Democratic,President,,Emergency,0
65,74,New York,Democratic,President,,Absentee/Military,6
65,74,New York,Democratic,President,,Federal,2
65,74,New York,Democratic,President,,Affidavit,7
65,74,New York,Democratic,President,,Bernie Sanders,105
65,74,New York,Democratic,President,,Hillary Clinton,180
65,75,New York,Democratic,President,,Emergency,0
65,75,New York,Democratic,President,,Absentee/Military,6
65,75,New York,Democratic,President,,Federal,4
65,75,New York,Democratic,President,,Affidavit,7
65,75,New York,Democratic,President,,Bernie Sanders,109
65,75,New York,Democratic,President,,Hillary Clinton,126
65,76,New York,Democratic,President,,Emergency,0
65,76,New York,Democratic,President,,Absentee/Military,4
65,76,New York,Democratic,President,,Federal,5
65,76,New York,Democratic,President,,Affidavit,7
65,76,New York,Democratic,President,,Bernie Sanders,95
65,76,New York,Democratic,President,,Hillary Clinton,129
65,77,New York,Democratic,President,,Emergency,0
65,77,New York,Democratic,President,,Absentee/Military,4
65,77,New York,Democratic,President,,Federal,3
65,77,New York,Democratic,President,,Affidavit,13
65,77,New York,Democratic,President,,Bernie Sanders,155
65,77,New York,Democratic,President,,Hillary Clinton,203
65,78,New York,Democratic,President,,Emergency,0
65,78,New York,Democratic,President,,Absentee/Military,6
65,78,New York,Democratic,President,,Federal,1
65,78,New York,Democratic,President,,Affidavit,7
65,78,New York,Democratic,President,,Bernie Sanders,86
65,78,New York,Democratic,President,,Hillary Clinton,96
65,79,New York,Democratic,President,,Emergency,0
65,79,New York,Democratic,President,,Absentee/Military,6
65,79,New York,Democratic,President,,Federal,6
65,79,New York,Democratic,President,,Affidavit,9
65,79,New York,Democratic,President,,Bernie Sanders,180
65,79,New York,Democratic,President,,Hillary Clinton,174
65,80,New York,Democratic,President,,Emergency,0
65,80,New York,Democratic,President,,Absentee/Military,7
65,80,New York,Democratic,President,,Federal,3
65,80,New York,Democratic,President,,Affidavit,11
65,80,New York,Democratic,President,,Bernie Sanders,115
65,80,New York,Democratic,President,,Hillary Clinton,129
65,81,New York,Democratic,President,,Emergency,0
65,81,New York,Democratic,President,,Absentee/Military,3
65,81,New York,Democratic,President,,Federal,1
65,81,New York,Democratic,President,,Affidavit,12
65,81,New York,Democratic,President,,Bernie Sanders,113
65,81,New York,Democratic,President,,Hillary Clinton,137
65,82,New York,Democratic,President,,Emergency,0
65,82,New York,Democratic,President,,Absentee/Military,0
65,82,New York,Democratic,President,,Federal,2
65,82,New York,Democratic,President,,Affidavit,0
65,82,New York,Democratic,President,,Bernie Sanders,0
65,82,New York,Democratic,President,,Hillary Clinton,2
65,83,New York,Democratic,President,,Emergency,0
65,83,New York,Democratic,President,,Absentee/Military,1
65,83,New York,Democratic,President,,Federal,0
65,83,New York,Democratic,President,,Affidavit,5
65,83,New York,Democratic,President,,Bernie Sanders,50
65,83,New York,Democratic,President,,Hillary Clinton,89
65,84,New York,Democratic,President,,Emergency,0
65,84,New York,Democratic,President,,Absentee/Military,0
65,84,New York,Democratic,President,,Federal,0
65,84,New York,Democratic,President,,Affidavit,0
65,85,New York,Democratic,President,,Emergency,0
65,85,New York,Democratic,President,,Absentee/Military,2
65,85,New York,Democratic,President,,Federal,1
65,85,New York,Democratic,President,,Affidavit,6
65,85,New York,Democratic,President,,Bernie Sanders,48
65,85,New York,Democratic,President,,Hillary Clinton,70
65,86,New York,Democratic,President,,Emergency,0
65,86,New York,Democratic,President,,Absentee/Military,1
65,86,New York,Democratic,President,,Federal,1
65,86,New York,Democratic,President,,Affidavit,20
65,86,New York,Democratic,President,,Bernie Sanders,43
65,86,New York,Democratic,President,,Hillary Clinton,68
65,87,New York,Democratic,President,,Emergency,0
65,87,New York,Democratic,President,,Absentee/Military,4
65,87,New York,Democratic,President,,Federal,2
65,87,New York,Democratic,President,,Affidavit,5
65,87,New York,Democratic,President,,Bernie Sanders,53
65,87,New York,Democratic,President,,Hillary Clinton,94
65,88,New York,Democratic,President,,Emergency,0
65,88,New York,Democratic,President,,Absentee/Military,7
65,88,New York,Democratic,President,,Federal,2
65,88,New York,Democratic,President,,Affidavit,4
65,88,New York,Democratic,President,,Bernie Sanders,83
65,88,New York,Democratic,President,,Hillary Clinton,152
65,89,New York,Democratic,President,,Emergency,0
65,89,New York,Democratic,President,,Absentee/Military,2
65,89,New York,Democratic,President,,Federal,1
65,89,New York,Democratic,President,,Affidavit,2
65,89,New York,Democratic,President,,Bernie Sanders,37
65,89,New York,Democratic,President,,Hillary Clinton,85
65,90,New York,Democratic,President,,Emergency,0
65,90,New York,Democratic,President,,Absentee/Military,2
65,90,New York,Democratic,President,,Federal,1
65,90,New York,Democratic,President,,Affidavit,6
65,90,New York,Democratic,President,,Bernie Sanders,42
65,90,New York,Democratic,President,,Hillary Clinton,120
65,91,New York,Democratic,President,,Emergency,0
65,91,New York,Democratic,President,,Absentee/Military,4
65,91,New York,Democratic,President,,Federal,3
65,91,New York,Democratic,President,,Affidavit,7
65,91,New York,Democratic,President,,Bernie Sanders,76
65,91,New York,Democratic,President,,Hillary Clinton,96
65,92,New York,Democratic,President,,Emergency,0
65,92,New York,Democratic,President,,Absentee/Military,6
65,92,New York,Democratic,President,,Federal,5
65,92,New York,Democratic,President,,Affidavit,7
65,92,New York,Democratic,President,,Bernie Sanders,30
65,92,New York,Democratic,President,,Hillary Clinton,71
65,93,New York,Democratic,President,,Emergency,0
65,93,New York,Democratic,President,,Absentee/Military,2
65,93,New York,Democratic,President,,Federal,3
65,93,New York,Democratic,President,,Affidavit,10
65,93,New York,Democratic,President,,Bernie Sanders,48
65,93,New York,Democratic,President,,Hillary Clinton,87
65,94,New York,Democratic,President,,Emergency,0
65,94,New York,Democratic,President,,Absentee/Military,0
65,94,New York,Democratic,President,,Federal,0
65,94,New York,Democratic,President,,Affidavit,0
65,95,New York,Democratic,President,,Emergency,0
65,95,New York,Democratic,President,,Absentee/Military,0
65,95,New York,Democratic,President,,Federal,0
65,95,New York,Democratic,President,,Affidavit,0
65,96,New York,Democratic,President,,Emergency,0
65,96,New York,Democratic,President,,Absentee/Military,0
65,96,New York,Democratic,President,,Federal,0
65,96,New York,Democratic,President,,Affidavit,0
65,97,New York,Democratic,President,,Emergency,0
65,97,New York,Democratic,President,,Absentee/Military,0
65,97,New York,Democratic,President,,Federal,0
65,97,New York,Democratic,President,,Affidavit,0
65,97,New York,Democratic,President,,Bernie Sanders,0
65,97,New York,Democratic,President,,Hillary Clinton,0
65,98,New York,Democratic,President,,Emergency,0
65,98,New York,Democratic,President,,Absentee/Military,0
65,98,New York,Democratic,President,,Federal,0
65,98,New York,Democratic,President,,Affidavit,0
66,1,New York,Democratic,President,,Emergency,0
66,1,New York,Democratic,President,,Absentee/Military,4
66,1,New York,Democratic,President,,Federal,1
66,1,New York,Democratic,President,,Affidavit,15
66,1,New York,Democratic,President,,Bernie Sanders,62
66,1,New York,Democratic,President,,Hillary Clinton,180
66,2,New York,Democratic,President,,Emergency,0
66,2,New York,Democratic,President,,Absentee/Military,40
